load_case,out_oopDisp_mm_n2,out_supReac_kN_n3,out_supReac_kN_n4,out_verDisp_mm_n5,out_oopDisp_mm_n5,out_endBend_kNm_n6
09023_sd741_sl11_pd191_pl9_sv6_bp13_ba620_bp58,147.42,13.33,45.09,176.17,134.99,162.41
09024_sd786_sl12_pd190_pl9_sv8_bp13_ba720_bp63,244.54,18.04,54.81,274.55,288.16,254.48
09025_sd818_sl8_pd204_pl8_sv8_bp11_ba840_bp63,212.59,17.41,56.66,224.76,209.64,200.37
09026_sd802_sl9_pd226_pl9_sv7_bp12_ba610_bp59,148.68,14.74,51.53,217.08,139.9,167.68
09027_sd845_sl11_pd174_pl6_sv13_bp13_ba790_bp76,334.7,21.37,57.89,292.2,423.41,409.86
09028_sd646_sl10_pd285_pl9_sv5_bp11_ba560_bp61,131.48,12.5,42.52,173.44,127.82,138.43
09029_sd748_sl11_pd196_pl8_sv7_bp11_ba660_bp61,166.04,14.94,49.71,213.29,154.54,189.83
09030_sd718_sl13_pd157_pl12_sv11_bp11_ba510_bp71,139.05,14.82,43.86,178.88,155.97,211.17
09031_sd727_sl9_pd252_pl10_sv5_bp12_ba720_bp66,185.79,14.87,50.56,217.3,187.56,157.24
09032_sd815_sl11_pd107_pl9_sv8_bp12_ba640_bp50,174.67,14.76,53.34,256.22,185.75,219.86
09033_sd703_sl11_pd239_pl6_sv7_bp13_ba650_bp59,200.51,15.28,44.64,223.63,239.24,162.32
09034_sd725_sl11_pd180_pl8_sv7_bp10_ba820_bp49,211.2,16.76,55.41,260.18,215.54,204.56
09035_sd668_sl12_pd163_pl9_sv7_bp13_ba570_bp74,140.05,13.01,42.4,174.26,142.22,134.33
09036_sd772_sl8_pd149_pl10_sv10_bp12_ba760_bp48,207.02,18.43,59.61,262.59,216.67,277.72
09037_sd860_sl10_pd240_pl9_sv10_bp13_ba690_bp51,190.48,16.64,55.2,227.72,192.98,248.77
09038_sd698_sl9_pd198_pl12_sv8_bp12_ba510_bp52,152.46,14.11,46.43,201.03,174.07,176.87
09039_sd745_sl11_pd214_pl9_sv9_bp13_ba710_bp72,197.89,16.36,52.47,222.98,184.94,212.1
09040_sd747_sl11_pd288_pl10_sv9_bp11_ba830_bp62,202.77,17.23,59.2,276.78,192.13,265.82
09041_sd842_sl12_pd232_pl13_sv8_bp12_ba570_bp60,139.17,13.68,46.83,203.75,155.76,202.53
09042_sd862_sl9_pd294_pl10_sv6_bp14_ba840_bp62,196.68,16.33,59.83,272.92,183.66,241.75
09043_sd795_sl13_pd168_pl10_sv8_bp12_ba500_bp60,151.21,17.44,58.03,272.67,167.63,246.79
09044_sd774_sl9_pd216_pl10_sv6_bp12_ba660_bp51,157.35,13.98,45.32,194.7,146.54,151.58
09045_sd726_sl8_pd212_pl11_sv8_bp13_ba730_bp57,184.15,14.88,50.99,215.09,189.47,201.5
09046_sd750_sl9_pd178_pl14_sv7_bp13_ba670_bp80,167.9,14.31,50.1,216.76,157.9,160.76
09047_sd789_sl8_pd177_pl12_sv11_bp11_ba570_bp54,181.08,17.6,57.59,271.51,185.44,300.33
09048_sd714_sl10_pd263_pl7_sv7_bp10_ba540_bp60,134.58,13.12,40.95,167.37,140.68,157.72
09049_sd731_sl5_pd239_pl10_sv9_bp12_ba730_bp71,200.63,19.24,59.33,272.93,199.64,225.73
09050_sd689_sl10_pd152_pl14_sv7_bp11_ba680_bp63,159.76,14.61,50.77,219.17,167.08,179.68
09051_sd847_sl12_pd175_pl9_sv7_bp12_ba750_bp51,184.87,15.73,57.81,252.92,188.79,196.17
09052_sd660_sl11_pd194_pl9_sv7_bp12_ba660_bp50,154.21,13.27,46.59,193.15,141.97,152.68
09053_sd723_sl11_pd237_pl10_sv8_bp10_ba870_bp40,213.95,20.01,66.89,350.46,196.47,297.8
09054_sd652_sl9_pd174_pl15_sv11_bp11_ba790_bp67,209.17,16.98,57.46,244.25,190.68,250.25
09055_sd666_sl11_pd199_pl10_sv5_bp11_ba740_bp50,173.1,14.64,51.46,221.56,157.96,175.56
09056_sd839_sl12_pd215_pl9_sv5_bp12_ba580_bp64,137.33,13.44,45.02,182.9,123.66,152.64
09057_sd673_sl11_pd170_pl11_sv9_bp11_ba660_bp45,157.36,15.11,51.74,235.82,153.85,208.9
09058_sd679_sl10_pd177_pl12_sv8_bp13_ba940_bp68,228.75,19.66,68.46,370.72,215.18,327.85
09059_sd741_sl9_pd220_pl9_sv9_bp14_ba560_bp58,144.74,14.18,45.33,192.45,148.68,192.39
09060_sd681_sl7_pd231_pl7_sv9_bp12_ba860_bp78,223.27,17.25,59.04,277.4,220.04,268.98
09061_sd823_sl12_pd167_pl10_sv10_bp12_ba700_bp57,179.68,17.69,55.13,224.48,188.69,252.47
09062_sd673_sl10_pd125_pl11_sv11_bp13_ba700_bp75,163.47,15.69,53.04,213.18,169.86,223.52
09063_sd706_sl10_pd221_pl9_sv11_bp14_ba660_bp64,177.28,14.39,54.19,206.62,196.68,268.18
09064_sd831_sl8_pd295_pl9_sv8_bp13_ba730_bp77,191.12,14.86,49.43,211.28,177.68,199.24
09065_sd746_sl9_pd93_pl11_sv11_bp13_ba630_bp88,155.82,15.39,51.15,198.78,166.44,252.06
09066_sd718_sl10_pd243_pl12_sv9_bp12_ba760_bp55,208.56,16.12,54.24,253.29,209.97,221.93
09067_sd599_sl12_pd254_pl11_sv8_bp12_ba700_bp51,166.61,15.07,53.07,235.74,166.43,211.64
09068_sd765_sl10_pd180_pl11_sv7_bp10_ba610_bp50,147.16,14.32,48.2,196.52,140.74,170.61
09069_sd811_sl10_pd204_pl8_sv10_bp11_ba500_bp69,138.0,13.48,38.56,167.71,147.57,186.15
09070_sd817_sl10_pd177_pl7_sv12_bp11_ba750_bp78,253.13,19.86,56.07,265.42,285.42,359.34
09071_sd776_sl9_pd184_pl11_sv10_bp12_ba600_bp67,157.8,14.83,46.16,185.51,172.84,214.48
09072_sd818_sl10_pd365_pl8_sv9_bp12_ba720_bp65,191.0,15.82,57.1,233.76,187.18,252.97
09073_sd823_sl14_pd121_pl10_sv7_bp10_ba830_bp57,205.01,15.43,55.24,272.7,214.63,192.72
09074_sd694_sl9_pd111_pl12_sv9_bp12_ba670_bp63,182.64,16.51,53.66,263.56,197.98,238.42
09075_sd806_sl8_pd272_pl11_sv9_bp11_ba930_bp61,222.01,17.1,63.44,294.6,214.15,253.02
09076_sd755_sl11_pd154_pl10_sv6_bp13_ba790_bp59,211.89,15.07,53.93,249.41,216.4,214.08
09077_sd608_sl9_pd162_pl9_sv9_bp10_ba670_bp39,158.77,14.17,50.2,207.59,163.81,191.1
09078_sd713_sl8_pd190_pl8_sv11_bp12_ba690_bp40,225.16,18.58,57.79,253.64,271.58,328.4
09079_sd619_sl11_pd167_pl9_sv6_bp12_ba750_bp80,188.62,14.85,53.7,239.65,188.25,186.43
09080_sd713_sl8_pd198_pl13_sv8_bp10_ba680_bp80,166.71,15.79,52.24,237.23,163.04,193.92
09081_sd565_sl10_pd270_pl9_sv7_bp12_ba750_bp63,176.29,14.5,51.26,204.73,164.3,151.85
09082_sd685_sl14_pd228_pl11_sv8_bp14_ba650_bp51,159.88,14.37,51.51,233.02,162.22,201.57
09083_sd896_sl8_pd265_pl9_sv6_bp14_ba950_bp66,225.07,19.72,69.36,368.48,200.75,297.51
09084_sd722_sl10_pd158_pl8_sv8_bp11_ba690_bp45,170.84,15.14,50.94,224.89,182.67,193.27
09085_sd859_sl7_pd185_pl10_sv8_bp12_ba750_bp62,192.01,15.57,55.85,227.07,193.03,236.31
09086_sd868_sl11_pd182_pl6_sv6_bp15_ba680_bp48,172.21,15.28,51.16,212.78,164.0,182.19
09087_sd686_sl9_pd275_pl7_sv6_bp13_ba750_bp47,173.02,14.83,52.07,219.03,157.59,179.86
09088_sd797_sl8_pd158_pl11_sv9_bp12_ba690_bp59,191.55,14.48,51.63,218.62,201.02,264.57
09089_sd708_sl8_pd213_pl9_sv8_bp11_ba900_bp83,219.74,16.64,57.15,259.34,202.63,222.34
09090_sd653_sl9_pd227_pl11_sv6_bp13_ba700_bp57,162.91,13.46,47.2,196.27,156.98,150.95
09091_sd828_sl12_pd337_pl13_sv10_bp11_ba780_bp48,197.26,16.36,58.9,249.68,202.29,256.11
09092_sd796_sl10_pd245_pl11_sv6_bp11_ba710_bp66,193.35,15.89,54.43,231.96,196.66,181.54
09093_sd886_sl9_pd143_pl9_sv7_bp13_ba760_bp60,180.08,16.48,58.73,262.88,186.31,236.78
09094_sd761_sl12_pd146_pl11_sv7_bp14_ba510_bp42,131.42,12.84,37.51,165.35,135.7,140.89
09095_sd861_sl9_pd181_pl9_sv10_bp11_ba480_bp67,149.61,13.03,38.19,145.0,180.91,225.29
09096_sd808_sl13_pd239_pl11_sv5_bp13_ba660_bp66,154.62,14.8,46.23,181.93,138.85,147.13
09097_sd770_sl11_pd228_pl8_sv10_bp12_ba740_bp62,193.57,15.52,55.7,220.72,184.58,239.22
09098_sd781_sl10_pd198_pl10_sv8_bp12_ba740_bp77,186.21,15.9,54.45,232.0,210.96,199.62
09099_sd732_sl10_pd182_pl9_sv8_bp13_ba830_bp57,206.5,16.45,56.14,241.14,205.0,214.62
09100_sd801_sl9_pd138_pl11_sv11_bp12_ba670_bp60,175.75,15.8,58.54,220.32,186.53,286.3
09101_sd726_sl8_pd181_pl9_sv10_bp13_ba840_bp55,240.65,17.56,57.63,259.05,248.79,288.19
09102_sd815_sl11_pd208_pl8_sv9_bp11_ba790_bp76,201.2,16.78,56.46,245.92,212.17,276.27
09103_sd683_sl15_pd183_pl9_sv7_bp13_ba720_bp44,173.75,15.49,54.17,227.2,177.87,180.41
09104_sd926_sl10_pd254_pl11_sv6_bp9_ba670_bp67,165.98,14.95,53.91,218.29,163.33,186.44
09105_sd637_sl10_pd107_pl10_sv5_bp11_ba790_bp64,179.52,14.57,51.57,220.62,156.62,153.89
09106_sd808_sl10_pd297_pl7_sv8_bp13_ba590_bp58,164.75,14.17,44.42,195.58,178.08,207.95
09107_sd709_sl6_pd229_pl11_sv7_bp12_ba550_bp73,144.94,12.18,39.61,164.77,142.69,144.86
09108_sd725_sl10_pd210_pl12_sv8_bp12_ba760_bp67,180.25,15.88,55.63,265.12,167.13,218.91
09109_sd709_sl12_pd303_pl11_sv6_bp12_ba770_bp60,197.35,15.98,56.61,251.11,199.96,208.22
09110_sd769_sl11_pd182_pl11_sv8_bp11_ba770_bp66,187.22,20.39,65.96,355.1,188.4,315.42
09111_sd812_sl10_pd129_pl11_sv9_bp11_ba680_bp71,185.65,16.42,56.12,251.13,182.69,203.35
09112_sd699_sl8_pd191_pl6_sv7_bp13_ba850_bp74,202.02,15.99,54.96,238.16,175.7,178.69
09113_sd735_sl8_pd223_pl11_sv7_bp12_ba730_bp62,179.02,17.07,59.71,284.12,174.46,246.04
09114_sd823_sl11_pd253_pl10_sv6_bp12_ba480_bp57,135.42,13.57,41.52,181.99,143.59,164.26
09115_sd871_sl13_pd183_pl8_sv10_bp12_ba620_bp41,158.46,16.95,61.13,240.28,190.85,273.01
09116_sd773_sl10_pd159_pl8_sv9_bp12_ba710_bp56,183.59,16.1,53.68,221.14,195.43,215.14
09117_sd713_sl11_pd108_pl9_sv9_bp14_ba620_bp58,172.26,14.68,48.25,205.15,189.39,211.12
09118_sd899_sl10_pd175_pl9_sv8_bp12_ba760_bp63,194.19,16.15,55.24,229.56,205.07,233.09
09119_sd725_sl10_pd245_pl9_sv6_bp12_ba620_bp57,142.89,13.19,41.29,174.92,134.0,151.85
09120_sd824_sl10_pd286_pl11_sv8_bp12_ba800_bp61,196.03,19.41,66.85,336.1,183.69,279.34
09121_sd730_sl10_pd182_pl12_sv8_bp10_ba410_bp57,103.42,12.62,42.76,201.11,115.27,191.28
09122_sd716_sl10_pd181_pl14_sv6_bp14_ba760_bp74,178.51,14.76,52.2,210.81,158.18,154.48
09123_sd734_sl13_pd219_pl10_sv7_bp12_ba870_bp73,199.95,16.1,56.79,257.04,188.28,205.3
09124_sd519_sl10_pd150_pl11_sv6_bp14_ba730_bp75,176.04,13.96,50.1,211.13,170.06,162.68
09125_sd786_sl9_pd178_pl8_sv10_bp12_ba840_bp71,245.41,18.22,59.83,277.51,255.41,320.34
09126_sd853_sl8_pd142_pl10_sv10_bp10_ba640_bp62,177.12,14.31,53.27,189.34,182.28,227.7
09127_sd677_sl11_pd220_pl7_sv7_bp11_ba600_bp63,139.92,13.22,40.44,173.38,134.45,127.32
09128_sd763_sl12_pd205_pl9_sv11_bp12_ba590_bp59,164.21,17.07,60.92,250.87,155.91,301.0
09129_sd734_sl14_pd229_pl11_sv7_bp12_ba720_bp67,175.45,16.06,52.74,228.23,176.11,196.09
09130_sd731_sl10_pd226_pl9_sv10_bp12_ba680_bp53,189.6,15.57,55.16,212.92,181.33,232.79
09131_sd646_sl12_pd208_pl10_sv7_bp12_ba740_bp80,174.61,14.93,53.31,219.97,180.76,167.56
09132_sd789_sl12_pd252_pl11_sv8_bp13_ba640_bp69,166.7,16.3,58.31,260.14,167.83,253.62
09133_sd622_sl7_pd241_pl11_sv5_bp11_ba740_bp55,173.91,14.6,50.63,206.03,158.02,147.01
09134_sd638_sl8_pd146_pl12_sv8_bp11_ba640_bp39,180.94,13.66,48.46,206.8,187.05,172.88
09135_sd806_sl8_pd223_pl8_sv5_bp11_ba550_bp62,138.65,13.29,39.64,162.39,135.04,120.88
09136_sd809_sl10_pd108_pl12_sv9_bp11_ba580_bp92,176.1,15.93,52.46,235.59,193.05,184.68
09137_sd802_sl9_pd184_pl12_sv10_bp13_ba720_bp53,204.36,14.84,52.76,243.41,217.77,325.07
09138_sd604_sl14_pd222_pl8_sv10_bp12_ba510_bp51,166.9,14.03,37.12,182.29,197.52,204.86
09139_sd786_sl8_pd241_pl10_sv7_bp13_ba760_bp64,192.84,15.12,52.73,222.51,206.42,209.57
09140_sd790_sl11_pd166_pl9_sv10_bp13_ba650_bp56,173.67,16.54,50.93,197.8,180.54,243.61
09141_sd788_sl9_pd134_pl12_sv8_bp12_ba700_bp57,186.22,17.2,59.8,295.43,217.79,243.83
09142_sd758_sl10_pd237_pl12_sv10_bp11_ba710_bp66,191.0,15.44,52.71,243.44,204.18,234.08
09143_sd797_sl10_pd196_pl13_sv8_bp11_ba750_bp59,188.4,19.31,67.72,354.54,195.12,331.38
09144_sd902_sl10_pd175_pl9_sv11_bp13_ba640_bp53,193.82,15.29,57.38,222.74,250.04,349.46
09145_sd689_sl5_pd113_pl10_sv5_bp12_ba680_bp67,164.08,12.92,46.62,176.15,148.35,143.74
09146_sd654_sl11_pd172_pl9_sv9_bp10_ba800_bp46,195.5,16.97,54.56,234.66,196.19,229.18
09147_sd753_sl4_pd250_pl9_sv8_bp12_ba660_bp54,171.97,17.45,59.13,320.81,175.12,296.93
09148_sd745_sl10_pd171_pl12_sv7_bp11_ba840_bp81,196.98,16.87,58.64,260.58,186.18,215.18
09149_sd659_sl6_pd278_pl9_sv10_bp12_ba790_bp55,212.34,16.96,55.06,267.52,219.2,237.75
09150_sd645_sl10_pd174_pl12_sv7_bp14_ba730_bp60,180.73,16.14,59.28,252.62,175.21,222.51
09151_sd641_sl9_pd165_pl8_sv11_bp10_ba850_bp63,263.55,20.44,56.32,299.83,294.39,362.97
09152_sd742_sl11_pd176_pl8_sv11_bp13_ba670_bp38,180.01,17.05,56.77,233.2,214.9,262.92
09153_sd575_sl11_pd119_pl6_sv6_bp12_ba700_bp60,169.78,13.84,48.72,196.65,157.28,153.79
09154_sd748_sl9_pd152_pl13_sv10_bp12_ba810_bp64,239.64,16.64,56.44,284.53,262.4,275.28
09155_sd594_sl7_pd240_pl12_sv6_bp12_ba750_bp58,171.89,14.02,51.18,215.37,156.35,164.06
09156_sd832_sl10_pd204_pl12_sv6_bp12_ba610_bp64,170.86,14.73,49.78,225.07,177.69,193.6
09157_sd809_sl9_pd160_pl11_sv5_bp12_ba670_bp70,159.08,13.83,43.29,190.84,152.94,133.79
09158_sd712_sl10_pd141_pl13_sv7_bp11_ba690_bp59,175.42,14.55,51.68,212.52,167.54,168.05
09159_sd678_sl13_pd232_pl10_sv8_bp14_ba800_bp67,195.99,19.27,65.19,337.95,187.36,289.23
09160_sd897_sl12_pd205_pl9_sv12_bp12_ba700_bp74,190.27,22.16,73.99,373.47,228.42,459.65
09161_sd724_sl10_pd188_pl10_sv8_bp12_ba650_bp70,160.14,14.93,52.87,230.85,145.88,192.19
09162_sd696_sl12_pd296_pl9_sv10_bp13_ba750_bp73,187.84,16.26,54.12,225.88,189.34,197.28
09163_sd785_sl8_pd237_pl10_sv10_bp12_ba700_bp71,187.01,14.69,54.5,216.27,197.47,230.21
09164_sd709_sl8_pd151_pl8_sv6_bp12_ba620_bp57,153.49,16.23,55.1,257.42,145.35,224.28
09165_sd750_sl10_pd266_pl11_sv6_bp13_ba640_bp85,189.32,15.52,51.99,246.05,206.8,212.93
09166_sd729_sl11_pd256_pl10_sv11_bp13_ba730_bp61,177.4,16.77,59.67,257.53,185.44,272.93
09167_sd734_sl11_pd187_pl8_sv7_bp11_ba770_bp60,200.93,15.53,53.67,235.53,195.68,199.42
09168_sd754_sl11_pd283_pl12_sv11_bp11_ba740_bp76,177.94,16.82,53.6,222.85,174.25,205.05
09169_sd732_sl7_pd145_pl11_sv8_bp14_ba770_bp56,228.31,15.91,54.02,261.89,252.74,239.43
09170_sd779_sl7_pd188_pl6_sv11_bp13_ba790_bp53,297.35,22.93,62.76,342.24,379.44,303.07
09171_sd971_sl12_pd117_pl9_sv9_bp13_ba720_bp53,202.27,18.15,60.03,235.31,247.82,338.89
09172_sd817_sl10_pd182_pl8_sv9_bp12_ba770_bp59,196.72,16.33,57.36,236.44,201.81,240.49
09173_sd842_sl10_pd159_pl12_sv6_bp12_ba690_bp61,198.63,16.49,53.98,249.52,211.01,208.13
09174_sd635_sl12_pd249_pl14_sv7_bp12_ba630_bp61,181.02,14.76,48.57,210.73,184.71,156.9
09175_sd857_sl8_pd176_pl8_sv9_bp13_ba740_bp72,212.55,15.58,57.46,255.32,210.56,240.38
09176_sd830_sl11_pd203_pl12_sv10_bp10_ba340_bp41,112.69,12.37,31.97,147.6,128.1,165.87
09177_sd938_sl10_pd169_pl8_sv8_bp13_ba660_bp55,197.24,15.93,51.97,218.69,227.1,229.73
09178_sd783_sl10_pd343_pl12_sv4_bp11_ba700_bp75,158.59,14.37,51.25,209.09,142.05,162.96
09179_sd935_sl10_pd187_pl10_sv9_bp12_ba710_bp51,177.03,16.81,53.15,222.29,207.63,207.85
09180_sd741_sl11_pd263_pl9_sv10_bp13_ba530_bp56,143.13,14.3,41.33,165.85,142.87,203.27
09181_sd805_sl7_pd211_pl12_sv10_bp13_ba660_bp60,183.95,14.87,52.35,201.88,187.44,237.88
09182_sd895_sl8_pd343_pl10_sv7_bp12_ba730_bp46,191.1,15.6,55.33,228.31,190.79,201.41
09183_sd821_sl9_pd231_pl12_sv7_bp12_ba930_bp57,220.56,18.66,65.63,308.89,211.17,270.8
09184_sd679_sl8_pd242_pl8_sv8_bp12_ba710_bp38,180.05,14.76,47.36,199.8,179.94,176.7
09185_sd711_sl11_pd195_pl12_sv6_bp12_ba570_bp63,144.27,13.15,41.13,176.44,133.35,146.21
09186_sd744_sl12_pd192_pl12_sv9_bp12_ba770_bp58,184.32,16.58,56.85,253.41,187.5,226.37
09187_sd773_sl9_pd186_pl8_sv7_bp12_ba960_bp62,227.34,16.9,58.81,267.93,226.6,249.04
09188_sd768_sl10_pd121_pl9_sv8_bp12_ba880_bp76,233.44,17.83,59.8,284.0,260.85,233.29
09189_sd749_sl14_pd112_pl8_sv10_bp13_ba790_bp63,226.32,17.8,59.32,253.76,237.87,318.69
09190_sd814_sl10_pd106_pl11_sv11_bp10_ba770_bp37,191.95,17.83,57.21,236.19,220.29,265.9
09191_sd628_sl10_pd236_pl10_sv6_bp12_ba840_bp59,201.27,15.67,55.86,262.47,183.69,209.52
09192_sd721_sl8_pd118_pl11_sv9_bp12_ba650_bp68,179.34,14.74,49.01,189.04,184.57,227.68
09193_sd867_sl12_pd80_pl10_sv9_bp11_ba530_bp59,152.72,18.52,57.49,289.16,167.52,250.32
09194_sd678_sl8_pd203_pl10_sv8_bp10_ba800_bp69,202.09,14.88,54.29,255.3,190.76,239.62
09195_sd749_sl12_pd220_pl9_sv13_bp10_ba720_bp58,200.84,18.57,58.55,266.71,244.53,342.53
09196_sd657_sl11_pd172_pl9_sv9_bp12_ba680_bp56,176.24,15.06,49.23,205.7,187.59,221.17
09197_sd940_sl7_pd195_pl14_sv10_bp11_ba830_bp73,251.86,19.27,60.18,279.06,288.28,329.77
09198_sd730_sl9_pd247_pl8_sv7_bp12_ba600_bp79,145.92,13.97,47.57,196.28,141.58,175.07
09199_sd729_sl10_pd215_pl10_sv10_bp12_ba780_bp71,192.96,16.87,56.4,212.22,186.04,207.77
09200_sd771_sl8_pd227_pl12_sv11_bp12_ba710_bp65,182.92,17.4,57.17,276.19,176.13,295.04
09201_sd909_sl10_pd192_pl10_sv8_bp13_ba760_bp55,185.08,16.33,54.89,238.66,196.79,206.42
09202_sd684_sl8_pd232_pl9_sv9_bp13_ba750_bp73,188.92,15.03,51.5,230.25,187.28,201.83
09203_sd665_sl12_pd227_pl7_sv8_bp14_ba680_bp49,224.09,16.4,51.66,239.95,261.81,216.21
09204_sd693_sl9_pd197_pl11_sv3_bp11_ba820_bp55,184.66,14.71,52.73,239.4,161.12,176.5
09205_sd665_sl10_pd149_pl11_sv6_bp12_ba810_bp64,212.25,16.48,55.85,265.43,213.89,212.22
09206_sd767_sl7_pd213_pl12_sv11_bp12_ba790_bp49,212.89,17.7,58.53,294.84,220.25,268.8
09207_sd676_sl12_pd164_pl13_sv10_bp11_ba530_bp86,130.34,13.58,42.86,180.7,138.93,201.48
09208_sd808_sl13_pd200_pl7_sv9_bp12_ba790_bp64,230.61,19.83,58.83,249.96,259.93,315.81
09209_sd869_sl10_pd366_pl10_sv7_bp12_ba770_bp70,177.87,16.3,55.48,229.42,174.83,160.27
09210_sd756_sl9_pd140_pl9_sv7_bp12_ba800_bp52,191.48,16.36,57.63,259.81,177.02,213.3
09211_sd567_sl10_pd105_pl10_sv11_bp12_ba540_bp32,146.91,13.2,43.47,196.64,158.93,175.38
09212_sd708_sl10_pd226_pl11_sv9_bp13_ba670_bp65,169.97,14.97,48.13,211.27,180.18,186.23
09213_sd771_sl4_pd197_pl6_sv10_bp12_ba780_bp56,269.72,19.69,53.61,273.9,327.8,326.39
09214_sd685_sl12_pd239_pl8_sv4_bp13_ba680_bp75,156.47,13.88,48.76,187.63,145.28,128.55
09215_sd815_sl10_pd145_pl10_sv9_bp13_ba670_bp54,167.32,15.62,51.85,206.94,177.07,217.55
09216_sd696_sl10_pd198_pl9_sv9_bp12_ba630_bp52,149.13,13.91,48.65,187.42,152.32,192.0
09217_sd751_sl14_pd249_pl11_sv7_bp13_ba700_bp59,165.9,16.04,50.11,217.01,175.36,176.56
09218_sd861_sl10_pd239_pl11_sv3_bp13_ba800_bp59,180.14,15.7,54.24,233.07,163.38,150.26
09219_sd776_sl12_pd286_pl9_sv8_bp12_ba760_bp62,186.18,16.42,57.82,261.55,188.81,222.86
09220_sd768_sl9_pd341_pl9_sv5_bp12_ba580_bp68,141.89,13.16,37.21,158.88,130.47,136.6
09221_sd651_sl8_pd225_pl8_sv11_bp12_ba730_bp54,208.24,15.96,53.75,253.54,228.01,231.31
09222_sd675_sl10_pd264_pl10_sv10_bp13_ba770_bp50,193.45,17.42,55.73,224.38,194.96,200.5
09223_sd798_sl12_pd215_pl12_sv8_bp12_ba780_bp49,192.15,20.54,67.96,351.93,190.04,317.36
09224_sd772_sl11_pd227_pl4_sv11_bp11_ba700_bp58,249.99,17.85,62.6,300.51,314.34,339.76
09225_sd817_sl10_pd168_pl8_sv6_bp12_ba630_bp62,155.06,13.88,49.05,205.72,148.41,163.94
09226_sd744_sl9_pd95_pl16_sv6_bp13_ba540_bp61,137.15,12.9,39.46,156.09,126.2,134.72
09227_sd787_sl9_pd164_pl13_sv8_bp12_ba790_bp56,195.04,18.82,63.89,335.31,192.83,285.44
09228_sd727_sl10_pd75_pl9_sv8_bp13_ba600_bp60,162.13,13.94,46.81,194.83,166.81,188.23
09229_sd733_sl5_pd240_pl6_sv8_bp13_ba800_bp58,315.68,20.2,57.67,341.51,397.64,271.72
09230_sd747_sl10_pd288_pl11_sv6_bp10_ba620_bp50,166.42,14.23,50.28,216.52,170.81,172.54
09231_sd760_sl12_pd189_pl8_sv10_bp12_ba620_bp65,148.81,13.95,51.71,181.35,159.89,283.62
09232_sd781_sl11_pd121_pl8_sv7_bp12_ba690_bp58,205.72,15.24,50.68,235.05,222.98,228.19
09233_sd774_sl9_pd225_pl10_sv8_bp11_ba650_bp69,171.62,14.5,52.7,230.62,178.32,195.75
09234_sd854_sl11_pd147_pl10_sv8_bp12_ba790_bp53,199.01,21.76,68.88,374.18,205.71,351.13
