load_case,out_oopDisp_mm_n2,out_supReac_kN_n3,out_supReac_kN_n4,out_verDisp_mm_n5,out_oopDisp_mm_n5,out_endBend_kNm_n6
25204_sd665_sl12_pd216_pl7_sv5_bp13_ba860_bp51,197.98,15.63,55.8,233.34,180.24,173.25
25205_sd552_sl12_pd163_pl9_sv11_bp11_ba610_bp58,142.34,14.39,48.77,203.12,155.25,208.94
25206_sd719_sl10_pd298_pl11_sv9_bp12_ba910_bp53,222.74,18.38,64.49,304.61,211.46,266.62
25207_sd699_sl6_pd196_pl7_sv9_bp11_ba580_bp48,163.54,13.99,42.14,182.26,157.6,174.32
25208_sd711_sl8_pd58_pl6_sv9_bp12_ba890_bp56,244.33,20.45,61.18,322.84,255.8,301.07
25209_sd705_sl7_pd243_pl11_sv11_bp12_ba730_bp79,216.45,16.31,56.83,220.92,245.37,246.65
25210_sd778_sl12_pd171_pl11_sv6_bp13_ba710_bp55,175.43,14.74,52.26,233.35,175.09,188.08
25211_sd630_sl8_pd185_pl9_sv9_bp12_ba740_bp60,182.95,14.71,52.87,221.16,188.39,189.39
25212_sd845_sl13_pd116_pl7_sv6_bp11_ba680_bp56,166.42,15.15,53.46,215.34,156.1,185.76
25213_sd670_sl10_pd285_pl9_sv9_bp11_ba570_bp66,138.78,13.78,40.15,163.62,150.24,169.66
25214_sd810_sl10_pd200_pl8_sv9_bp14_ba780_bp60,199.24,17.42,58.9,262.25,206.04,245.83
25215_sd738_sl14_pd115_pl9_sv7_bp12_ba700_bp68,170.65,14.67,51.46,229.71,175.89,176.82
25216_sd814_sl9_pd251_pl11_sv8_bp13_ba610_bp63,161.74,15.94,48.02,216.34,204.27,194.65
25217_sd716_sl10_pd169_pl5_sv5_bp13_ba830_bp52,196.4,15.33,55.94,229.1,172.36,195.1
25218_sd780_sl10_pd251_pl6_sv6_bp11_ba740_bp82,193.69,14.96,54.4,227.33,179.7,173.51
25219_sd664_sl9_pd194_pl7_sv10_bp15_ba640_bp69,181.57,15.84,49.53,196.53,191.05,197.05
25220_sd928_sl11_pd276_pl11_sv10_bp13_ba700_bp49,171.88,18.84,55.89,235.11,198.96,208.66
25221_sd620_sl10_pd173_pl13_sv8_bp11_ba760_bp66,172.4,15.47,56.88,238.09,171.71,215.5
25222_sd678_sl12_pd182_pl10_sv6_bp14_ba710_bp57,184.51,14.81,50.35,216.22,185.09,176.26
25223_sd713_sl10_pd171_pl10_sv7_bp12_ba530_bp58,128.29,14.6,50.46,231.12,137.42,223.81
25224_sd676_sl9_pd145_pl11_sv8_bp12_ba650_bp52,197.72,14.45,46.69,215.04,229.65,217.84
25225_sd716_sl14_pd254_pl11_sv6_bp12_ba740_bp66,174.29,15.07,52.45,229.93,166.89,170.89
25226_sd801_sl9_pd186_pl9_sv9_bp13_ba640_bp69,167.94,15.36,49.84,202.35,177.26,220.25
25227_sd788_sl10_pd241_pl15_sv8_bp12_ba460_bp46,117.73,12.27,37.33,166.62,120.46,162.01
25228_sd739_sl10_pd182_pl6_sv10_bp13_ba500_bp62,160.76,15.51,39.47,155.01,175.63,197.34
25229_sd777_sl10_pd203_pl9_sv5_bp11_ba560_bp65,139.39,13.04,43.0,184.98,135.85,142.63
25230_sd666_sl11_pd162_pl13_sv8_bp13_ba590_bp60,150.76,13.27,42.74,189.28,154.66,140.64
25231_sd754_sl11_pd183_pl13_sv8_bp11_ba670_bp64,156.73,14.36,51.92,220.82,161.98,208.68
25232_sd645_sl11_pd239_pl7_sv10_bp10_ba400_bp54,107.19,11.15,30.57,131.04,110.94,143.86
25233_sd847_sl9_pd195_pl11_sv8_bp11_ba620_bp66,175.25,15.69,54.93,235.99,196.7,209.94
25234_sd746_sl9_pd221_pl9_sv11_bp13_ba560_bp61,170.66,14.02,44.11,183.53,214.98,237.89
