load_case,out_oopDisp_mm_n2,out_supReac_kN_n3,out_supReac_kN_n4,out_verDisp_mm_n5,out_oopDisp_mm_n5,out_endBend_kNm_n6
10061_sd844_sl13_pd209_pl13_sv7_bp12_ba810_bp56,248.52,19.2,61.19,312.22,280.74,288.17
10062_sd836_sl7_pd261_pl13_sv8_bp12_ba790_bp56,264.53,19.11,56.81,300.24,332.23,322.27
10063_sd666_sl9_pd135_pl8_sv12_bp10_ba910_bp61,303.01,22.92,59.46,350.92,353.94,423.12
10064_sd716_sl10_pd272_pl9_sv9_bp12_ba650_bp60,159.11,15.14,46.91,185.09,158.05,183.49
10065_sd708_sl7_pd165_pl12_sv10_bp12_ba880_bp59,221.03,17.7,57.72,290.13,219.42,268.35
10066_sd734_sl10_pd283_pl14_sv5_bp12_ba670_bp60,163.3,13.99,49.13,200.67,151.66,162.24
10067_sd743_sl12_pd261_pl10_sv6_bp13_ba540_bp74,134.06,13.3,38.81,169.88,130.34,139.4
10068_sd701_sl9_pd188_pl11_sv7_bp12_ba760_bp52,182.59,15.35,55.35,239.3,171.06,217.25
10069_sd779_sl13_pd218_pl12_sv3_bp10_ba650_bp48,145.82,14.41,48.26,196.03,136.93,152.28
10070_sd841_sl12_pd215_pl9_sv7_bp11_ba580_bp57,142.3,13.91,47.08,185.6,145.49,173.88
10071_sd787_sl10_pd198_pl11_sv7_bp12_ba580_bp63,145.26,13.93,44.19,184.12,146.57,169.06
10072_sd856_sl11_pd253_pl7_sv10_bp11_ba860_bp54,213.76,17.76,62.59,239.9,214.02,254.51
10073_sd709_sl13_pd268_pl8_sv11_bp12_ba790_bp67,187.34,17.07,61.74,246.37,180.38,251.39
10074_sd723_sl10_pd220_pl8_sv8_bp12_ba630_bp65,158.02,14.79,45.26,196.37,170.94,198.16
10075_sd749_sl10_pd176_pl10_sv11_bp14_ba600_bp76,150.31,14.84,48.32,181.8,167.72,200.95
10076_sd766_sl11_pd246_pl9_sv8_bp11_ba690_bp51,194.66,15.62,53.75,263.05,216.31,201.14
10077_sd745_sl10_pd240_pl8_sv9_bp12_ba810_bp77,196.14,15.75,57.79,235.32,189.02,205.22
10078_sd764_sl10_pd252_pl8_sv6_bp12_ba620_bp45,151.91,13.11,47.78,201.05,157.32,164.27
10079_sd689_sl8_pd122_pl8_sv5_bp11_ba550_bp45,133.73,12.6,39.48,162.08,133.13,125.39
10080_sd732_sl11_pd163_pl9_sv11_bp9_ba650_bp57,173.45,14.75,55.25,205.72,202.39,326.1
10081_sd753_sl9_pd103_pl7_sv9_bp12_ba610_bp88,185.57,15.26,51.51,217.01,204.49,270.87
10082_sd828_sl13_pd145_pl12_sv9_bp11_ba910_bp56,226.89,21.68,68.91,345.29,221.44,312.07
10083_sd702_sl10_pd262_pl12_sv10_bp13_ba430_bp69,130.78,12.35,34.2,142.89,139.95,177.74
10084_sd908_sl13_pd231_pl7_sv14_bp12_ba720_bp52,204.53,19.34,63.08,275.27,296.95,441.37
10085_sd729_sl9_pd189_pl7_sv5_bp13_ba790_bp54,192.88,15.11,53.14,226.25,180.8,164.2
10086_sd615_sl10_pd297_pl9_sv9_bp13_ba740_bp56,178.97,14.93,55.34,222.97,163.03,200.42
10087_sd690_sl5_pd175_pl11_sv6_bp10_ba690_bp71,163.56,13.27,47.78,195.27,162.62,154.85
10088_sd769_sl8_pd192_pl9_sv8_bp12_ba740_bp58,177.95,15.3,51.59,198.54,182.0,193.06
10089_sd643_sl8_pd109_pl9_sv9_bp12_ba830_bp59,208.65,17.54,55.92,276.11,205.93,277.93
10090_sd696_sl8_pd208_pl10_sv8_bp13_ba710_bp73,183.38,14.67,50.14,205.32,172.63,190.6
10091_sd752_sl11_pd176_pl9_sv9_bp12_ba690_bp64,174.95,15.95,53.71,222.65,186.66,217.3
10092_sd724_sl11_pd136_pl11_sv8_bp11_ba780_bp62,189.63,18.34,60.45,285.33,184.6,254.99
10093_sd611_sl12_pd186_pl12_sv7_bp12_ba600_bp55,142.21,13.39,46.85,192.91,138.87,154.86
10094_sd822_sl9_pd208_pl10_sv6_bp13_ba730_bp68,172.36,14.12,50.66,200.21,163.71,165.52
10095_sd669_sl12_pd122_pl10_sv11_bp13_ba660_bp75,164.26,16.04,51.99,210.52,175.63,222.59
10096_sd805_sl7_pd108_pl12_sv8_bp13_ba730_bp61,249.52,17.54,53.44,272.01,303.61,316.31
10097_sd751_sl11_pd282_pl9_sv8_bp12_ba730_bp65,205.57,16.29,55.45,243.42,219.85,226.35
10098_sd742_sl6_pd308_pl12_sv7_bp12_ba760_bp50,199.32,14.84,52.53,221.46,208.74,186.13
10099_sd645_sl12_pd152_pl11_sv7_bp14_ba430_bp74,121.6,12.53,34.5,168.74,142.08,123.09
10100_sd746_sl11_pd238_pl13_sv6_bp13_ba810_bp64,190.07,15.73,54.1,230.59,175.73,166.3
10101_sd816_sl10_pd213_pl8_sv9_bp10_ba640_bp73,160.79,14.62,48.84,180.16,164.59,207.65
10102_sd736_sl11_pd58_pl10_sv6_bp12_ba920_bp55,224.44,16.45,58.35,295.23,210.04,254.09
10103_sd796_sl8_pd220_pl9_sv7_bp12_ba570_bp51,145.68,13.16,43.72,179.71,138.71,159.2
10104_sd828_sl13_pd168_pl14_sv9_bp10_ba740_bp60,190.49,16.86,53.88,241.08,210.95,258.82
10105_sd869_sl10_pd174_pl8_sv8_bp11_ba710_bp60,181.65,15.85,48.66,214.77,179.94,214.6
10106_sd760_sl8_pd308_pl9_sv8_bp9_ba620_bp68,156.7,14.15,45.18,185.34,158.53,155.09
10107_sd749_sl10_pd162_pl8_sv7_bp13_ba700_bp48,174.24,15.27,52.93,225.41,174.63,205.3
10108_sd831_sl7_pd100_pl9_sv9_bp11_ba740_bp50,204.72,16.03,56.46,260.45,211.5,229.76
10109_sd861_sl12_pd219_pl11_sv4_bp13_ba740_bp66,171.01,14.98,53.85,228.14,153.56,184.93
10110_sd794_sl7_pd167_pl11_sv7_bp11_ba730_bp56,177.81,15.3,50.07,210.84,166.52,174.97
10111_sd731_sl10_pd207_pl5_sv8_bp12_ba790_bp50,199.28,19.57,64.32,309.8,197.69,273.71
10112_sd819_sl10_pd174_pl7_sv7_bp13_ba760_bp74,180.4,16.67,58.79,256.85,176.93,240.6
10113_sd760_sl10_pd122_pl8_sv11_bp13_ba740_bp66,210.71,18.02,56.82,232.11,237.99,258.96
10114_sd614_sl11_pd220_pl10_sv7_bp12_ba840_bp63,202.1,15.37,56.32,233.68,182.56,187.54
10115_sd705_sl7_pd216_pl7_sv7_bp12_ba660_bp51,165.25,13.81,44.25,185.69,154.91,139.88
10116_sd675_sl8_pd209_pl10_sv6_bp13_ba580_bp76,138.75,12.53,41.53,164.85,126.93,142.43
10117_sd769_sl10_pd192_pl8_sv10_bp13_ba570_bp70,156.22,14.82,46.88,182.93,152.83,203.45
10118_sd794_sl10_pd198_pl12_sv10_bp12_ba650_bp80,175.43,15.52,52.78,199.76,172.35,247.84
10119_sd760_sl11_pd322_pl11_sv8_bp15_ba630_bp51,154.76,16.09,55.51,252.27,151.77,216.01
10120_sd816_sl10_pd245_pl9_sv8_bp13_ba830_bp63,211.8,16.14,58.39,238.52,225.73,223.14
10121_sd675_sl12_pd178_pl11_sv7_bp12_ba730_bp67,178.5,15.13,54.06,225.74,175.6,187.57
10122_sd819_sl11_pd220_pl8_sv10_bp12_ba750_bp54,205.73,17.14,60.98,252.28,201.41,299.34
10123_sd827_sl8_pd185_pl6_sv9_bp11_ba520_bp69,154.96,15.0,45.41,202.62,168.0,170.69
10124_sd678_sl9_pd189_pl12_sv7_bp12_ba820_bp56,196.64,15.52,55.48,236.43,180.43,198.37
10125_sd779_sl10_pd192_pl13_sv8_bp13_ba590_bp64,150.84,17.45,59.04,304.52,172.44,277.23
10126_sd740_sl13_pd171_pl8_sv10_bp14_ba600_bp55,189.78,14.25,48.09,203.06,214.58,299.66
10127_sd703_sl9_pd157_pl12_sv10_bp12_ba810_bp55,220.74,16.36,55.57,274.19,241.91,272.26
10128_sd812_sl13_pd206_pl10_sv7_bp12_ba680_bp71,170.06,15.44,49.62,222.9,179.69,189.65
10129_sd759_sl13_pd182_pl10_sv8_bp12_ba670_bp60,172.01,16.1,56.44,253.83,165.68,237.12
10130_sd817_sl9_pd239_pl13_sv6_bp11_ba670_bp62,168.74,14.01,49.09,208.39,161.23,165.33
10131_sd695_sl13_pd228_pl8_sv7_bp12_ba680_bp72,164.22,14.08,48.13,204.85,164.29,150.55
10132_sd736_sl8_pd247_pl9_sv8_bp13_ba810_bp73,201.1,16.72,56.61,267.5,199.15,218.88
10133_sd757_sl8_pd222_pl9_sv9_bp13_ba630_bp50,164.42,14.36,48.19,180.14,150.57,182.82
10134_sd605_sl12_pd195_pl11_sv7_bp12_ba820_bp82,199.62,16.46,55.58,250.03,199.48,201.84
10135_sd657_sl8_pd170_pl11_sv5_bp12_ba650_bp85,154.39,13.08,45.45,186.42,150.64,138.16
10136_sd779_sl12_pd210_pl9_sv6_bp13_ba690_bp49,172.83,14.27,47.79,202.8,173.37,156.01
10137_sd759_sl8_pd258_pl13_sv6_bp13_ba740_bp66,170.71,15.32,52.13,227.17,165.35,183.01
10138_sd680_sl7_pd231_pl13_sv11_bp12_ba600_bp48,158.2,14.71,54.73,244.3,168.85,330.54
10139_sd796_sl11_pd228_pl10_sv9_bp10_ba750_bp56,227.67,17.22,58.82,268.7,244.66,223.23
10140_sd687_sl9_pd157_pl10_sv8_bp11_ba570_bp42,147.11,12.93,44.52,193.59,149.04,176.1
10141_sd831_sl10_pd251_pl11_sv9_bp13_ba710_bp59,185.28,15.94,55.09,223.0,185.38,216.55
10142_sd745_sl10_pd158_pl11_sv8_bp12_ba700_bp63,175.87,18.81,59.69,294.66,171.79,255.77
10143_sd826_sl11_pd174_pl13_sv6_bp12_ba810_bp46,194.86,16.43,54.74,250.7,180.93,204.86
10144_sd835_sl6_pd244_pl11_sv5_bp14_ba620_bp62,146.64,13.58,44.99,173.76,136.99,134.9
10145_sd613_sl10_pd180_pl9_sv9_bp11_ba810_bp58,196.16,15.67,54.71,238.11,178.01,226.86
10146_sd756_sl11_pd267_pl9_sv10_bp12_ba740_bp74,183.94,15.83,53.65,203.43,175.73,234.44
10147_sd868_sl11_pd204_pl11_sv8_bp12_ba690_bp52,171.43,18.19,62.68,295.21,160.96,260.68
10148_sd789_sl9_pd231_pl9_sv7_bp12_ba750_bp57,184.25,16.01,56.83,247.72,170.4,179.02
10149_sd785_sl13_pd141_pl8_sv11_bp12_ba750_bp62,207.9,21.13,72.39,380.05,200.17,420.1
10150_sd788_sl12_pd163_pl10_sv7_bp14_ba760_bp72,194.1,15.33,54.87,236.35,190.32,179.13
10151_sd687_sl11_pd217_pl8_sv7_bp12_ba710_bp39,170.35,14.72,52.35,210.84,160.58,176.84
10152_sd705_sl10_pd121_pl14_sv9_bp14_ba630_bp56,160.92,16.34,56.98,271.01,174.39,239.02
10153_sd678_sl7_pd179_pl10_sv9_bp12_ba690_bp46,193.18,15.77,51.75,230.8,191.42,209.36
10154_sd930_sl13_pd125_pl15_sv8_bp11_ba790_bp78,258.62,23.4,59.69,331.93,302.96,328.78
10155_sd612_sl11_pd211_pl12_sv10_bp11_ba710_bp56,174.68,14.98,50.91,218.19,178.46,203.09
10156_sd761_sl10_pd206_pl11_sv5_bp11_ba640_bp47,151.48,14.01,47.94,198.71,138.08,152.26
10157_sd636_sl8_pd178_pl11_sv7_bp12_ba690_bp54,161.29,13.89,48.88,194.75,147.38,156.16
10158_sd781_sl10_pd127_pl8_sv10_bp11_ba760_bp52,210.86,18.38,60.25,245.72,211.81,293.24
10159_sd764_sl13_pd192_pl8_sv7_bp14_ba790_bp49,205.44,17.29,60.19,282.01,215.24,253.43
10160_sd748_sl12_pd224_pl9_sv6_bp12_ba800_bp59,225.52,16.76,59.37,273.83,230.92,220.9
10161_sd768_sl9_pd211_pl12_sv6_bp12_ba830_bp63,207.77,16.99,58.47,272.41,199.73,230.42
10162_sd733_sl8_pd315_pl9_sv6_bp12_ba650_bp58,154.11,13.94,49.57,209.08,136.99,174.36
10163_sd769_sl10_pd263_pl8_sv5_bp12_ba670_bp56,174.86,14.64,51.47,217.86,171.27,165.53
10164_sd684_sl10_pd195_pl8_sv9_bp13_ba760_bp69,185.87,15.76,55.17,223.58,184.31,198.66
10165_sd706_sl12_pd166_pl9_sv7_bp13_ba720_bp52,171.07,14.83,54.03,227.87,167.39,195.02
10166_sd708_sl8_pd125_pl10_sv5_bp13_ba670_bp40,181.9,14.48,49.18,225.02,193.93,162.29
10167_sd779_sl10_pd230_pl10_sv7_bp12_ba670_bp63,163.97,15.11,52.71,222.74,157.45,196.67
10168_sd805_sl11_pd207_pl9_sv11_bp12_ba770_bp64,207.35,17.23,62.2,267.99,202.37,280.36
10169_sd732_sl11_pd179_pl10_sv8_bp14_ba670_bp71,170.05,16.93,59.21,273.64,162.73,229.55
10170_sd809_sl6_pd231_pl10_sv10_bp12_ba680_bp65,202.29,18.18,54.85,228.72,207.78,233.36
10171_sd743_sl14_pd209_pl16_sv9_bp11_ba800_bp61,231.14,19.24,58.53,297.03,240.66,288.71
10172_sd725_sl15_pd211_pl13_sv8_bp11_ba670_bp58,219.5,17.87,52.28,251.98,245.6,207.56
10173_sd827_sl8_pd135_pl12_sv9_bp12_ba610_bp60,184.81,13.51,48.87,185.86,203.26,276.91
10174_sd835_sl13_pd182_pl9_sv7_bp13_ba640_bp59,157.41,14.53,46.23,207.65,162.24,155.96
10175_sd679_sl8_pd294_pl12_sv9_bp11_ba560_bp43,171.87,13.03,39.92,191.1,193.04,195.14
10176_sd839_sl11_pd135_pl12_sv12_bp13_ba740_bp64,214.85,17.73,59.99,301.36,266.96,424.57
10177_sd702_sl9_pd239_pl12_sv8_bp13_ba750_bp50,185.08,17.71,59.0,289.73,190.82,243.5
10178_sd847_sl9_pd272_pl10_sv10_bp11_ba790_bp56,194.68,17.05,60.41,241.43,197.25,268.4
10179_sd679_sl10_pd204_pl9_sv6_bp11_ba740_bp54,173.23,14.47,52.73,219.11,157.71,175.08
10180_sd748_sl8_pd171_pl12_sv7_bp11_ba550_bp66,127.7,12.58,41.2,168.96,123.12,151.54
10181_sd664_sl10_pd209_pl9_sv6_bp12_ba780_bp65,183.44,14.8,53.19,218.53,169.36,167.62
10182_sd763_sl10_pd192_pl10_sv9_bp12_ba690_bp58,166.94,16.23,52.04,202.37,172.29,200.12
10183_sd763_sl11_pd231_pl10_sv7_bp13_ba740_bp46,178.9,15.22,52.81,230.66,175.99,181.66
10184_sd870_sl13_pd263_pl8_sv10_bp13_ba710_bp67,209.07,16.14,56.53,232.44,214.87,275.33
10185_sd713_sl14_pd193_pl13_sv11_bp12_ba640_bp58,166.91,14.23,48.39,194.62,182.67,248.75
10186_sd668_sl9_pd169_pl9_sv7_bp12_ba780_bp45,185.81,15.04,54.16,251.36,183.8,205.53
10187_sd727_sl11_pd223_pl12_sv6_bp10_ba380_bp60,118.14,12.29,36.4,177.94,131.43,144.31
10188_sd766_sl10_pd151_pl13_sv10_bp10_ba760_bp72,221.52,16.79,55.73,251.26,242.78,251.7
10189_sd633_sl10_pd172_pl5_sv12_bp11_ba660_bp58,339.4,19.77,58.79,335.34,481.77,461.06
10190_sd768_sl15_pd236_pl10_sv7_bp11_ba690_bp72,192.24,16.98,53.6,231.9,180.68,189.37
10191_sd824_sl13_pd201_pl9_sv10_bp12_ba490_bp66,129.7,14.78,42.77,171.2,153.03,185.0
10192_sd714_sl12_pd224_pl13_sv9_bp12_ba660_bp51,160.79,15.32,47.4,206.68,172.72,165.38
10193_sd736_sl12_pd261_pl11_sv10_bp11_ba540_bp62,140.1,14.6,44.84,190.0,153.68,224.06
10194_sd819_sl13_pd150_pl10_sv5_bp12_ba680_bp66,158.95,14.52,50.19,205.97,147.44,164.12
10195_sd869_sl14_pd150_pl9_sv3_bp14_ba750_bp33,171.44,15.31,53.66,232.21,155.44,172.17
10196_sd805_sl11_pd162_pl10_sv10_bp13_ba740_bp70,194.54,17.88,55.24,235.03,195.14,240.55
10197_sd607_sl8_pd286_pl12_sv8_bp13_ba550_bp65,166.06,13.52,40.04,188.74,191.51,177.65
10198_sd667_sl12_pd161_pl9_sv12_bp11_ba710_bp69,195.38,19.27,66.94,318.34,231.97,429.7
10199_sd741_sl15_pd87_pl12_sv5_bp13_ba770_bp69,183.14,16.1,52.69,239.2,165.26,182.36
10200_sd864_sl11_pd144_pl9_sv9_bp13_ba680_bp55,206.55,16.77,54.27,260.38,239.79,271.74
10201_sd777_sl10_pd157_pl14_sv6_bp12_ba650_bp69,155.76,13.59,47.01,194.34,146.13,158.65
10202_sd745_sl9_pd211_pl10_sv4_bp12_ba640_bp61,150.36,13.44,48.42,201.62,137.37,144.18
10203_sd766_sl12_pd212_pl11_sv6_bp10_ba700_bp69,183.61,15.06,52.19,225.11,178.86,183.15
10204_sd725_sl6_pd178_pl10_sv7_bp12_ba670_bp44,185.65,13.88,46.53,209.07,193.98,173.35
10205_sd748_sl9_pd214_pl13_sv7_bp11_ba790_bp62,184.66,15.22,53.18,235.97,179.17,199.74
10206_sd835_sl9_pd209_pl9_sv7_bp13_ba610_bp49,156.77,13.64,47.83,197.3,142.07,179.43
10207_sd648_sl11_pd235_pl13_sv7_bp13_ba910_bp59,223.87,16.95,57.08,289.52,218.1,217.75
10208_sd725_sl9_pd196_pl7_sv9_bp12_ba830_bp68,217.46,18.11,62.46,298.16,216.86,268.3
10209_sd592_sl10_pd243_pl11_sv10_bp12_ba530_bp68,138.42,13.56,39.97,153.05,140.15,188.54
10210_sd674_sl9_pd218_pl12_sv6_bp13_ba630_bp56,168.94,14.08,48.37,215.21,169.05,181.65
10211_sd665_sl10_pd196_pl10_sv7_bp12_ba500_bp53,130.62,13.77,47.53,210.75,123.41,202.88
10212_sd781_sl6_pd225_pl12_sv8_bp10_ba720_bp64,228.7,16.08,53.7,263.86,274.25,243.16
10213_sd741_sl9_pd146_pl9_sv7_bp12_ba500_bp71,126.21,13.66,43.69,196.32,127.56,171.0
10214_sd649_sl7_pd211_pl8_sv7_bp13_ba740_bp59,180.54,14.58,49.91,207.1,165.11,156.75
10215_sd756_sl9_pd179_pl9_sv7_bp9_ba620_bp63,157.71,13.94,48.91,200.59,157.2,158.4
10216_sd732_sl10_pd140_pl12_sv5_bp12_ba610_bp54,144.1,12.37,38.17,170.61,138.82,131.71
10217_sd831_sl8_pd144_pl9_sv6_bp13_ba760_bp76,177.09,14.87,54.06,213.85,162.45,176.79
10218_sd798_sl12_pd177_pl11_sv7_bp13_ba780_bp62,181.98,16.24,56.41,239.8,185.52,189.16
10219_sd891_sl9_pd207_pl7_sv7_bp12_ba810_bp57,202.06,16.35,55.48,251.55,200.22,232.98
10220_sd810_sl11_pd77_pl9_sv10_bp12_ba750_bp57,186.27,17.61,56.81,239.03,189.19,243.73
10221_sd785_sl9_pd202_pl12_sv8_bp10_ba640_bp57,195.92,15.5,53.38,241.12,223.88,184.15
10222_sd646_sl12_pd225_pl9_sv8_bp12_ba850_bp67,205.77,16.58,57.28,285.65,214.63,242.11
10223_sd837_sl11_pd179_pl12_sv9_bp12_ba690_bp53,174.36,16.85,57.36,248.08,183.22,221.17
10224_sd748_sl10_pd192_pl8_sv8_bp12_ba530_bp55,142.63,13.95,40.71,178.7,165.81,191.24
10225_sd761_sl9_pd229_pl10_sv9_bp11_ba740_bp59,188.69,15.77,51.26,203.67,196.44,227.76
10226_sd672_sl11_pd135_pl11_sv7_bp12_ba690_bp53,169.98,14.16,50.9,211.3,165.6,183.31
10227_sd610_sl12_pd192_pl8_sv6_bp12_ba720_bp50,181.19,14.42,53.06,231.8,181.34,174.52
10228_sd614_sl12_pd167_pl6_sv8_bp12_ba740_bp70,191.95,16.41,51.27,216.9,190.36,174.71
10229_sd662_sl11_pd192_pl7_sv8_bp12_ba700_bp66,180.43,15.5,51.03,219.25,194.25,202.39
10230_sd836_sl8_pd158_pl7_sv9_bp12_ba550_bp49,166.63,13.38,44.14,185.31,184.75,228.59
10231_sd900_sl10_pd167_pl12_sv9_bp11_ba630_bp50,168.1,17.27,60.79,294.74,176.49,259.32
10232_sd695_sl11_pd208_pl8_sv8_bp11_ba690_bp66,209.66,15.92,52.96,234.1,223.81,215.09
10233_sd800_sl11_pd137_pl8_sv7_bp12_ba710_bp55,194.66,16.77,58.49,273.37,200.46,250.52
10234_sd790_sl6_pd187_pl8_sv11_bp12_ba620_bp52,249.13,19.09,53.72,271.63,322.28,257.07
