load_case,out_oopDisp_mm_n2,out_supReac_kN_n3,out_supReac_kN_n4,out_verDisp_mm_n5,out_oopDisp_mm_n5,out_endBend_kNm_n6
49123_sd716_sl11_pd187_pl10_sv6_bp12_ba860_bp79,201.92,15.87,57.7,249.92,188.75,199.67
49124_sd846_sl11_pd246_pl12_sv7_bp11_ba650_bp65,162.42,14.28,51.21,215.69,167.55,189.33
49125_sd745_sl8_pd210_pl13_sv7_bp11_ba610_bp53,155.38,13.64,45.99,198.25,149.78,177.81
49126_sd810_sl11_pd192_pl10_sv7_bp11_ba710_bp52,166.59,15.5,53.81,220.01,165.31,190.66
49127_sd738_sl13_pd150_pl9_sv9_bp13_ba850_bp76,252.9,19.16,61.43,308.04,276.38,272.55
49128_sd700_sl10_pd181_pl12_sv8_bp13_ba800_bp52,198.33,17.84,61.93,328.82,198.87,293.23
49129_sd811_sl9_pd176_pl10_sv10_bp14_ba640_bp55,176.54,15.94,48.67,204.1,191.98,229.25
49130_sd848_sl11_pd201_pl10_sv8_bp11_ba810_bp54,221.55,17.14,59.87,298.15,245.26,303.79
49131_sd756_sl13_pd244_pl12_sv6_bp10_ba670_bp58,158.42,14.76,49.28,205.03,146.64,157.68
49132_sd748_sl10_pd246_pl8_sv9_bp12_ba480_bp71,125.89,12.7,35.94,142.77,128.76,145.33
49133_sd707_sl8_pd85_pl10_sv6_bp11_ba570_bp48,143.66,12.58,39.68,168.95,132.59,135.06
49134_sd722_sl6_pd216_pl10_sv8_bp13_ba720_bp41,194.08,15.91,54.11,267.73,178.06,235.09
49135_sd769_sl10_pd218_pl8_sv9_bp13_ba710_bp52,178.59,16.25,56.74,223.8,196.2,230.64
49136_sd749_sl11_pd184_pl6_sv10_bp12_ba720_bp57,214.7,17.83,53.54,256.37,229.05,286.51
49137_sd909_sl6_pd238_pl11_sv11_bp14_ba750_bp54,217.47,17.92,60.16,238.04,251.3,271.35
49138_sd808_sl11_pd147_pl9_sv8_bp12_ba730_bp50,198.41,16.85,58.62,275.59,191.96,261.74
49139_sd808_sl6_pd197_pl12_sv6_bp14_ba680_bp63,168.56,13.81,48.83,199.12,156.14,167.36
49140_sd833_sl8_pd243_pl12_sv6_bp10_ba840_bp54,193.15,15.88,56.06,245.37,181.42,191.76
49141_sd815_sl11_pd248_pl9_sv9_bp13_ba730_bp67,184.54,16.43,56.38,215.83,195.86,240.72
49142_sd885_sl10_pd247_pl12_sv8_bp13_ba820_bp74,192.55,18.08,64.89,319.88,193.41,275.22
49143_sd943_sl8_pd178_pl6_sv10_bp14_ba480_bp41,239.62,17.04,44.19,233.17,328.63,309.98
49144_sd746_sl8_pd178_pl12_sv10_bp12_ba620_bp53,177.47,14.07,49.22,201.52,196.76,281.87
49145_sd588_sl8_pd267_pl9_sv7_bp12_ba510_bp43,130.35,12.06,34.69,154.21,133.54,155.16
49146_sd857_sl8_pd193_pl10_sv5_bp13_ba610_bp46,149.45,13.16,45.2,185.94,148.56,143.68
49147_sd770_sl8_pd242_pl8_sv10_bp11_ba610_bp59,179.91,14.43,48.8,188.46,192.33,236.63
49148_sd730_sl8_pd295_pl10_sv8_bp11_ba710_bp61,198.62,15.29,52.54,261.45,224.49,217.89
49149_sd689_sl11_pd155_pl8_sv12_bp13_ba560_bp67,165.86,15.33,50.17,191.91,211.31,342.86
49150_sd602_sl11_pd150_pl8_sv6_bp12_ba750_bp58,189.66,14.8,52.7,235.52,189.37,180.33
49151_sd606_sl10_pd147_pl14_sv4_bp11_ba710_bp54,164.72,14.16,47.62,200.58,146.9,137.4
49152_sd751_sl6_pd105_pl14_sv6_bp12_ba790_bp56,188.18,14.5,53.0,242.32,168.28,208.71
49153_sd797_sl9_pd187_pl9_sv8_bp12_ba650_bp78,166.13,14.14,46.63,186.76,170.94,193.57
49154_sd639_sl7_pd200_pl8_sv9_bp11_ba720_bp57,194.16,15.23,50.49,207.89,198.79,201.4
49155_sd644_sl12_pd198_pl12_sv8_bp13_ba720_bp48,174.11,15.31,50.87,219.97,180.75,177.48
49156_sd749_sl10_pd196_pl8_sv8_bp13_ba560_bp46,150.61,13.52,44.28,185.7,161.09,189.42
49157_sd804_sl8_pd160_pl9_sv7_bp11_ba770_bp52,180.77,15.35,54.72,230.59,180.79,197.21
49158_sd759_sl13_pd244_pl9_sv6_bp10_ba550_bp66,157.59,14.44,51.56,236.09,162.32,188.99
49159_sd735_sl9_pd221_pl12_sv8_bp13_ba720_bp75,177.31,17.74,61.29,299.44,178.03,275.29
49160_sd708_sl12_pd176_pl13_sv7_bp13_ba800_bp68,190.16,15.69,52.23,226.63,181.86,184.41
49161_sd825_sl12_pd203_pl11_sv10_bp12_ba780_bp78,196.1,17.12,57.68,236.59,199.98,214.77
49162_sd803_sl14_pd229_pl10_sv9_bp12_ba880_bp47,227.09,18.56,62.13,317.75,224.53,347.62
49163_sd699_sl7_pd187_pl12_sv9_bp13_ba730_bp78,188.92,14.97,50.66,217.18,184.44,216.49
49164_sd751_sl9_pd207_pl12_sv9_bp12_ba680_bp60,207.81,16.09,56.16,256.16,240.6,205.94
49165_sd803_sl12_pd271_pl8_sv9_bp10_ba570_bp47,154.76,13.77,48.88,214.97,165.7,220.8
49166_sd762_sl9_pd220_pl12_sv9_bp13_ba680_bp61,224.27,16.9,52.31,257.94,265.69,202.16
49167_sd867_sl14_pd116_pl11_sv5_bp11_ba770_bp58,178.94,16.22,56.3,230.11,165.38,197.97
49168_sd712_sl12_pd239_pl11_sv12_bp13_ba810_bp72,194.43,19.28,62.01,281.49,209.74,300.88
49169_sd880_sl12_pd186_pl8_sv10_bp12_ba680_bp67,169.82,15.32,54.8,199.28,176.69,292.25
49170_sd761_sl8_pd280_pl9_sv8_bp13_ba590_bp62,152.17,13.91,43.92,179.27,159.9,165.63
49171_sd638_sl10_pd97_pl10_sv4_bp11_ba710_bp65,161.37,13.7,48.83,192.28,145.5,138.16
49172_sd917_sl12_pd221_pl7_sv11_bp12_ba760_bp58,202.62,20.02,62.26,261.7,206.97,280.2
49173_sd727_sl10_pd253_pl13_sv8_bp15_ba520_bp81,123.78,13.98,42.52,183.78,128.58,169.99
49174_sd968_sl12_pd223_pl10_sv4_bp12_ba650_bp60,155.96,14.78,50.91,210.56,143.93,171.1
49175_sd779_sl7_pd175_pl9_sv8_bp11_ba700_bp49,179.39,14.65,49.23,224.4,197.61,176.65
49176_sd811_sl11_pd179_pl8_sv9_bp13_ba690_bp62,179.51,15.97,53.83,215.04,207.72,252.13
49177_sd739_sl11_pd188_pl8_sv10_bp13_ba700_bp65,174.74,15.34,54.65,201.62,168.5,263.76
49178_sd704_sl9_pd207_pl13_sv10_bp11_ba910_bp64,254.03,17.65,61.05,301.54,264.37,273.59
49179_sd791_sl10_pd133_pl10_sv6_bp12_ba780_bp64,182.62,14.76,54.21,215.94,169.81,180.36
49180_sd724_sl11_pd156_pl12_sv12_bp10_ba790_bp37,195.16,17.53,57.46,270.33,225.86,266.11
49181_sd756_sl9_pd78_pl8_sv10_bp11_ba850_bp54,240.85,19.58,57.72,273.18,257.4,333.25
49182_sd708_sl9_pd165_pl13_sv8_bp10_ba790_bp59,189.34,16.77,57.74,280.66,183.94,235.81
49183_sd806_sl9_pd225_pl9_sv11_bp14_ba890_bp68,253.7,19.5,58.05,297.6,277.94,321.83
49184_sd708_sl9_pd191_pl13_sv5_bp12_ba530_bp61,125.59,11.93,39.53,161.73,117.25,133.05
49185_sd830_sl7_pd264_pl9_sv14_bp10_ba730_bp51,451.85,25.6,68.77,456.26,614.35,536.22
49186_sd810_sl9_pd273_pl10_sv7_bp12_ba740_bp65,170.49,14.77,50.36,213.99,166.95,172.84
49187_sd647_sl11_pd274_pl10_sv3_bp12_ba640_bp66,146.14,13.19,44.8,176.56,128.52,134.77
49188_sd843_sl9_pd150_pl8_sv10_bp13_ba700_bp53,211.13,15.71,56.61,223.5,225.72,280.03
49189_sd721_sl7_pd288_pl11_sv6_bp10_ba670_bp59,166.24,13.6,45.56,195.17,152.1,145.99
49190_sd817_sl6_pd227_pl7_sv10_bp11_ba760_bp55,191.86,17.52,60.15,267.69,209.44,269.53
49191_sd760_sl12_pd189_pl8_sv8_bp12_ba670_bp62,229.76,16.57,52.13,252.36,285.68,227.38
49192_sd691_sl10_pd193_pl9_sv9_bp11_ba780_bp70,185.54,16.97,55.82,224.68,186.8,233.63
49193_sd825_sl10_pd219_pl10_sv6_bp13_ba600_bp71,147.23,13.64,45.63,173.24,135.41,140.02
49194_sd696_sl11_pd186_pl10_sv9_bp13_ba790_bp66,203.1,17.4,58.8,271.03,195.73,229.99
49195_sd782_sl9_pd180_pl10_sv8_bp13_ba580_bp72,153.82,13.54,43.22,189.48,166.69,179.08
49196_sd666_sl13_pd246_pl14_sv8_bp13_ba800_bp48,205.51,17.18,55.38,250.34,207.87,198.72
49197_sd764_sl10_pd97_pl13_sv11_bp10_ba660_bp48,174.34,16.14,55.73,238.35,211.42,289.06
49198_sd666_sl8_pd129_pl14_sv12_bp12_ba760_bp77,189.96,18.04,63.07,321.86,207.43,344.06
49199_sd941_sl10_pd193_pl10_sv10_bp10_ba710_bp69,180.57,17.67,54.73,209.94,208.49,235.0
49200_sd666_sl13_pd160_pl11_sv6_bp11_ba640_bp44,158.46,14.02,48.33,199.27,150.45,158.36
49201_sd733_sl7_pd210_pl11_sv10_bp11_ba680_bp51,174.18,15.08,55.04,217.91,170.79,234.48
49202_sd839_sl12_pd221_pl14_sv8_bp14_ba720_bp66,181.48,15.95,53.78,236.37,180.52,234.83
49203_sd848_sl12_pd127_pl9_sv11_bp11_ba840_bp60,203.94,19.75,68.86,322.68,216.69,339.95
49204_sd574_sl11_pd171_pl6_sv10_bp12_ba710_bp78,182.77,16.21,53.45,240.64,170.71,206.65
49205_sd721_sl10_pd176_pl11_sv8_bp11_ba740_bp68,185.66,16.73,58.6,277.25,162.06,240.95
49206_sd847_sl10_pd173_pl12_sv11_bp13_ba690_bp48,183.84,17.28,58.06,239.6,198.89,283.5
49207_sd711_sl9_pd136_pl12_sv9_bp13_ba860_bp57,238.17,17.76,58.46,290.39,252.29,304.17
49208_sd718_sl12_pd254_pl10_sv11_bp13_ba610_bp61,161.14,15.91,52.74,208.26,156.92,233.29
49209_sd835_sl9_pd163_pl11_sv11_bp11_ba580_bp58,144.56,15.05,53.94,217.38,166.54,230.25
49210_sd737_sl10_pd255_pl8_sv13_bp10_ba700_bp52,270.18,21.53,53.11,283.87,337.91,446.66
49211_sd681_sl9_pd110_pl10_sv9_bp12_ba640_bp54,174.31,13.63,47.89,201.83,179.56,185.11
49212_sd774_sl9_pd192_pl5_sv8_bp10_ba770_bp74,206.01,17.45,57.68,273.17,198.28,209.56
49213_sd829_sl8_pd217_pl7_sv9_bp12_ba610_bp45,173.59,14.22,47.86,211.54,195.06,222.72
49214_sd695_sl11_pd146_pl9_sv6_bp13_ba800_bp85,218.29,16.09,55.99,261.05,235.36,222.68
49215_sd635_sl8_pd186_pl15_sv6_bp12_ba780_bp63,179.84,14.36,51.13,223.58,167.76,155.58
49216_sd730_sl10_pd196_pl12_sv8_bp12_ba560_bp43,136.74,14.23,50.72,217.44,140.68,203.59
49217_sd595_sl9_pd196_pl10_sv8_bp12_ba830_bp64,221.52,15.97,56.3,263.93,228.74,216.36
49218_sd802_sl8_pd221_pl11_sv9_bp13_ba700_bp56,192.29,15.1,53.64,216.63,215.32,266.65
49219_sd699_sl9_pd251_pl14_sv9_bp12_ba640_bp61,211.05,16.12,49.45,225.84,240.87,218.87
49220_sd812_sl9_pd230_pl8_sv10_bp11_ba730_bp73,208.76,16.68,54.47,220.0,216.29,256.29
49221_sd834_sl11_pd231_pl9_sv8_bp11_ba460_bp71,153.61,13.64,41.58,187.61,177.68,198.03
49222_sd762_sl9_pd174_pl6_sv8_bp12_ba780_bp62,203.94,20.65,67.29,337.06,211.87,320.93
49223_sd755_sl13_pd206_pl9_sv13_bp13_ba650_bp59,183.29,22.49,73.8,386.38,226.84,437.89
49224_sd735_sl10_pd210_pl7_sv6_bp15_ba830_bp60,192.49,16.6,59.14,262.41,175.41,204.81
49225_sd771_sl9_pd193_pl8_sv9_bp11_ba750_bp49,183.58,15.71,52.25,212.09,187.51,202.78
49226_sd674_sl11_pd105_pl9_sv11_bp13_ba530_bp79,144.04,13.26,43.67,171.62,161.63,231.6
49227_sd758_sl9_pd215_pl6_sv8_bp12_ba720_bp76,189.7,16.71,59.07,283.94,186.63,262.55
49228_sd727_sl14_pd206_pl8_sv10_bp12_ba560_bp51,157.34,14.47,45.58,190.57,175.92,228.26
49229_sd715_sl10_pd161_pl9_sv10_bp12_ba760_bp56,192.28,15.92,56.03,238.37,205.88,267.36
49230_sd794_sl13_pd145_pl8_sv7_bp11_ba700_bp68,177.22,15.02,53.84,224.63,170.45,202.68
49231_sd790_sl12_pd144_pl13_sv10_bp10_ba760_bp65,197.18,15.71,55.06,239.9,193.87,264.02
49232_sd784_sl12_pd175_pl10_sv10_bp10_ba750_bp59,197.72,17.65,55.65,233.68,195.39,248.75
49233_sd790_sl12_pd241_pl11_sv6_bp12_ba770_bp86,191.49,15.37,54.24,215.46,179.13,177.95
49234_sd899_sl12_pd186_pl13_sv8_bp12_ba920_bp55,215.65,18.33,64.4,283.84,216.63,266.92
