load_case,out_oopDisp_mm_n2,out_supReac_kN_n3,out_supReac_kN_n4,out_verDisp_mm_n5,out_oopDisp_mm_n5,out_endBend_kNm_n6
17001_sd755_sl8_pd245_pl11_sv10_bp12_ba710_bp80,189.79,15.96,53.04,203.16,186.55,234.51
17002_sd701_sl12_pd164_pl9_sv9_bp13_ba900_bp38,264.75,20.17,64.23,318.84,299.08,340.9
17003_sd776_sl13_pd222_pl8_sv7_bp11_ba720_bp54,189.99,15.31,53.32,242.76,187.1,208.44
17004_sd593_sl10_pd135_pl8_sv8_bp10_ba790_bp58,194.76,15.23,52.74,237.71,192.31,192.44
17005_sd730_sl9_pd229_pl10_sv10_bp12_ba680_bp57,190.41,14.95,55.26,213.62,180.42,241.41
17006_sd674_sl10_pd202_pl13_sv6_bp14_ba800_bp70,189.96,15.12,53.6,237.05,181.15,187.54
17007_sd796_sl13_pd214_pl10_sv7_bp12_ba670_bp72,161.39,14.94,47.57,206.23,160.74,172.27
17008_sd695_sl11_pd215_pl10_sv9_bp13_ba750_bp63,184.5,16.97,56.4,223.05,186.14,217.02
17009_sd824_sl13_pd135_pl10_sv9_bp12_ba660_bp80,207.78,18.46,58.67,266.71,219.79,256.19
17010_sd807_sl9_pd246_pl7_sv7_bp12_ba700_bp56,186.69,14.89,53.38,231.74,192.5,185.59
17011_sd764_sl11_pd186_pl10_sv9_bp12_ba720_bp71,187.64,16.87,54.17,244.42,194.3,206.38
17012_sd833_sl13_pd139_pl7_sv7_bp12_ba810_bp66,196.78,16.12,57.78,240.53,184.68,183.75
17013_sd814_sl12_pd161_pl10_sv6_bp11_ba810_bp72,193.08,15.64,55.72,243.87,175.77,203.55
17014_sd767_sl8_pd149_pl10_sv9_bp11_ba630_bp54,162.56,15.1,45.57,187.04,175.0,211.77
17015_sd715_sl7_pd217_pl14_sv8_bp14_ba640_bp70,174.0,14.36,50.19,225.99,192.18,201.26
17016_sd666_sl10_pd186_pl9_sv9_bp11_ba530_bp50,130.75,13.94,39.53,158.31,143.91,171.13
17017_sd711_sl8_pd102_pl13_sv10_bp11_ba780_bp57,215.64,16.96,57.17,265.14,217.44,301.02
17018_sd746_sl10_pd188_pl10_sv7_bp13_ba600_bp63,151.85,13.56,45.86,179.76,150.81,156.58
17019_sd778_sl11_pd294_pl8_sv4_bp10_ba620_bp69,148.1,13.53,46.2,183.38,135.11,124.23
17020_sd695_sl10_pd237_pl12_sv7_bp12_ba550_bp59,135.56,12.88,42.73,180.2,139.64,150.81
17021_sd858_sl8_pd197_pl14_sv9_bp11_ba980_bp60,250.6,19.35,62.11,342.61,257.14,270.32
17022_sd830_sl10_pd268_pl10_sv8_bp12_ba770_bp66,185.6,16.29,58.19,284.1,175.08,223.21
17023_sd783_sl9_pd177_pl11_sv11_bp12_ba830_bp49,207.69,18.56,61.33,288.63,230.18,339.07
17024_sd828_sl11_pd169_pl8_sv10_bp14_ba690_bp72,181.24,16.27,52.6,221.35,176.71,248.97
17025_sd797_sl14_pd292_pl8_sv9_bp11_ba600_bp84,189.22,14.72,50.11,231.97,215.42,213.36
17026_sd766_sl11_pd291_pl9_sv9_bp12_ba800_bp54,189.38,16.79,57.53,241.03,196.17,255.01
17027_sd709_sl10_pd48_pl8_sv9_bp11_ba590_bp75,155.65,13.55,45.8,203.33,153.9,186.11
17028_sd659_sl12_pd223_pl12_sv7_bp11_ba760_bp46,204.62,16.57,53.89,228.94,198.82,188.4
17029_sd756_sl12_pd278_pl9_sv5_bp11_ba540_bp45,127.59,13.15,39.5,155.91,123.39,116.49
17030_sd799_sl8_pd230_pl11_sv9_bp11_ba590_bp76,150.51,13.58,44.8,175.73,182.37,176.75
17031_sd714_sl10_pd207_pl11_sv9_bp12_ba870_bp58,239.99,17.39,59.82,296.36,247.43,244.04
17032_sd762_sl9_pd240_pl9_sv8_bp9_ba860_bp71,208.1,15.84,58.28,236.6,180.5,191.57
17033_sd704_sl10_pd215_pl9_sv6_bp11_ba830_bp60,196.19,15.69,54.84,264.43,181.64,206.6
17034_sd739_sl9_pd122_pl8_sv7_bp12_ba700_bp73,177.32,14.3,51.29,215.44,155.66,191.26
17035_sd744_sl12_pd202_pl10_sv6_bp12_ba850_bp57,202.91,15.85,57.45,247.07,190.6,199.36
17036_sd779_sl9_pd132_pl10_sv7_bp13_ba660_bp74,158.15,15.01,48.7,199.62,163.12,203.83
17037_sd829_sl12_pd271_pl16_sv6_bp10_ba630_bp58,158.28,13.24,44.59,190.83,153.42,159.81
17038_sd808_sl10_pd190_pl8_sv6_bp13_ba630_bp70,146.4,13.56,49.21,200.03,142.36,159.42
17039_sd712_sl8_pd265_pl11_sv10_bp12_ba810_bp64,206.79,16.0,55.85,249.13,202.59,273.28
17040_sd710_sl10_pd220_pl11_sv10_bp14_ba650_bp42,173.98,16.37,50.19,201.86,171.9,203.81
17041_sd529_sl10_pd229_pl7_sv6_bp12_ba690_bp57,164.29,13.61,49.37,202.02,154.57,152.62
17042_sd665_sl8_pd276_pl10_sv6_bp12_ba580_bp62,136.6,12.38,38.79,167.65,130.64,130.89
17043_sd670_sl10_pd147_pl10_sv9_bp13_ba720_bp69,171.45,15.99,52.33,207.92,167.01,194.2
17044_sd749_sl9_pd204_pl12_sv8_bp11_ba690_bp60,185.6,15.83,54.81,240.18,185.09,200.57
17045_sd731_sl11_pd299_pl11_sv8_bp13_ba810_bp63,195.48,20.44,65.92,354.05,192.1,303.52
17046_sd788_sl13_pd226_pl10_sv13_bp13_ba530_bp65,165.64,20.39,71.44,331.75,236.11,429.31
17047_sd695_sl12_pd206_pl10_sv6_bp13_ba610_bp59,159.94,13.77,48.76,208.55,156.98,174.27
17048_sd682_sl9_pd274_pl8_sv6_bp13_ba680_bp68,158.85,14.39,49.2,196.73,150.84,147.22
17049_sd641_sl9_pd291_pl10_sv7_bp11_ba820_bp47,198.46,16.64,58.72,263.58,177.05,218.15
17050_sd786_sl9_pd178_pl11_sv9_bp12_ba760_bp65,208.54,16.67,55.52,247.25,220.12,248.15
17051_sd778_sl8_pd209_pl11_sv7_bp12_ba660_bp59,173.16,14.95,52.26,222.0,168.65,204.23
17052_sd761_sl12_pd190_pl8_sv7_bp14_ba830_bp54,201.99,16.11,58.41,275.77,193.48,251.56
17053_sd728_sl7_pd160_pl11_sv11_bp12_ba670_bp44,194.03,16.62,54.36,261.43,217.42,218.23
17054_sd720_sl9_pd241_pl5_sv7_bp13_ba730_bp55,179.77,17.78,62.13,314.77,179.35,296.36
17055_sd805_sl8_pd141_pl8_sv7_bp12_ba770_bp74,188.95,15.64,52.64,216.65,196.11,197.45
17056_sd618_sl11_pd213_pl11_sv5_bp12_ba770_bp53,175.6,15.02,52.07,212.69,159.8,150.3
17057_sd838_sl7_pd169_pl8_sv7_bp13_ba740_bp72,203.5,15.75,51.05,206.99,190.51,173.89
17058_sd758_sl10_pd271_pl10_sv6_bp12_ba710_bp72,169.45,14.64,49.11,206.16,159.61,154.68
17059_sd720_sl11_pd234_pl10_sv6_bp13_ba830_bp60,203.19,15.42,55.9,253.34,191.5,199.91
17060_sd749_sl11_pd232_pl11_sv12_bp12_ba570_bp51,170.29,15.81,50.0,217.14,200.18,270.86
17061_sd880_sl9_pd141_pl10_sv10_bp13_ba710_bp52,207.93,16.5,55.03,236.16,194.82,302.93
17062_sd760_sl12_pd325_pl9_sv11_bp12_ba720_bp55,181.37,17.37,63.75,279.33,178.88,304.48
17063_sd752_sl12_pd41_pl11_sv10_bp11_ba750_bp70,191.09,17.74,56.17,244.13,214.76,259.75
17064_sd795_sl12_pd168_pl9_sv7_bp10_ba840_bp53,204.89,16.03,55.77,262.36,206.37,198.1
17065_sd808_sl10_pd274_pl9_sv5_bp12_ba710_bp73,192.68,15.15,54.7,248.55,195.46,194.1
17066_sd723_sl8_pd318_pl11_sv11_bp13_ba670_bp54,168.08,16.79,53.21,238.11,179.51,248.24
17067_sd759_sl13_pd204_pl8_sv10_bp11_ba880_bp58,236.5,17.74,61.67,271.55,251.32,326.33
17068_sd759_sl10_pd141_pl13_sv5_bp13_ba860_bp50,198.37,16.55,57.75,268.78,183.19,208.1
17069_sd690_sl11_pd189_pl11_sv6_bp12_ba710_bp44,189.28,15.34,51.36,223.99,191.38,194.4
17070_sd684_sl8_pd248_pl11_sv9_bp13_ba700_bp74,182.04,15.51,52.38,201.74,182.34,211.16
17071_sd668_sl11_pd182_pl12_sv6_bp10_ba700_bp48,178.37,13.95,49.78,207.09,168.2,159.76
17072_sd619_sl10_pd156_pl7_sv9_bp14_ba770_bp66,190.14,15.71,55.41,244.29,172.56,223.18
17073_sd756_sl9_pd219_pl9_sv6_bp13_ba680_bp69,161.21,14.15,51.52,207.38,150.33,162.9
17074_sd765_sl9_pd244_pl8_sv8_bp12_ba610_bp68,157.94,14.26,44.62,187.46,159.52,190.74
17075_sd644_sl8_pd211_pl13_sv11_bp13_ba640_bp53,161.68,14.29,56.96,245.22,167.76,319.84
17076_sd807_sl8_pd182_pl11_sv10_bp10_ba670_bp55,188.22,14.98,50.3,202.75,195.1,225.86
17077_sd833_sl11_pd211_pl11_sv9_bp12_ba660_bp63,164.05,16.13,49.95,213.66,165.43,207.97
17078_sd775_sl8_pd145_pl11_sv5_bp12_ba680_bp79,162.76,13.34,47.37,186.07,154.68,139.05
17079_sd590_sl10_pd232_pl8_sv9_bp13_ba830_bp59,192.34,17.37,60.09,259.5,174.48,244.75
17080_sd727_sl8_pd164_pl9_sv10_bp11_ba740_bp65,214.98,16.02,54.63,239.73,219.26,270.11
17081_sd803_sl10_pd145_pl11_sv7_bp11_ba560_bp76,134.8,14.58,49.03,208.41,149.47,201.87
17082_sd822_sl8_pd142_pl8_sv9_bp12_ba770_bp66,215.31,15.81,56.23,237.53,228.85,276.02
17083_sd650_sl10_pd285_pl9_sv6_bp12_ba730_bp47,173.43,14.36,50.14,212.21,157.95,163.86
17084_sd817_sl10_pd214_pl10_sv10_bp13_ba740_bp58,190.28,17.56,55.28,215.75,192.53,221.77
17085_sd752_sl11_pd165_pl10_sv12_bp11_ba830_bp73,234.45,17.53,65.53,284.08,265.06,431.84
17086_sd753_sl8_pd129_pl11_sv4_bp12_ba730_bp52,168.58,13.59,50.15,206.77,153.37,156.3
17087_sd749_sl10_pd184_pl10_sv8_bp11_ba720_bp74,174.42,15.32,52.9,215.72,172.04,203.79
17088_sd674_sl9_pd163_pl11_sv6_bp12_ba790_bp49,192.76,15.08,52.97,248.55,185.56,200.3
17089_sd759_sl6_pd210_pl10_sv8_bp12_ba660_bp66,174.71,14.6,49.67,225.02,187.02,181.05
17090_sd830_sl8_pd197_pl10_sv10_bp12_ba710_bp64,187.05,15.45,55.24,222.38,205.33,242.77
17091_sd645_sl9_pd188_pl8_sv8_bp12_ba690_bp64,166.93,14.83,47.55,193.65,153.25,173.81
17092_sd712_sl9_pd223_pl10_sv8_bp13_ba770_bp66,196.91,15.3,52.88,237.0,216.15,206.48
17093_sd701_sl13_pd230_pl8_sv11_bp12_ba670_bp59,176.28,15.34,59.38,234.97,172.99,274.19
17094_sd796_sl11_pd162_pl9_sv10_bp13_ba760_bp73,191.41,17.07,57.69,231.89,197.08,253.96
17095_sd813_sl9_pd113_pl8_sv11_bp12_ba750_bp60,237.06,18.66,56.91,258.05,278.59,343.49
17096_sd774_sl10_pd116_pl9_sv8_bp12_ba650_bp66,169.25,14.77,51.97,227.77,163.27,236.64
17097_sd854_sl9_pd215_pl10_sv6_bp12_ba630_bp58,152.0,13.65,46.49,188.62,145.52,185.73
17098_sd836_sl9_pd132_pl12_sv5_bp11_ba780_bp46,189.39,15.42,52.69,230.1,181.97,177.44
17099_sd782_sl10_pd123_pl10_sv8_bp13_ba660_bp66,161.61,15.42,53.27,226.66,168.39,198.59
17100_sd738_sl12_pd241_pl6_sv7_bp10_ba880_bp67,238.18,17.51,60.88,291.32,256.43,204.38
17101_sd665_sl11_pd168_pl8_sv5_bp11_ba710_bp48,160.28,13.92,51.5,211.92,150.59,162.32
17102_sd907_sl6_pd208_pl8_sv7_bp13_ba510_bp52,136.24,13.47,39.8,151.2,142.06,131.52
17103_sd793_sl8_pd216_pl11_sv7_bp12_ba750_bp55,185.85,16.42,57.22,268.43,181.68,227.0
17104_sd957_sl10_pd227_pl7_sv13_bp12_ba670_bp59,468.82,25.74,69.51,420.24,688.39,693.09
17105_sd779_sl9_pd128_pl10_sv8_bp12_ba670_bp58,170.49,14.06,49.95,212.42,167.5,211.34
17106_sd798_sl6_pd276_pl13_sv13_bp12_ba730_bp62,216.62,17.02,62.29,257.29,252.91,339.31
17107_sd715_sl10_pd225_pl7_sv12_bp13_ba610_bp57,208.62,17.39,49.73,221.68,240.33,290.7
17108_sd746_sl6_pd152_pl7_sv9_bp11_ba830_bp61,212.42,16.58,56.81,281.24,214.48,236.28
17109_sd662_sl10_pd213_pl12_sv6_bp13_ba660_bp58,160.88,14.0,47.43,195.36,149.88,147.42
17110_sd684_sl12_pd259_pl10_sv11_bp12_ba1010_bp37,249.74,21.56,68.83,353.31,240.68,322.28
17111_sd638_sl11_pd140_pl8_sv11_bp13_ba580_bp46,157.11,16.09,48.88,187.7,171.2,218.81
17112_sd822_sl16_pd257_pl9_sv7_bp14_ba540_bp60,140.31,13.59,42.71,169.37,140.92,183.74
17113_sd883_sl7_pd243_pl11_sv4_bp13_ba740_bp58,170.38,14.09,52.3,219.33,151.19,172.64
17114_sd709_sl10_pd222_pl14_sv7_bp11_ba700_bp57,164.89,15.21,52.42,222.32,150.46,193.69
17115_sd776_sl10_pd177_pl11_sv10_bp12_ba730_bp73,191.17,16.55,55.39,220.74,196.16,231.51
17116_sd874_sl11_pd217_pl8_sv11_bp12_ba780_bp59,213.96,19.54,62.46,289.19,221.74,285.99
17117_sd681_sl8_pd282_pl9_sv10_bp12_ba580_bp71,156.67,14.22,45.21,189.72,159.57,197.43
17118_sd735_sl8_pd202_pl7_sv12_bp12_ba550_bp71,368.7,21.95,61.0,383.94,549.84,469.06
17119_sd753_sl9_pd151_pl9_sv10_bp12_ba690_bp74,173.87,15.15,51.18,192.86,166.41,232.48
17120_sd568_sl9_pd187_pl8_sv5_bp11_ba530_bp43,139.14,11.99,36.97,169.11,144.19,120.51
17121_sd729_sl10_pd162_pl14_sv9_bp14_ba710_bp59,173.89,15.31,55.49,235.66,176.76,204.97
17122_sd752_sl10_pd233_pl14_sv11_bp11_ba650_bp54,174.83,15.01,53.74,218.01,194.49,289.12
17123_sd669_sl13_pd255_pl9_sv10_bp11_ba790_bp57,199.75,16.79,58.99,251.1,194.79,240.67
17124_sd682_sl10_pd201_pl15_sv10_bp12_ba960_bp62,224.37,18.6,66.44,326.57,226.55,293.84
17125_sd717_sl9_pd191_pl11_sv9_bp11_ba750_bp65,194.51,16.13,53.25,217.6,196.94,211.05
17126_sd853_sl7_pd185_pl8_sv8_bp14_ba690_bp60,178.13,15.11,55.08,239.74,187.36,211.86
17127_sd750_sl9_pd202_pl9_sv10_bp12_ba710_bp65,192.13,14.78,54.14,206.69,199.36,224.24
17128_sd668_sl7_pd146_pl13_sv11_bp11_ba760_bp48,203.82,16.45,60.06,251.83,211.36,323.17
17129_sd608_sl10_pd186_pl7_sv4_bp12_ba680_bp54,159.34,13.78,46.48,187.48,144.48,126.23
17130_sd634_sl10_pd224_pl12_sv8_bp11_ba600_bp59,142.33,13.42,46.57,199.9,131.34,189.07
17131_sd785_sl11_pd122_pl12_sv9_bp12_ba630_bp63,162.37,19.07,62.9,350.39,177.01,306.99
17132_sd798_sl11_pd177_pl10_sv7_bp12_ba790_bp54,187.33,15.3,55.28,230.07,178.53,175.43
17133_sd786_sl11_pd148_pl10_sv11_bp13_ba710_bp75,170.95,18.02,59.29,251.05,181.46,264.29
17134_sd853_sl13_pd264_pl11_sv8_bp12_ba490_bp68,132.52,13.61,41.55,170.96,140.3,192.76
17135_sd756_sl9_pd193_pl12_sv9_bp12_ba650_bp36,211.45,16.09,48.31,244.65,255.71,189.4
17136_sd772_sl11_pd246_pl10_sv11_bp12_ba550_bp46,158.84,14.05,50.6,215.77,207.49,334.65
17137_sd932_sl11_pd244_pl10_sv5_bp12_ba650_bp58,160.29,14.52,46.59,194.62,160.68,152.49
17138_sd778_sl9_pd245_pl11_sv10_bp13_ba750_bp59,203.76,15.64,53.87,236.73,208.7,286.61
17139_sd685_sl6_pd188_pl11_sv10_bp12_ba710_bp47,205.73,16.31,55.61,253.96,196.5,244.75
17140_sd627_sl13_pd148_pl11_sv11_bp10_ba730_bp84,181.76,17.15,54.27,232.51,179.41,223.45
17141_sd773_sl12_pd213_pl10_sv6_bp11_ba510_bp60,144.07,12.48,37.25,161.53,155.11,139.76
17142_sd787_sl9_pd196_pl12_sv9_bp12_ba740_bp49,199.59,14.9,55.1,214.31,206.46,261.71
17143_sd720_sl9_pd130_pl13_sv5_bp12_ba740_bp59,177.51,14.31,51.73,217.24,164.77,169.64
17144_sd745_sl12_pd132_pl12_sv9_bp12_ba760_bp69,182.61,16.64,57.45,268.18,193.5,241.81
17145_sd705_sl14_pd155_pl8_sv7_bp12_ba580_bp47,139.66,12.95,40.41,169.66,137.37,151.98
17146_sd785_sl11_pd120_pl12_sv6_bp12_ba790_bp60,193.82,15.42,53.59,228.89,189.8,199.56
17147_sd722_sl8_pd252_pl7_sv8_bp12_ba670_bp86,171.41,14.56,53.49,230.12,170.98,210.25
17148_sd729_sl10_pd159_pl15_sv8_bp11_ba740_bp54,173.24,15.39,50.49,227.22,173.69,208.88
17149_sd716_sl10_pd187_pl12_sv8_bp13_ba440_bp56,110.92,13.65,45.62,211.35,116.2,202.84
17150_sd830_sl10_pd241_pl9_sv8_bp13_ba590_bp69,155.57,14.31,43.98,175.44,151.72,196.49
17151_sd829_sl11_pd134_pl9_sv4_bp13_ba770_bp51,182.26,14.8,53.54,236.11,178.77,184.78
17152_sd598_sl8_pd194_pl11_sv6_bp12_ba740_bp68,175.46,14.09,49.29,214.39,166.23,165.32
17153_sd704_sl11_pd254_pl11_sv9_bp11_ba770_bp44,182.2,16.27,57.69,254.61,193.34,236.51
17154_sd867_sl9_pd213_pl12_sv6_bp12_ba640_bp65,187.98,15.61,54.1,249.32,201.89,224.69
17155_sd708_sl10_pd240_pl7_sv9_bp12_ba740_bp57,180.23,15.62,54.88,238.86,193.52,223.5
17156_sd815_sl12_pd170_pl9_sv8_bp12_ba790_bp53,210.61,17.87,59.54,312.23,236.74,263.13
17157_sd766_sl12_pd233_pl9_sv7_bp12_ba850_bp50,197.99,15.77,57.29,239.31,186.45,186.39
17158_sd778_sl10_pd172_pl10_sv8_bp11_ba650_bp56,157.04,14.09,50.74,221.74,159.77,192.22
17159_sd723_sl10_pd229_pl6_sv10_bp11_ba740_bp60,199.56,17.17,55.63,228.95,200.14,278.19
17160_sd799_sl13_pd137_pl10_sv8_bp11_ba860_bp55,216.0,22.37,71.01,379.81,208.99,333.21
17161_sd584_sl10_pd148_pl10_sv12_bp13_ba620_bp62,164.47,14.14,50.04,201.67,213.29,322.21
17162_sd873_sl15_pd194_pl10_sv12_bp11_ba820_bp60,216.78,19.14,68.34,306.37,252.73,368.45
17163_sd752_sl10_pd235_pl9_sv6_bp9_ba730_bp52,177.04,14.87,54.07,232.04,168.57,186.78
17164_sd734_sl11_pd132_pl10_sv10_bp11_ba1050_bp75,251.13,21.57,64.94,335.13,246.52,289.93
17165_sd710_sl6_pd191_pl9_sv8_bp13_ba770_bp56,197.28,15.49,55.59,272.93,188.99,216.32
17166_sd690_sl10_pd180_pl10_sv8_bp12_ba560_bp58,129.87,13.04,42.18,162.76,136.6,155.19
17167_sd894_sl8_pd157_pl12_sv9_bp14_ba660_bp64,219.93,15.7,51.16,240.38,265.36,290.71
17168_sd727_sl8_pd215_pl9_sv11_bp10_ba710_bp52,222.23,17.65,56.38,250.19,251.62,282.31
17169_sd727_sl10_pd268_pl8_sv7_bp10_ba760_bp54,194.32,15.33,54.42,233.3,186.86,201.87
17170_sd701_sl7_pd207_pl11_sv7_bp11_ba780_bp69,181.93,14.68,52.99,212.83,171.46,172.36
17171_sd767_sl7_pd174_pl14_sv6_bp11_ba730_bp54,178.24,13.59,49.06,219.03,165.16,170.86
17172_sd607_sl9_pd323_pl8_sv9_bp13_ba790_bp56,194.74,16.48,58.63,264.32,188.27,251.41
17173_sd594_sl12_pd220_pl7_sv6_bp11_ba680_bp67,156.42,13.77,48.42,192.85,143.83,158.62
17174_sd822_sl10_pd125_pl8_sv11_bp12_ba620_bp68,174.19,15.58,50.42,198.68,196.4,263.14
17175_sd710_sl10_pd158_pl12_sv7_bp13_ba660_bp51,162.42,14.39,49.06,200.13,162.65,156.53
17176_sd766_sl10_pd135_pl12_sv9_bp13_ba690_bp40,203.06,17.27,55.68,260.61,223.29,226.84
17177_sd727_sl10_pd196_pl10_sv10_bp13_ba770_bp63,198.73,17.08,55.44,230.2,186.91,248.95
17178_sd779_sl11_pd139_pl7_sv5_bp12_ba790_bp50,209.7,16.08,56.91,266.32,209.7,208.96
17179_sd887_sl9_pd115_pl8_sv10_bp12_ba480_bp66,180.9,15.4,39.79,173.26,213.36,275.25
17180_sd902_sl10_pd158_pl11_sv6_bp12_ba830_bp59,215.13,16.36,56.1,247.33,212.72,201.1
17181_sd717_sl10_pd250_pl7_sv11_bp11_ba670_bp49,217.54,17.05,55.0,258.55,239.7,319.04
17182_sd708_sl12_pd125_pl11_sv9_bp10_ba910_bp48,211.08,19.52,63.88,342.87,213.58,264.58
17183_sd641_sl10_pd306_pl7_sv8_bp12_ba660_bp69,161.64,13.88,48.75,202.96,155.41,182.09
17184_sd679_sl11_pd164_pl9_sv7_bp10_ba410_bp62,105.55,11.76,34.36,152.55,116.13,139.13
17185_sd825_sl8_pd174_pl9_sv10_bp12_ba760_bp70,219.74,16.39,55.16,238.82,241.4,306.04
17186_sd744_sl7_pd251_pl10_sv7_bp12_ba700_bp56,180.93,14.49,51.59,210.98,189.92,198.12
17187_sd787_sl11_pd188_pl10_sv12_bp12_ba550_bp52,156.06,16.11,48.86,204.23,161.71,230.62
17188_sd748_sl7_pd299_pl6_sv5_bp10_ba650_bp61,157.04,13.92,47.83,198.97,150.28,163.93
17189_sd699_sl11_pd181_pl10_sv7_bp12_ba670_bp56,160.58,14.84,51.28,221.4,154.1,186.62
17190_sd763_sl15_pd250_pl11_sv7_bp12_ba690_bp69,191.99,16.5,53.89,260.99,208.24,193.62
17191_sd778_sl9_pd180_pl9_sv9_bp12_ba630_bp65,177.72,14.65,49.27,188.17,172.33,227.87
17192_sd792_sl9_pd289_pl10_sv9_bp13_ba670_bp41,165.86,16.17,49.7,202.95,179.28,188.18
17193_sd723_sl8_pd247_pl9_sv9_bp10_ba760_bp66,185.82,15.53,54.81,209.46,179.86,190.76
17194_sd720_sl10_pd125_pl12_sv8_bp11_ba610_bp61,160.0,17.83,58.32,315.74,161.08,270.01
17195_sd819_sl11_pd226_pl13_sv9_bp14_ba660_bp46,183.84,16.53,59.98,256.59,186.32,260.5
17196_sd710_sl11_pd236_pl8_sv9_bp11_ba700_bp66,173.56,14.46,50.82,224.83,163.74,193.63
17197_sd760_sl9_pd223_pl8_sv10_bp11_ba670_bp54,184.03,15.2,51.35,195.26,199.34,240.88
17198_sd771_sl8_pd225_pl6_sv8_bp13_ba720_bp46,202.03,16.33,56.86,254.68,202.23,250.63
17199_sd715_sl9_pd119_pl9_sv6_bp14_ba430_bp58,110.15,11.06,30.17,126.18,106.46,101.95
17200_sd708_sl8_pd168_pl12_sv5_bp13_ba540_bp63,138.03,11.96,38.96,162.08,136.49,135.03
17201_sd784_sl11_pd214_pl11_sv10_bp11_ba530_bp54,133.85,14.34,43.54,190.53,147.52,222.65
17202_sd911_sl13_pd221_pl12_sv5_bp13_ba680_bp80,157.59,15.36,49.86,203.63,139.1,156.5
17203_sd847_sl8_pd164_pl6_sv7_bp12_ba670_bp68,174.13,14.99,52.41,223.32,159.16,193.02
17204_sd774_sl11_pd155_pl10_sv10_bp10_ba550_bp65,144.86,16.21,46.32,188.28,146.73,207.19
17205_sd714_sl9_pd241_pl8_sv10_bp11_ba760_bp58,201.27,15.95,54.58,223.8,210.15,221.58
17206_sd801_sl7_pd264_pl7_sv9_bp12_ba730_bp68,211.44,15.71,54.83,244.92,201.3,234.36
17207_sd805_sl11_pd159_pl9_sv7_bp12_ba830_bp60,195.07,16.52,59.32,271.8,187.92,248.44
17208_sd793_sl8_pd152_pl9_sv10_bp10_ba640_bp47,168.16,13.96,48.72,179.49,180.62,224.91
17209_sd669_sl12_pd224_pl13_sv9_bp12_ba590_bp63,142.76,13.34,43.49,181.27,144.54,151.53
17210_sd668_sl8_pd170_pl5_sv5_bp15_ba700_bp61,168.07,13.9,50.2,204.12,153.54,160.49
17211_sd611_sl7_pd201_pl10_sv7_bp13_ba600_bp91,135.96,12.99,40.21,169.93,139.86,133.51
17212_sd821_sl13_pd248_pl11_sv10_bp11_ba900_bp51,233.06,19.24,63.48,299.48,247.03,324.89
17213_sd685_sl10_pd187_pl14_sv7_bp13_ba880_bp30,201.33,16.78,57.68,274.18,194.08,213.38
17214_sd788_sl10_pd200_pl6_sv10_bp12_ba560_bp72,165.93,16.67,49.0,220.09,183.52,216.66
17215_sd818_sl7_pd304_pl8_sv7_bp11_ba940_bp57,223.57,17.55,61.72,290.18,225.46,201.87
17216_sd724_sl10_pd123_pl9_sv5_bp11_ba620_bp51,150.17,13.3,46.86,191.56,143.32,150.5
17217_sd878_sl11_pd250_pl7_sv9_bp11_ba670_bp50,176.26,14.87,52.05,224.66,165.85,215.18
17218_sd794_sl11_pd163_pl13_sv10_bp12_ba640_bp82,153.47,14.74,50.72,207.68,167.44,229.96
17219_sd944_sl12_pd217_pl9_sv11_bp14_ba820_bp86,202.04,19.76,68.81,288.74,205.37,312.52
17220_sd822_sl8_pd220_pl12_sv6_bp13_ba710_bp81,170.28,13.77,49.21,196.64,155.18,143.75
17221_sd826_sl11_pd203_pl10_sv9_bp12_ba560_bp64,139.75,14.74,42.71,195.07,157.01,190.82
17222_sd643_sl9_pd132_pl10_sv8_bp12_ba890_bp69,207.07,17.1,58.3,279.43,216.01,229.46
