load_case,out_oopDisp_mm_n2,out_supReac_kN_n3,out_supReac_kN_n4,out_verDisp_mm_n5,out_oopDisp_mm_n5,out_endBend_kNm_n6
44001_sd719_sl11_pd255_pl10_sv4_bp11_ba890_bp47,199.88,15.99,56.63,275.35,177.45,197.42
44002_sd802_sl8_pd318_pl11_sv7_bp14_ba670_bp59,163.25,14.37,49.9,204.41,151.59,174.89
44003_sd870_sl9_pd115_pl11_sv8_bp12_ba780_bp72,231.2,16.07,58.13,275.88,269.99,276.93
44004_sd826_sl9_pd210_pl12_sv9_bp12_ba780_bp72,235.3,18.19,58.37,268.44,269.14,217.23
44005_sd739_sl6_pd150_pl4_sv7_bp14_ba760_bp48,200.86,15.48,55.65,252.86,242.68,193.12
44006_sd698_sl7_pd163_pl9_sv7_bp11_ba710_bp48,172.19,14.22,50.09,201.74,165.28,206.46
44007_sd759_sl11_pd165_pl13_sv10_bp12_ba920_bp67,225.78,18.14,62.13,301.01,229.42,294.38
44008_sd717_sl11_pd262_pl8_sv4_bp11_ba800_bp66,183.18,15.61,54.62,219.13,160.98,164.89
44009_sd747_sl10_pd265_pl12_sv5_bp12_ba600_bp63,142.75,13.02,45.29,184.61,132.98,154.73
44010_sd687_sl7_pd176_pl10_sv9_bp11_ba760_bp73,186.83,14.85,52.94,215.37,182.81,184.84
44011_sd604_sl11_pd107_pl9_sv8_bp12_ba660_bp66,163.34,14.24,48.32,211.12,176.15,186.88
44012_sd685_sl9_pd100_pl9_sv8_bp12_ba680_bp73,166.34,14.72,49.01,189.68,158.91,177.57
44013_sd716_sl9_pd178_pl8_sv8_bp12_ba600_bp71,155.56,13.97,44.12,175.87,157.49,164.43
44014_sd652_sl13_pd216_pl10_sv9_bp11_ba910_bp62,217.51,17.36,62.7,322.98,200.83,265.16
44015_sd638_sl12_pd230_pl8_sv11_bp11_ba550_bp62,143.53,13.07,44.91,172.78,138.74,206.59
44016_sd821_sl6_pd169_pl8_sv6_bp14_ba720_bp69,184.06,13.87,47.0,191.13,169.7,161.99
44017_sd722_sl12_pd207_pl10_sv6_bp11_ba550_bp72,142.11,13.06,43.69,191.85,143.05,161.11
44018_sd778_sl12_pd192_pl6_sv7_bp11_ba730_bp51,223.38,16.84,55.69,277.21,250.88,232.14
44019_sd769_sl9_pd167_pl9_sv7_bp12_ba750_bp74,200.69,15.9,51.75,244.06,186.43,196.38
44020_sd819_sl10_pd226_pl8_sv5_bp11_ba690_bp77,192.12,14.55,47.28,220.43,200.37,167.13
44021_sd898_sl8_pd165_pl11_sv5_bp14_ba720_bp74,171.62,14.16,51.34,219.02,159.96,173.91
44022_sd933_sl12_pd157_pl7_sv9_bp13_ba900_bp58,236.16,19.3,66.57,297.31,235.63,312.63
44023_sd721_sl14_pd255_pl11_sv5_bp9_ba710_bp74,162.56,14.77,52.15,207.63,147.19,143.6
44024_sd809_sl11_pd225_pl10_sv7_bp13_ba830_bp70,198.66,15.86,57.91,256.32,195.64,193.55
44025_sd837_sl10_pd159_pl10_sv6_bp12_ba700_bp55,166.73,14.5,47.37,198.77,158.0,165.82
44026_sd752_sl5_pd157_pl11_sv8_bp12_ba690_bp51,175.42,15.03,51.5,227.91,190.83,192.15
44027_sd839_sl11_pd92_pl12_sv7_bp12_ba730_bp55,201.48,16.11,56.69,255.51,221.3,203.22
44028_sd795_sl9_pd178_pl9_sv10_bp11_ba630_bp64,167.57,14.41,48.77,190.21,183.85,211.87
44029_sd744_sl12_pd236_pl7_sv5_bp12_ba700_bp70,168.32,14.62,52.12,211.81,158.48,174.46
44030_sd699_sl10_pd140_pl10_sv6_bp11_ba740_bp40,184.11,15.03,54.8,243.3,177.99,192.91
44031_sd838_sl9_pd264_pl10_sv8_bp12_ba590_bp62,146.74,14.03,43.23,171.35,150.62,163.52
44032_sd853_sl9_pd303_pl11_sv5_bp13_ba790_bp59,183.72,15.32,55.72,227.35,168.5,176.18
44033_sd757_sl12_pd247_pl8_sv10_bp13_ba540_bp56,140.3,13.67,42.49,163.3,148.79,260.84
44034_sd732_sl10_pd206_pl10_sv9_bp12_ba690_bp52,169.38,15.46,51.09,213.29,183.63,194.32
44035_sd675_sl11_pd240_pl11_sv10_bp10_ba630_bp54,155.75,14.61,49.0,199.97,148.69,202.3
44036_sd721_sl9_pd166_pl11_sv9_bp13_ba740_bp71,196.93,15.67,53.46,238.26,199.06,207.38
44037_sd859_sl9_pd132_pl11_sv7_bp13_ba730_bp59,181.18,18.32,62.16,316.83,184.75,309.62
44038_sd799_sl12_pd231_pl8_sv11_bp11_ba770_bp52,194.92,18.16,65.99,312.82,217.37,317.28
44039_sd667_sl13_pd343_pl10_sv7_bp12_ba770_bp58,181.13,15.76,56.03,244.18,167.71,201.17
44040_sd726_sl11_pd130_pl11_sv9_bp11_ba690_bp70,175.39,16.86,56.01,265.13,178.38,245.12
44041_sd822_sl10_pd206_pl11_sv5_bp12_ba630_bp64,159.58,13.85,44.08,186.6,161.67,148.74
44042_sd776_sl9_pd152_pl11_sv10_bp11_ba730_bp68,186.04,15.51,56.17,230.45,216.03,248.49
44043_sd777_sl6_pd179_pl14_sv9_bp12_ba770_bp65,295.32,19.21,54.46,330.2,382.58,304.72
44044_sd784_sl13_pd186_pl9_sv4_bp12_ba480_bp58,112.65,12.2,36.64,150.12,101.73,133.27
44045_sd570_sl8_pd234_pl9_sv9_bp12_ba760_bp47,177.63,15.37,51.31,210.65,181.83,194.75
44046_sd760_sl5_pd235_pl11_sv10_bp11_ba670_bp54,202.84,16.27,51.88,230.98,210.6,237.64
44047_sd772_sl9_pd208_pl8_sv8_bp14_ba690_bp68,183.11,16.13,53.85,238.56,181.85,188.98
44048_sd726_sl11_pd353_pl11_sv11_bp12_ba740_bp56,182.66,17.03,56.15,238.66,172.93,228.03
44049_sd804_sl12_pd212_pl11_sv11_bp11_ba620_bp56,156.06,17.43,53.89,217.99,184.7,221.95
44050_sd757_sl9_pd227_pl9_sv9_bp13_ba760_bp66,191.53,16.6,55.12,236.6,197.59,235.73
44051_sd780_sl9_pd185_pl11_sv7_bp12_ba720_bp63,165.47,15.54,53.47,219.27,162.65,180.57
44052_sd786_sl11_pd224_pl10_sv4_bp13_ba740_bp61,172.27,14.72,52.33,221.25,155.08,162.55
44053_sd763_sl10_pd261_pl7_sv8_bp14_ba780_bp68,202.18,15.74,54.73,229.3,198.28,201.04
44054_sd764_sl9_pd215_pl12_sv9_bp13_ba670_bp54,214.16,17.42,53.71,257.43,244.39,208.23
44055_sd603_sl12_pd256_pl9_sv12_bp14_ba680_bp68,182.12,15.62,59.21,257.63,208.44,301.63
44056_sd792_sl10_pd165_pl9_sv8_bp13_ba560_bp64,159.56,13.81,44.14,187.42,169.07,200.57
44057_sd820_sl9_pd190_pl10_sv7_bp13_ba650_bp56,164.35,14.72,52.17,228.0,146.57,195.9
44058_sd784_sl12_pd204_pl8_sv9_bp11_ba720_bp45,195.08,14.97,51.26,234.17,213.41,252.07
44059_sd809_sl10_pd202_pl8_sv7_bp12_ba540_bp72,167.68,14.51,45.24,204.28,182.33,189.64
44060_sd636_sl9_pd214_pl9_sv8_bp13_ba660_bp67,164.93,14.01,46.74,192.06,160.47,191.57
44061_sd690_sl8_pd256_pl11_sv7_bp11_ba770_bp59,184.67,14.76,53.34,228.93,170.3,174.46
44062_sd787_sl10_pd199_pl11_sv8_bp14_ba520_bp57,139.81,17.77,58.26,288.25,138.3,276.33
44063_sd745_sl11_pd268_pl12_sv11_bp11_ba750_bp66,185.36,16.83,57.0,237.31,176.8,235.0
44064_sd521_sl5_pd248_pl9_sv7_bp12_ba800_bp68,188.86,14.8,50.24,222.13,171.15,157.03
44065_sd770_sl12_pd271_pl8_sv4_bp12_ba610_bp52,141.56,13.46,45.2,174.95,130.14,121.56
44066_sd819_sl8_pd284_pl15_sv4_bp11_ba540_bp66,125.78,12.39,39.86,163.49,117.06,132.2
44067_sd702_sl8_pd240_pl10_sv5_bp12_ba660_bp61,158.74,14.08,47.37,192.24,157.82,142.0
44068_sd798_sl10_pd204_pl12_sv9_bp12_ba760_bp70,204.63,18.18,59.42,266.41,221.13,214.09
44069_sd780_sl12_pd304_pl13_sv6_bp13_ba590_bp65,138.28,13.88,44.67,178.41,130.07,158.89
44070_sd589_sl13_pd183_pl10_sv9_bp12_ba750_bp59,190.15,17.06,56.53,281.39,191.89,247.33
44071_sd601_sl11_pd251_pl8_sv7_bp12_ba810_bp55,187.77,15.44,54.97,232.06,167.63,181.08
44072_sd921_sl10_pd255_pl10_sv6_bp12_ba570_bp69,138.98,14.18,42.93,176.16,136.33,154.16
44073_sd751_sl12_pd175_pl11_sv11_bp12_ba730_bp70,180.4,17.67,56.76,242.12,202.76,258.48
44074_sd769_sl9_pd195_pl9_sv8_bp11_ba810_bp64,189.87,16.21,57.19,233.82,192.17,221.12
44075_sd809_sl9_pd144_pl8_sv11_bp11_ba540_bp57,183.93,15.8,47.4,218.09,223.56,284.88
44076_sd795_sl11_pd226_pl11_sv7_bp12_ba470_bp80,116.21,12.59,37.77,152.26,123.63,149.0
44077_sd780_sl9_pd213_pl12_sv8_bp13_ba630_bp60,156.21,16.01,55.62,273.42,153.94,239.21
44078_sd753_sl13_pd152_pl7_sv11_bp11_ba760_bp56,198.09,17.2,62.77,274.37,194.77,347.16
44079_sd916_sl6_pd134_pl9_sv12_bp12_ba610_bp79,431.09,23.39,60.86,456.54,645.35,591.72
44080_sd735_sl11_pd245_pl12_sv12_bp14_ba710_bp60,181.47,16.65,58.7,248.75,197.36,260.07
44081_sd812_sl16_pd129_pl12_sv8_bp11_ba750_bp52,204.37,18.38,57.33,278.36,213.72,222.77
44082_sd888_sl10_pd187_pl11_sv8_bp12_ba510_bp64,135.68,17.74,60.08,320.5,151.39,309.28
44083_sd744_sl9_pd178_pl13_sv10_bp12_ba600_bp65,175.9,14.29,48.1,199.39,198.49,230.58
44084_sd759_sl8_pd247_pl9_sv6_bp10_ba650_bp58,158.43,16.28,53.97,255.11,149.93,212.69
44085_sd737_sl14_pd135_pl10_sv7_bp12_ba430_bp51,115.84,12.26,32.69,144.54,114.45,138.84
44086_sd689_sl10_pd221_pl12_sv6_bp13_ba800_bp66,199.16,16.44,54.75,252.0,202.52,193.68
44087_sd858_sl7_pd132_pl8_sv8_bp12_ba710_bp63,201.56,16.04,53.65,236.01,202.81,211.28
44088_sd667_sl11_pd192_pl7_sv8_bp10_ba550_bp64,179.94,13.67,44.34,211.06,212.39,161.38
44089_sd687_sl10_pd190_pl6_sv13_bp12_ba660_bp65,375.76,20.97,58.28,338.84,510.58,489.93
44090_sd763_sl7_pd285_pl9_sv4_bp13_ba790_bp50,188.43,15.06,53.08,221.19,167.99,151.12
44091_sd862_sl14_pd249_pl11_sv6_bp12_ba720_bp47,169.2,14.54,45.94,206.91,168.49,159.84
44092_sd735_sl7_pd187_pl12_sv3_bp12_ba710_bp61,164.63,13.75,48.66,204.25,144.81,142.37
44093_sd821_sl11_pd265_pl11_sv7_bp13_ba740_bp57,191.45,16.05,55.71,239.48,194.08,186.06
44094_sd823_sl9_pd214_pl10_sv8_bp12_ba880_bp52,224.35,16.37,56.61,252.65,228.79,204.87
44095_sd795_sl9_pd146_pl7_sv6_bp12_ba800_bp54,194.14,15.15,55.69,239.01,173.27,208.54
44096_sd963_sl8_pd266_pl9_sv10_bp12_ba590_bp54,192.89,16.4,51.65,228.67,226.47,269.44
44097_sd851_sl11_pd111_pl9_sv5_bp12_ba670_bp48,157.37,13.5,48.4,191.28,147.33,171.77
44098_sd794_sl5_pd179_pl17_sv10_bp13_ba800_bp63,254.03,18.48,55.66,276.11,282.29,318.79
44099_sd759_sl9_pd189_pl9_sv8_bp13_ba550_bp50,162.59,13.28,40.39,184.02,177.3,197.6
44100_sd748_sl6_pd116_pl12_sv8_bp12_ba720_bp47,244.53,15.98,53.85,267.16,287.03,286.59
44101_sd657_sl9_pd133_pl12_sv5_bp11_ba540_bp67,127.55,11.92,37.71,157.07,113.32,124.54
44102_sd757_sl10_pd334_pl10_sv9_bp11_ba610_bp56,150.65,14.02,47.27,193.91,148.01,199.39
44103_sd884_sl9_pd207_pl8_sv5_bp13_ba610_bp54,154.79,13.29,43.54,178.23,149.88,142.76
44104_sd788_sl9_pd232_pl8_sv6_bp12_ba870_bp63,209.11,17.75,64.26,310.13,191.14,246.76
44105_sd783_sl13_pd208_pl8_sv7_bp12_ba740_bp64,183.1,15.63,55.37,222.97,187.28,198.66
44106_sd795_sl11_pd171_pl10_sv4_bp13_ba510_bp60,127.58,12.66,37.48,154.32,120.86,118.23
44107_sd749_sl11_pd208_pl9_sv8_bp12_ba530_bp41,147.33,13.43,48.17,219.78,159.11,178.77
44108_sd710_sl8_pd102_pl7_sv9_bp13_ba590_bp79,170.09,13.82,49.51,208.81,185.08,212.82
44109_sd809_sl11_pd246_pl7_sv9_bp11_ba590_bp62,145.92,14.07,41.86,168.59,158.36,192.21
44110_sd626_sl12_pd176_pl10_sv6_bp11_ba740_bp46,199.9,15.71,54.81,245.92,198.92,200.61
44111_sd680_sl8_pd171_pl11_sv8_bp13_ba780_bp65,235.46,16.76,54.95,265.6,271.85,259.02
44112_sd769_sl11_pd200_pl7_sv10_bp12_ba800_bp75,208.86,17.18,57.56,243.99,197.79,246.14
44113_sd818_sl12_pd273_pl9_sv9_bp13_ba620_bp55,172.52,16.35,47.65,204.38,189.21,214.19
44114_sd747_sl9_pd251_pl12_sv5_bp10_ba640_bp54,153.78,13.51,42.9,178.13,138.46,143.89
44115_sd723_sl12_pd204_pl9_sv10_bp12_ba640_bp41,165.92,15.79,50.13,204.32,171.83,264.92
44116_sd800_sl9_pd210_pl10_sv8_bp12_ba690_bp69,196.08,15.13,50.64,227.29,229.2,209.39
44117_sd807_sl10_pd178_pl6_sv8_bp12_ba670_bp52,180.59,15.74,56.55,235.19,183.54,226.84
44118_sd694_sl13_pd239_pl10_sv6_bp13_ba850_bp53,218.69,16.74,59.24,279.57,219.34,215.46
44119_sd671_sl14_pd214_pl11_sv10_bp12_ba600_bp60,160.92,15.25,46.94,194.11,166.6,225.48
44120_sd854_sl10_pd199_pl11_sv8_bp12_ba760_bp61,185.17,19.87,64.23,340.46,193.18,308.92
44121_sd779_sl8_pd156_pl9_sv10_bp14_ba770_bp80,216.39,15.68,54.5,220.55,240.74,246.87
44122_sd916_sl13_pd179_pl11_sv10_bp12_ba750_bp67,202.69,18.84,58.58,259.83,209.34,268.89
44123_sd849_sl11_pd131_pl8_sv8_bp11_ba730_bp60,213.5,16.83,58.23,262.8,247.2,234.15
44124_sd808_sl13_pd96_pl11_sv11_bp11_ba600_bp62,157.04,17.71,57.87,229.71,204.54,269.78
44125_sd902_sl8_pd176_pl10_sv7_bp11_ba660_bp54,167.48,15.65,49.64,198.53,167.94,178.64
44126_sd757_sl9_pd169_pl11_sv9_bp12_ba660_bp48,174.35,15.1,48.74,196.83,185.3,222.39
44127_sd746_sl10_pd156_pl8_sv6_bp13_ba790_bp42,189.61,15.51,54.45,222.18,172.2,196.18
44128_sd805_sl10_pd183_pl8_sv11_bp12_ba740_bp45,205.92,16.76,59.84,276.47,242.14,302.38
44129_sd812_sl6_pd192_pl10_sv8_bp13_ba430_bp48,133.66,13.22,33.9,145.15,145.0,159.56
44130_sd661_sl8_pd311_pl11_sv10_bp11_ba730_bp71,186.58,14.5,53.18,209.88,183.85,193.98
44131_sd806_sl9_pd235_pl11_sv9_bp12_ba840_bp58,208.45,16.09,59.77,253.55,213.84,277.87
44132_sd776_sl10_pd279_pl11_sv9_bp11_ba480_bp67,134.84,13.36,37.96,171.51,157.79,164.78
44133_sd704_sl8_pd122_pl9_sv7_bp12_ba730_bp76,179.34,14.92,51.32,221.73,152.27,178.17
44134_sd652_sl10_pd251_pl11_sv10_bp11_ba620_bp58,151.26,14.77,45.82,192.63,146.49,198.92
44135_sd811_sl12_pd214_pl10_sv5_bp13_ba700_bp54,165.2,14.67,49.54,206.84,147.57,157.5
44136_sd845_sl8_pd159_pl12_sv10_bp12_ba740_bp65,205.15,15.76,54.92,232.4,210.43,318.78
44137_sd811_sl5_pd197_pl8_sv8_bp13_ba740_bp53,197.53,19.23,64.55,352.7,215.61,313.41
44138_sd740_sl12_pd162_pl8_sv7_bp11_ba770_bp66,188.37,15.19,53.22,223.47,176.17,180.61
44139_sd727_sl10_pd168_pl6_sv6_bp13_ba710_bp59,166.29,15.07,53.79,223.66,156.41,213.89
44140_sd787_sl10_pd208_pl13_sv9_bp11_ba700_bp59,189.87,16.95,57.48,248.62,198.76,202.4
44141_sd783_sl12_pd316_pl11_sv7_bp9_ba540_bp56,134.12,13.01,38.43,161.17,140.38,146.38
44142_sd824_sl12_pd264_pl12_sv6_bp13_ba530_bp71,132.17,13.6,39.46,154.9,122.36,129.75
44143_sd746_sl9_pd175_pl7_sv5_bp13_ba880_bp67,203.59,15.62,57.63,249.51,183.42,190.22
44144_sd727_sl9_pd184_pl8_sv11_bp13_ba670_bp52,193.81,15.98,54.2,222.56,212.99,245.63
44145_sd730_sl7_pd201_pl10_sv6_bp13_ba720_bp67,166.23,15.32,55.0,251.9,164.79,215.19
44146_sd834_sl12_pd220_pl12_sv6_bp14_ba720_bp54,168.34,14.93,52.33,219.52,163.34,183.17
44147_sd692_sl9_pd201_pl9_sv9_bp11_ba750_bp54,175.55,17.14,53.84,228.89,183.74,212.39
44148_sd777_sl7_pd219_pl11_sv10_bp12_ba730_bp61,186.67,15.5,55.89,233.48,191.33,245.03
44149_sd695_sl10_pd149_pl9_sv7_bp11_ba760_bp61,182.07,14.86,52.41,219.25,174.08,197.31
44150_sd637_sl8_pd205_pl8_sv7_bp12_ba780_bp66,185.96,14.52,52.36,218.79,182.15,172.66
44151_sd684_sl10_pd250_pl13_sv10_bp13_ba810_bp76,210.52,16.45,54.95,245.12,212.86,228.88
44152_sd665_sl8_pd174_pl11_sv6_bp11_ba590_bp45,150.33,12.77,42.69,179.25,144.33,143.77
44153_sd701_sl6_pd213_pl10_sv6_bp12_ba640_bp48,153.02,13.11,45.83,188.64,145.1,142.54
44154_sd785_sl8_pd249_pl9_sv6_bp12_ba540_bp44,133.86,12.78,38.41,158.57,135.88,153.34
44155_sd792_sl11_pd220_pl10_sv10_bp11_ba680_bp63,169.93,17.09,52.25,213.97,177.05,215.77
44156_sd637_sl10_pd164_pl4_sv8_bp11_ba760_bp62,193.17,15.91,54.65,240.0,174.41,198.22
44157_sd714_sl8_pd165_pl8_sv7_bp12_ba680_bp56,171.87,13.76,47.62,200.95,175.47,159.25
44158_sd868_sl6_pd142_pl9_sv9_bp12_ba750_bp49,227.59,20.35,57.7,274.29,230.06,237.74
44159_sd715_sl9_pd217_pl9_sv7_bp12_ba780_bp51,182.36,15.89,54.82,247.06,183.52,215.02
44160_sd724_sl9_pd238_pl8_sv8_bp13_ba640_bp60,165.18,14.7,45.27,192.54,151.66,175.86
44161_sd707_sl10_pd192_pl10_sv9_bp13_ba820_bp91,202.59,16.56,56.0,255.44,195.63,196.76
44162_sd730_sl10_pd219_pl11_sv12_bp13_ba720_bp73,191.63,15.87,57.18,252.99,231.13,360.68
44163_sd555_sl10_pd223_pl10_sv5_bp14_ba820_bp59,186.31,14.62,52.24,228.96,168.79,159.19
44164_sd790_sl8_pd221_pl13_sv10_bp12_ba670_bp51,199.34,16.07,56.03,209.27,224.92,293.4
44165_sd842_sl14_pd204_pl6_sv9_bp12_ba780_bp72,223.29,20.18,58.21,255.51,258.13,256.74
44166_sd699_sl9_pd232_pl11_sv10_bp12_ba820_bp69,203.37,16.64,56.88,237.1,206.94,222.18
44167_sd771_sl8_pd234_pl11_sv8_bp11_ba720_bp62,232.73,16.44,55.4,269.5,263.22,227.2
44168_sd792_sl11_pd181_pl9_sv5_bp14_ba620_bp57,159.48,13.28,47.06,191.52,154.43,164.18
44169_sd677_sl10_pd165_pl11_sv5_bp13_ba750_bp60,170.27,14.61,51.65,213.99,152.46,155.72
44170_sd779_sl9_pd170_pl14_sv10_bp11_ba640_bp36,168.07,15.96,51.6,203.06,180.01,245.0
44171_sd946_sl12_pd172_pl9_sv7_bp12_ba660_bp62,164.63,14.99,54.41,220.99,162.51,197.06
44172_sd849_sl10_pd186_pl13_sv6_bp13_ba560_bp50,146.86,13.44,46.88,198.0,143.17,167.72
44173_sd751_sl10_pd266_pl8_sv10_bp11_ba660_bp68,176.77,14.8,51.19,200.05,181.73,206.1
44174_sd911_sl8_pd163_pl10_sv8_bp12_ba710_bp54,189.09,15.58,53.65,210.66,192.32,187.99
44175_sd854_sl10_pd217_pl7_sv11_bp11_ba790_bp54,268.4,21.02,58.16,300.44,301.0,363.38
44176_sd546_sl11_pd168_pl9_sv7_bp11_ba730_bp62,169.08,14.33,49.91,202.0,155.21,158.23
44177_sd917_sl9_pd165_pl10_sv11_bp13_ba700_bp43,185.68,17.15,60.82,257.57,217.09,345.89
