load_case,out_oopDisp_mm_n2,out_supReac_kN_n3,out_supReac_kN_n4,out_verDisp_mm_n5,out_oopDisp_mm_n5,out_endBend_kNm_n6
32055_sd713_sl9_pd297_pl11_sv7_bp12_ba750_bp77,176.36,15.08,50.97,211.33,165.17,164.46
32056_sd784_sl10_pd273_pl10_sv5_bp11_ba610_bp67,144.7,13.4,46.59,191.79,137.2,152.94
32057_sd659_sl10_pd189_pl10_sv9_bp11_ba680_bp58,159.92,15.41,49.97,208.61,174.46,186.45
32058_sd731_sl9_pd224_pl10_sv10_bp13_ba610_bp68,160.42,14.93,48.61,190.77,171.14,194.19
32059_sd670_sl9_pd174_pl10_sv8_bp13_ba700_bp52,183.65,14.7,49.95,216.97,189.2,210.79
32060_sd757_sl5_pd247_pl10_sv8_bp11_ba590_bp66,159.88,14.35,52.83,246.9,155.3,229.03
32061_sd533_sl8_pd151_pl11_sv6_bp10_ba650_bp47,154.69,13.29,44.8,192.12,142.1,137.96
32062_sd838_sl11_pd137_pl11_sv8_bp12_ba720_bp52,183.42,20.54,67.54,384.22,187.82,344.9
32063_sd571_sl12_pd212_pl14_sv11_bp12_ba920_bp57,232.25,16.88,60.76,297.78,235.3,259.46
32064_sd797_sl7_pd199_pl14_sv5_bp14_ba710_bp61,165.08,14.05,51.18,205.16,154.71,161.69
32065_sd896_sl11_pd167_pl11_sv7_bp13_ba740_bp74,180.14,15.77,56.87,234.52,174.98,190.13
32066_sd768_sl8_pd235_pl12_sv8_bp12_ba700_bp71,177.21,17.17,56.85,259.49,183.92,220.6
32067_sd703_sl12_pd179_pl13_sv7_bp10_ba450_bp57,127.94,11.79,32.04,146.47,156.91,132.83
32068_sd763_sl5_pd214_pl9_sv8_bp12_ba670_bp76,189.91,17.27,55.21,274.17,191.84,215.54
32069_sd778_sl11_pd147_pl10_sv11_bp13_ba650_bp76,157.54,16.19,54.26,206.67,172.34,228.47
32070_sd718_sl10_pd249_pl15_sv7_bp11_ba600_bp51,151.25,13.57,42.4,184.59,158.47,151.17
32071_sd737_sl13_pd197_pl13_sv10_bp13_ba740_bp68,181.43,15.65,57.43,233.71,189.53,260.02
32072_sd751_sl12_pd207_pl10_sv6_bp13_ba770_bp64,181.9,15.43,53.13,227.11,168.8,195.0
32073_sd796_sl10_pd269_pl10_sv7_bp12_ba530_bp62,129.13,14.75,49.63,219.58,137.89,205.58
32074_sd792_sl9_pd123_pl11_sv8_bp11_ba670_bp60,178.38,15.49,52.43,225.94,184.39,205.08
32075_sd767_sl13_pd84_pl10_sv10_bp10_ba730_bp68,200.94,17.74,56.93,245.51,216.65,289.29
32076_sd800_sl11_pd227_pl11_sv6_bp12_ba580_bp63,151.12,13.35,40.88,174.47,152.15,140.54
32077_sd743_sl9_pd216_pl5_sv13_bp13_ba640_bp70,315.36,20.73,65.96,375.38,452.87,562.84
32078_sd697_sl9_pd210_pl11_sv7_bp12_ba560_bp54,135.52,13.42,42.69,178.18,137.81,140.21
32079_sd662_sl13_pd105_pl5_sv10_bp12_ba760_bp57,194.02,17.03,58.56,262.95,190.12,290.6
32080_sd546_sl9_pd179_pl10_sv9_bp13_ba770_bp47,180.03,16.66,55.19,224.54,194.73,230.72
32081_sd928_sl11_pd112_pl6_sv6_bp10_ba610_bp68,162.46,14.93,54.08,246.21,161.59,207.86
32082_sd749_sl8_pd214_pl8_sv8_bp9_ba840_bp61,209.07,15.82,56.62,264.87,197.52,240.72
32083_sd620_sl11_pd172_pl10_sv9_bp9_ba800_bp47,191.64,17.08,56.33,252.51,199.78,203.21
32084_sd713_sl13_pd352_pl11_sv8_bp13_ba810_bp42,199.71,16.26,57.07,260.11,202.3,213.96
32085_sd674_sl11_pd187_pl11_sv9_bp13_ba730_bp81,172.24,15.86,55.52,230.86,169.34,184.72
32086_sd675_sl9_pd268_pl12_sv8_bp13_ba600_bp60,146.78,15.96,51.08,230.67,159.97,189.07
32087_sd601_sl9_pd206_pl7_sv7_bp11_ba610_bp47,157.49,13.8,45.27,188.93,157.92,147.08
32088_sd836_sl12_pd162_pl7_sv8_bp12_ba770_bp48,224.45,16.76,52.37,250.91,256.43,260.38
32089_sd710_sl9_pd226_pl12_sv10_bp13_ba700_bp51,190.01,15.9,53.22,210.23,190.07,210.93
32090_sd720_sl10_pd230_pl9_sv8_bp13_ba680_bp69,166.39,14.24,49.63,209.55,182.08,210.67
32091_sd798_sl8_pd151_pl9_sv9_bp12_ba670_bp53,184.53,16.24,52.84,232.95,198.02,249.61
32092_sd760_sl9_pd284_pl9_sv10_bp12_ba770_bp71,193.47,15.3,55.06,223.33,195.46,234.62
32093_sd777_sl10_pd252_pl9_sv11_bp14_ba640_bp75,173.54,14.32,54.2,193.9,192.98,250.39
32094_sd624_sl8_pd127_pl10_sv6_bp13_ba790_bp63,185.11,15.08,50.89,223.43,172.44,167.23
32095_sd813_sl12_pd236_pl13_sv6_bp13_ba680_bp64,168.95,14.75,49.13,195.84,151.16,153.87
32096_sd662_sl10_pd286_pl10_sv7_bp14_ba540_bp41,135.53,12.85,41.99,182.56,130.21,180.39
32097_sd737_sl8_pd215_pl9_sv10_bp13_ba750_bp57,217.31,15.76,54.76,233.67,227.04,278.29
32098_sd655_sl8_pd249_pl6_sv11_bp12_ba790_bp62,252.44,19.36,60.02,303.6,303.1,257.85
32099_sd814_sl8_pd183_pl4_sv6_bp11_ba760_bp52,179.39,15.33,54.27,229.8,168.34,212.19
32100_sd638_sl15_pd92_pl11_sv12_bp11_ba670_bp63,180.65,15.73,55.06,238.75,223.07,301.46
32101_sd847_sl11_pd151_pl10_sv7_bp13_ba370_bp59,94.47,11.05,31.75,133.74,102.88,127.11
32102_sd675_sl9_pd236_pl10_sv7_bp12_ba740_bp72,172.66,15.42,55.08,247.8,153.45,212.77
32103_sd730_sl12_pd278_pl10_sv8_bp12_ba720_bp62,172.71,16.35,56.88,264.98,176.4,242.34
32104_sd909_sl10_pd215_pl8_sv9_bp10_ba740_bp58,195.0,16.58,54.99,223.72,192.63,259.22
32105_sd900_sl6_pd82_pl10_sv7_bp11_ba670_bp83,170.22,14.3,48.8,199.98,165.38,175.45
32106_sd729_sl10_pd148_pl9_sv6_bp12_ba670_bp74,166.1,14.02,49.59,207.18,156.15,171.27
32107_sd692_sl11_pd214_pl11_sv9_bp12_ba540_bp60,135.61,14.5,42.49,196.45,145.45,168.14
32108_sd784_sl8_pd190_pl11_sv7_bp12_ba790_bp62,192.16,16.9,57.53,267.47,184.28,222.31
32109_sd770_sl13_pd203_pl9_sv7_bp14_ba600_bp64,149.03,13.68,47.31,195.34,150.06,164.78
32110_sd714_sl11_pd231_pl9_sv10_bp12_ba700_bp68,183.84,15.45,50.79,199.12,173.85,202.45
32111_sd653_sl7_pd280_pl8_sv6_bp14_ba680_bp63,171.1,13.79,44.81,194.62,162.9,144.63
32112_sd655_sl11_pd173_pl6_sv6_bp11_ba870_bp84,203.67,16.04,57.8,257.37,177.44,195.24
32113_sd572_sl5_pd164_pl13_sv8_bp13_ba710_bp69,219.44,14.93,48.82,241.35,243.36,207.29
32114_sd580_sl8_pd156_pl6_sv7_bp13_ba690_bp73,184.01,14.45,53.0,220.5,165.9,202.43
32115_sd726_sl10_pd246_pl10_sv5_bp10_ba590_bp57,141.19,12.99,43.63,172.25,128.7,130.27
32116_sd799_sl7_pd218_pl11_sv7_bp11_ba680_bp76,218.39,15.63,52.51,254.37,247.89,225.46
32117_sd741_sl10_pd201_pl10_sv10_bp13_ba710_bp81,172.73,16.08,53.26,211.57,180.82,238.97
32118_sd713_sl10_pd148_pl12_sv7_bp13_ba790_bp67,190.77,14.97,54.47,260.73,184.2,190.92
32119_sd771_sl11_pd88_pl11_sv8_bp11_ba770_bp51,197.13,20.13,64.69,365.38,194.2,328.06
32120_sd942_sl11_pd188_pl10_sv8_bp12_ba690_bp74,184.16,16.8,57.45,257.21,189.47,247.41
32121_sd940_sl9_pd222_pl10_sv7_bp10_ba530_bp46,132.08,13.58,38.41,172.95,136.96,153.2
32122_sd744_sl10_pd232_pl10_sv6_bp13_ba870_bp56,204.63,15.65,56.97,243.2,194.91,192.91
32123_sd775_sl8_pd165_pl14_sv9_bp12_ba830_bp84,238.2,18.31,58.04,287.73,261.76,234.34
32124_sd706_sl10_pd144_pl11_sv8_bp13_ba800_bp49,193.5,18.25,63.34,325.5,181.46,292.71
32125_sd842_sl12_pd194_pl10_sv8_bp13_ba550_bp50,161.47,15.8,46.92,220.58,190.53,197.25
32126_sd764_sl9_pd190_pl10_sv10_bp11_ba720_bp47,185.53,15.8,60.07,222.23,183.55,272.11
32127_sd839_sl11_pd143_pl10_sv8_bp10_ba530_bp51,134.35,15.64,56.58,267.17,144.51,254.99
32128_sd682_sl11_pd201_pl11_sv5_bp11_ba740_bp62,173.35,15.03,52.37,208.37,150.95,171.35
32129_sd789_sl9_pd201_pl10_sv5_bp12_ba700_bp60,175.99,14.35,47.61,204.72,163.02,138.59
32130_sd781_sl14_pd142_pl10_sv7_bp13_ba710_bp67,198.62,15.57,53.89,247.18,221.18,192.67
32131_sd689_sl12_pd247_pl10_sv10_bp10_ba700_bp57,169.28,15.87,52.91,215.69,174.95,226.06
32132_sd890_sl8_pd128_pl13_sv9_bp11_ba720_bp52,241.85,16.98,55.79,258.98,301.65,283.67
32133_sd724_sl13_pd219_pl9_sv11_bp13_ba680_bp48,180.6,18.16,63.01,267.76,193.91,322.51
32134_sd858_sl8_pd218_pl10_sv7_bp12_ba610_bp58,150.3,15.4,52.42,225.11,145.6,188.55
32135_sd717_sl11_pd240_pl7_sv10_bp13_ba770_bp85,186.82,16.62,56.03,244.02,190.96,224.2
32136_sd675_sl10_pd147_pl11_sv12_bp14_ba560_bp69,161.32,15.39,52.56,237.06,223.36,384.03
32137_sd740_sl13_pd225_pl8_sv10_bp11_ba740_bp46,184.05,18.17,62.85,256.35,199.24,260.38
32138_sd704_sl7_pd218_pl11_sv5_bp13_ba690_bp55,161.65,13.89,49.19,201.77,158.43,146.63
32139_sd675_sl8_pd263_pl9_sv4_bp11_ba660_bp56,158.19,13.88,45.73,184.26,142.67,130.17
32140_sd861_sl11_pd174_pl9_sv5_bp13_ba790_bp71,182.1,15.52,50.88,216.91,164.97,166.1
32141_sd751_sl11_pd175_pl11_sv7_bp13_ba930_bp52,216.85,17.71,63.34,305.67,217.28,262.19
32142_sd862_sl8_pd167_pl9_sv8_bp12_ba570_bp58,160.19,14.1,39.51,178.5,163.47,167.18
32143_sd813_sl11_pd262_pl8_sv6_bp12_ba660_bp68,154.89,13.77,44.79,183.86,140.73,162.34
32144_sd871_sl12_pd287_pl11_sv8_bp14_ba650_bp71,165.11,17.44,61.74,283.69,170.88,257.21
32145_sd717_sl10_pd153_pl9_sv9_bp9_ba570_bp71,148.36,14.34,44.35,157.77,143.73,162.77
32146_sd866_sl10_pd152_pl10_sv6_bp11_ba710_bp54,219.8,15.58,55.56,256.87,249.74,211.55
32147_sd717_sl9_pd122_pl13_sv11_bp13_ba720_bp58,187.88,17.02,61.5,270.02,191.21,305.8
32148_sd695_sl12_pd232_pl9_sv10_bp12_ba840_bp63,197.19,16.71,58.69,246.93,199.11,270.63
32149_sd656_sl8_pd168_pl7_sv7_bp11_ba730_bp59,171.45,14.61,50.89,217.77,177.01,169.21
32150_sd836_sl14_pd245_pl10_sv9_bp11_ba730_bp85,198.43,16.89,61.65,300.16,185.27,251.55
32151_sd763_sl10_pd188_pl13_sv6_bp11_ba720_bp67,171.3,14.99,50.64,226.25,170.09,175.4
32152_sd761_sl10_pd188_pl7_sv7_bp13_ba670_bp62,172.09,14.76,51.34,211.22,162.82,201.38
32153_sd797_sl11_pd108_pl7_sv10_bp12_ba810_bp63,221.3,18.24,58.94,283.7,213.93,314.04
32154_sd799_sl11_pd182_pl13_sv9_bp11_ba800_bp64,207.94,18.36,61.77,330.86,202.65,293.74
32155_sd634_sl10_pd200_pl11_sv12_bp12_ba750_bp63,189.71,17.42,58.62,289.02,215.67,342.83
32156_sd627_sl8_pd119_pl11_sv10_bp11_ba720_bp61,184.85,14.57,52.84,238.28,195.24,274.76
32157_sd738_sl9_pd200_pl11_sv12_bp11_ba540_bp38,169.35,16.03,50.77,185.79,190.12,344.59
32158_sd716_sl8_pd124_pl11_sv11_bp10_ba680_bp47,172.89,16.47,55.68,248.38,198.45,289.09
32159_sd776_sl8_pd179_pl7_sv10_bp11_ba610_bp47,188.44,14.97,50.05,217.89,208.77,243.61
32160_sd850_sl11_pd183_pl13_sv9_bp14_ba650_bp39,164.87,19.46,66.67,339.02,200.31,290.06
32161_sd725_sl14_pd192_pl8_sv8_bp13_ba590_bp51,167.87,14.76,49.93,216.33,180.81,238.48
32162_sd696_sl8_pd184_pl8_sv10_bp12_ba550_bp59,165.11,13.69,42.83,179.49,179.43,204.86
32163_sd590_sl8_pd139_pl14_sv8_bp14_ba590_bp62,158.85,13.71,45.59,209.63,177.34,199.33
32164_sd731_sl10_pd128_pl11_sv7_bp12_ba660_bp81,153.71,15.08,54.75,251.61,159.72,224.55
32165_sd733_sl11_pd264_pl11_sv6_bp12_ba680_bp59,167.87,13.91,49.92,203.92,163.75,154.39
32166_sd574_sl12_pd170_pl6_sv8_bp12_ba720_bp54,212.55,16.83,51.03,245.16,245.52,193.17
32167_sd696_sl12_pd216_pl10_sv9_bp12_ba620_bp64,185.69,15.52,50.38,222.95,228.71,218.24
32168_sd789_sl11_pd202_pl8_sv7_bp12_ba900_bp37,219.13,18.6,63.27,311.27,206.11,266.79
32169_sd853_sl11_pd91_pl11_sv9_bp12_ba600_bp44,150.25,15.33,48.1,222.35,186.14,237.7
32170_sd763_sl12_pd133_pl7_sv8_bp11_ba630_bp71,242.67,16.48,56.06,297.06,304.45,241.69
32171_sd716_sl11_pd225_pl11_sv9_bp12_ba860_bp58,198.82,17.39,61.35,283.17,193.69,261.07
32172_sd833_sl10_pd234_pl5_sv8_bp11_ba870_bp50,230.7,18.95,64.03,320.19,199.63,260.43
32173_sd613_sl13_pd249_pl11_sv6_bp12_ba690_bp69,158.37,13.55,47.08,191.06,154.79,149.05
32174_sd700_sl12_pd209_pl11_sv13_bp12_ba730_bp66,194.9,18.23,65.74,316.13,247.64,401.49
32175_sd748_sl10_pd207_pl9_sv8_bp11_ba740_bp77,195.77,15.18,54.27,254.17,192.04,205.25
32176_sd799_sl11_pd236_pl8_sv5_bp13_ba810_bp49,205.11,15.96,58.76,267.3,198.76,214.44
32177_sd682_sl7_pd199_pl12_sv14_bp12_ba860_bp68,259.98,22.48,63.01,357.08,320.97,388.15
32178_sd812_sl10_pd118_pl8_sv7_bp11_ba560_bp50,146.65,15.4,47.1,224.04,154.72,179.88
32179_sd691_sl11_pd207_pl6_sv8_bp12_ba760_bp61,196.81,15.91,54.02,240.54,207.96,199.87
32180_sd883_sl10_pd179_pl10_sv7_bp12_ba510_bp57,129.45,15.95,54.74,255.7,143.65,267.88
32181_sd743_sl9_pd169_pl7_sv6_bp9_ba840_bp53,203.94,17.05,58.58,269.74,182.09,216.62
32182_sd755_sl16_pd182_pl13_sv10_bp11_ba680_bp48,186.93,16.47,53.91,215.07,193.09,252.7
32183_sd570_sl10_pd240_pl11_sv8_bp12_ba690_bp74,170.09,15.17,52.57,236.19,161.09,182.45
32184_sd698_sl12_pd155_pl12_sv12_bp14_ba570_bp51,153.24,17.06,50.51,221.39,194.79,250.36
32185_sd638_sl9_pd242_pl9_sv10_bp14_ba840_bp69,200.14,16.37,55.81,229.9,197.74,230.09
32186_sd864_sl6_pd244_pl11_sv8_bp12_ba730_bp52,186.63,15.75,56.12,229.87,194.53,214.27
32187_sd727_sl13_pd162_pl11_sv9_bp11_ba590_bp54,149.45,16.8,53.42,248.57,163.25,206.66
32188_sd663_sl14_pd275_pl9_sv4_bp12_ba690_bp56,158.89,14.24,49.21,198.08,144.1,135.24
32189_sd669_sl9_pd122_pl9_sv10_bp13_ba650_bp47,185.25,15.06,52.4,206.72,185.88,241.84
32190_sd657_sl9_pd247_pl8_sv6_bp12_ba660_bp66,155.37,13.65,47.44,207.79,145.42,156.16
32191_sd730_sl6_pd270_pl12_sv8_bp13_ba730_bp67,243.86,16.41,55.59,276.57,286.38,256.45
32192_sd784_sl9_pd121_pl11_sv12_bp12_ba750_bp54,206.51,19.14,60.19,252.79,245.01,383.49
32193_sd758_sl10_pd245_pl13_sv10_bp14_ba740_bp46,192.57,15.58,54.52,230.89,196.15,249.3
32194_sd821_sl12_pd231_pl11_sv8_bp12_ba710_bp74,178.69,18.6,65.28,334.09,181.78,320.73
32195_sd792_sl9_pd190_pl12_sv8_bp12_ba790_bp57,207.99,18.32,60.73,291.98,217.19,255.66
32196_sd785_sl12_pd149_pl11_sv9_bp12_ba720_bp92,191.47,18.26,62.23,305.19,174.93,274.79
32197_sd771_sl8_pd243_pl10_sv13_bp14_ba800_bp51,238.17,20.65,56.44,258.7,289.7,392.49
32198_sd788_sl13_pd225_pl11_sv9_bp12_ba830_bp67,210.37,19.03,63.35,326.42,207.6,293.15
32199_sd651_sl14_pd199_pl10_sv6_bp14_ba660_bp64,152.36,13.87,48.71,201.92,142.45,158.39
32200_sd691_sl11_pd205_pl8_sv12_bp11_ba790_bp65,213.39,17.3,56.57,255.74,222.01,320.0
32201_sd669_sl8_pd203_pl11_sv9_bp14_ba770_bp41,203.16,15.69,55.01,235.32,208.72,254.96
32202_sd765_sl12_pd219_pl14_sv7_bp12_ba880_bp62,231.59,18.19,59.43,307.64,238.9,264.11
32203_sd640_sl8_pd203_pl9_sv9_bp11_ba590_bp59,151.37,13.2,41.58,172.42,153.83,181.59
32204_sd716_sl9_pd195_pl9_sv6_bp12_ba540_bp54,131.42,12.13,37.08,160.06,131.12,124.75
32205_sd744_sl14_pd230_pl13_sv6_bp11_ba790_bp61,185.35,17.3,58.18,270.61,167.23,206.0
32206_sd841_sl8_pd224_pl9_sv8_bp12_ba570_bp65,152.69,14.07,40.5,169.22,150.52,173.88
32207_sd754_sl10_pd233_pl14_sv8_bp13_ba710_bp58,167.63,14.86,53.92,241.48,163.72,219.69
32208_sd668_sl10_pd194_pl9_sv9_bp12_ba850_bp49,208.72,17.46,60.21,255.26,203.21,265.33
32209_sd675_sl10_pd220_pl10_sv10_bp11_ba510_bp65,129.74,13.99,37.67,164.63,132.4,157.78
32210_sd726_sl12_pd210_pl8_sv7_bp13_ba880_bp64,212.09,18.46,64.25,329.88,199.61,263.84
32211_sd758_sl11_pd224_pl13_sv7_bp13_ba570_bp65,147.44,13.52,41.96,181.48,141.13,139.32
32212_sd916_sl8_pd109_pl9_sv10_bp12_ba820_bp55,250.84,19.44,58.05,269.14,274.28,329.13
32213_sd771_sl13_pd164_pl14_sv7_bp12_ba780_bp63,237.63,17.89,58.94,277.54,252.02,245.85
32214_sd752_sl11_pd275_pl11_sv8_bp11_ba810_bp68,202.31,20.13,67.47,360.74,192.44,280.83
32215_sd734_sl7_pd187_pl13_sv10_bp12_ba520_bp56,168.0,14.0,44.13,176.56,195.54,225.06
32216_sd753_sl7_pd237_pl9_sv7_bp10_ba860_bp60,210.66,16.38,55.38,272.62,190.98,197.09
32217_sd816_sl10_pd280_pl11_sv7_bp12_ba660_bp63,157.88,14.47,47.43,201.42,150.05,166.75
32218_sd751_sl11_pd118_pl12_sv5_bp13_ba860_bp70,193.64,16.48,57.04,268.78,174.17,216.29
32219_sd782_sl10_pd143_pl8_sv8_bp12_ba670_bp73,188.89,15.36,50.87,221.18,216.76,217.77
32220_sd783_sl11_pd187_pl9_sv10_bp11_ba740_bp38,188.18,17.1,59.26,233.28,204.79,295.23
32221_sd696_sl12_pd160_pl10_sv8_bp12_ba590_bp60,148.58,14.45,53.06,233.11,145.18,241.69
32222_sd726_sl7_pd232_pl10_sv7_bp13_ba850_bp54,219.69,16.06,55.21,257.51,224.75,221.83
32223_sd727_sl14_pd174_pl11_sv6_bp12_ba710_bp55,167.28,15.33,52.33,230.37,152.98,190.51
32224_sd902_sl9_pd257_pl12_sv9_bp12_ba770_bp62,249.05,18.48,58.27,259.7,284.92,283.47
32225_sd774_sl10_pd183_pl13_sv8_bp12_ba530_bp56,131.71,14.52,54.04,247.15,139.55,242.28
32226_sd741_sl9_pd150_pl13_sv9_bp13_ba730_bp57,246.71,17.18,54.01,281.58,315.92,259.18
32227_sd769_sl12_pd121_pl8_sv7_bp13_ba720_bp55,175.75,14.76,55.17,234.45,174.29,179.28
32228_sd558_sl13_pd278_pl11_sv6_bp13_ba540_bp47,127.58,12.11,35.75,163.91,130.78,118.34
32229_sd577_sl8_pd217_pl13_sv9_bp11_ba600_bp57,182.34,13.77,42.14,187.17,204.73,172.58
32230_sd791_sl10_pd174_pl9_sv12_bp12_ba660_bp64,175.66,14.82,54.24,212.06,198.83,361.18
32231_sd781_sl11_pd267_pl10_sv9_bp11_ba730_bp83,184.32,16.23,55.82,265.18,172.77,228.51
32232_sd728_sl8_pd184_pl12_sv6_bp11_ba620_bp68,151.34,13.75,44.99,184.77,147.96,152.83
32233_sd688_sl7_pd240_pl12_sv3_bp12_ba670_bp64,152.02,13.43,47.18,190.83,136.16,137.71
32234_sd648_sl5_pd174_pl10_sv7_bp12_ba790_bp60,207.24,14.3,49.49,245.61,202.65,192.11
