load_case,out_oopDisp_mm_n2,out_supReac_kN_n3,out_supReac_kN_n4,out_verDisp_mm_n5,out_oopDisp_mm_n5,out_endBend_kNm_n6
02022_sd716_sl9_pd185_pl8_sv9_bp12_ba780_bp65,198.51,16.62,56.23,249.19,196.06,224.36
02023_sd614_sl12_pd161_pl10_sv7_bp13_ba760_bp60,175.38,14.74,53.63,237.7,169.03,202.5
02024_sd792_sl10_pd192_pl8_sv7_bp12_ba860_bp56,209.61,16.34,56.79,268.39,210.12,257.16
02025_sd730_sl9_pd224_pl13_sv9_bp10_ba730_bp66,180.84,16.94,59.46,290.2,184.12,250.67
02026_sd815_sl9_pd249_pl8_sv8_bp11_ba560_bp62,153.82,14.12,38.19,153.67,147.57,158.65
02027_sd856_sl10_pd301_pl9_sv8_bp11_ba690_bp59,194.73,15.86,56.19,225.01,209.0,193.08
02028_sd728_sl10_pd162_pl12_sv8_bp14_ba510_bp60,124.59,15.07,51.11,238.21,131.81,224.94
02029_sd756_sl13_pd118_pl10_sv10_bp12_ba820_bp66,210.17,19.04,60.97,265.49,229.33,278.56
02030_sd720_sl10_pd205_pl9_sv10_bp12_ba560_bp59,159.84,13.77,46.6,175.27,157.45,206.7
02031_sd792_sl10_pd184_pl10_sv8_bp13_ba600_bp52,157.6,15.5,52.78,234.28,147.63,255.23
02032_sd734_sl10_pd250_pl10_sv11_bp13_ba560_bp68,149.38,13.95,42.1,187.67,168.12,256.38
02033_sd764_sl11_pd199_pl8_sv9_bp10_ba730_bp64,183.14,15.6,54.41,207.9,194.07,239.7
02034_sd850_sl12_pd265_pl11_sv11_bp13_ba810_bp58,192.5,20.14,65.01,306.28,215.04,321.54
02035_sd717_sl11_pd298_pl10_sv9_bp13_ba660_bp55,161.62,15.88,51.1,224.55,168.99,211.19
02036_sd910_sl6_pd188_pl10_sv6_bp12_ba730_bp82,209.54,14.79,51.27,241.02,220.7,215.39
02037_sd718_sl11_pd192_pl14_sv7_bp11_ba710_bp83,191.62,16.47,52.86,224.49,185.98,193.01
02038_sd634_sl6_pd195_pl11_sv7_bp12_ba850_bp71,196.79,15.64,53.59,257.21,178.04,184.22
02039_sd707_sl11_pd148_pl11_sv7_bp12_ba730_bp57,175.77,15.14,54.59,222.92,176.49,178.87
02040_sd700_sl10_pd147_pl9_sv6_bp11_ba670_bp64,154.49,13.55,49.2,199.87,150.51,169.21
02041_sd701_sl9_pd95_pl12_sv8_bp13_ba670_bp49,186.83,16.07,51.79,258.71,217.44,191.24
02042_sd772_sl12_pd126_pl12_sv9_bp12_ba660_bp55,164.54,16.86,60.62,302.38,185.81,261.26
02043_sd818_sl8_pd132_pl14_sv8_bp13_ba760_bp65,201.41,16.71,56.64,276.03,212.98,234.25
02044_sd790_sl13_pd207_pl11_sv7_bp9_ba760_bp54,197.09,17.17,57.89,260.18,195.19,228.66
02045_sd735_sl14_pd125_pl7_sv8_bp13_ba610_bp48,178.32,14.99,51.27,242.68,219.1,240.82
02046_sd721_sl11_pd268_pl15_sv6_bp13_ba710_bp61,165.8,14.5,47.32,213.69,156.1,162.2
02047_sd825_sl9_pd142_pl8_sv9_bp12_ba610_bp75,175.14,15.27,47.64,203.14,171.44,200.25
02048_sd756_sl11_pd295_pl9_sv8_bp11_ba670_bp70,178.48,15.01,53.09,257.12,188.31,195.69
02049_sd705_sl12_pd167_pl7_sv3_bp10_ba680_bp65,155.75,13.9,48.67,197.87,136.88,142.75
02050_sd772_sl11_pd166_pl9_sv7_bp11_ba690_bp80,160.19,15.41,53.58,228.7,166.26,185.5
02051_sd752_sl6_pd242_pl8_sv7_bp11_ba840_bp58,203.86,16.27,57.88,280.07,197.85,195.56
02052_sd716_sl7_pd168_pl8_sv8_bp13_ba710_bp60,175.41,14.45,51.78,202.41,169.02,173.9
02053_sd826_sl12_pd247_pl10_sv12_bp11_ba480_bp76,153.12,16.75,49.62,229.89,180.39,293.22
02054_sd801_sl7_pd135_pl9_sv13_bp12_ba780_bp107,497.92,28.13,68.79,524.62,711.91,576.99
02055_sd779_sl9_pd199_pl10_sv9_bp11_ba760_bp48,194.17,17.42,54.14,220.03,208.24,224.42
02056_sd662_sl10_pd206_pl10_sv7_bp12_ba640_bp66,157.83,16.66,56.71,285.63,152.95,246.58
02057_sd788_sl12_pd247_pl11_sv8_bp12_ba790_bp50,187.4,17.82,61.63,272.01,193.85,239.54
02058_sd757_sl10_pd213_pl6_sv5_bp12_ba530_bp64,130.32,12.98,40.37,163.12,123.48,126.82
02059_sd701_sl6_pd205_pl5_sv7_bp12_ba700_bp39,170.36,13.99,52.42,213.17,168.43,175.42
02060_sd841_sl6_pd262_pl7_sv3_bp13_ba710_bp58,165.54,14.59,50.75,198.22,152.8,143.19
02061_sd790_sl11_pd140_pl14_sv4_bp13_ba650_bp68,160.06,14.33,47.03,198.4,147.76,146.31
02062_sd786_sl9_pd208_pl6_sv6_bp14_ba580_bp68,161.26,13.82,40.08,180.2,176.37,148.82
02063_sd861_sl10_pd169_pl13_sv7_bp11_ba690_bp70,164.6,15.66,52.57,224.46,159.45,193.6
02064_sd750_sl10_pd136_pl10_sv9_bp13_ba610_bp53,147.75,14.7,49.16,202.95,146.24,179.1
02065_sd685_sl10_pd222_pl11_sv7_bp13_ba570_bp67,135.78,12.87,41.15,166.55,130.34,120.51
02066_sd797_sl4_pd220_pl8_sv9_bp11_ba890_bp61,232.53,15.79,57.51,275.93,215.87,288.05
02067_sd744_sl11_pd115_pl15_sv8_bp14_ba670_bp68,162.5,16.23,50.44,228.87,161.36,215.84
02068_sd716_sl8_pd252_pl10_sv10_bp11_ba700_bp82,187.69,15.25,52.64,195.56,182.62,217.27
02069_sd809_sl9_pd125_pl10_sv9_bp12_ba670_bp62,167.71,14.89,50.72,192.01,168.47,206.2
02070_sd698_sl11_pd182_pl6_sv5_bp14_ba540_bp39,131.16,12.54,41.16,174.06,128.52,131.98
02071_sd693_sl10_pd277_pl14_sv9_bp12_ba810_bp66,195.92,16.67,59.58,264.43,194.28,246.89
02072_sd707_sl12_pd152_pl9_sv7_bp11_ba700_bp83,170.62,14.83,54.93,241.98,169.54,206.99
02073_sd976_sl8_pd171_pl11_sv9_bp12_ba540_bp51,160.63,14.27,43.47,173.68,184.59,229.93
02074_sd775_sl10_pd142_pl8_sv8_bp12_ba550_bp69,147.28,13.95,43.83,181.41,142.23,182.97
02075_sd681_sl10_pd185_pl8_sv6_bp12_ba710_bp66,171.05,14.28,47.06,199.56,159.12,156.77
02076_sd710_sl10_pd227_pl11_sv10_bp13_ba690_bp53,178.39,16.4,51.93,218.87,187.2,212.68
02077_sd660_sl4_pd156_pl12_sv7_bp11_ba850_bp64,220.09,15.53,52.2,267.52,227.32,247.28
02078_sd759_sl8_pd157_pl9_sv9_bp11_ba720_bp56,181.18,15.29,50.07,213.74,183.26,205.48
02079_sd715_sl7_pd213_pl11_sv7_bp12_ba520_bp50,149.63,12.51,38.92,169.08,171.98,155.37
02080_sd772_sl9_pd185_pl8_sv8_bp11_ba550_bp62,144.11,14.09,46.14,197.09,130.46,171.61
02081_sd845_sl11_pd169_pl7_sv4_bp10_ba840_bp80,188.4,15.9,57.13,224.86,167.48,180.09
02082_sd673_sl10_pd267_pl8_sv9_bp11_ba850_bp64,206.25,16.53,56.45,234.83,193.74,224.77
02083_sd817_sl8_pd149_pl10_sv7_bp13_ba690_bp56,186.75,15.33,48.38,208.26,199.2,193.2
02084_sd818_sl10_pd171_pl10_sv8_bp14_ba830_bp60,202.55,17.47,60.16,272.12,210.22,258.63
02085_sd665_sl9_pd233_pl6_sv8_bp12_ba650_bp45,164.75,16.64,56.88,270.09,165.3,233.34
02086_sd628_sl6_pd214_pl13_sv5_bp11_ba810_bp63,185.24,14.85,51.51,218.03,162.97,149.12
02087_sd660_sl6_pd177_pl7_sv8_bp12_ba800_bp78,195.35,15.64,51.91,230.22,176.98,198.82
02088_sd699_sl10_pd177_pl11_sv5_bp12_ba820_bp57,190.86,15.03,53.6,245.85,177.34,188.54
02089_sd697_sl11_pd56_pl11_sv7_bp11_ba640_bp41,156.56,14.29,49.36,204.74,167.88,180.49
02090_sd778_sl11_pd201_pl13_sv10_bp13_ba800_bp57,207.97,16.88,60.5,265.68,210.4,236.37
02091_sd798_sl10_pd232_pl12_sv9_bp11_ba790_bp50,202.19,17.46,58.92,269.95,217.43,229.43
02092_sd706_sl8_pd265_pl14_sv6_bp12_ba710_bp63,169.01,15.34,53.71,232.85,158.63,183.82
02093_sd852_sl12_pd140_pl8_sv10_bp11_ba700_bp60,183.68,15.67,65.69,250.47,201.49,332.27
02094_sd869_sl8_pd241_pl11_sv10_bp13_ba690_bp70,190.45,16.48,53.3,210.84,190.52,280.01
02095_sd786_sl10_pd285_pl5_sv6_bp13_ba680_bp78,178.26,14.93,48.34,212.93,187.32,169.64
02096_sd701_sl14_pd240_pl12_sv9_bp13_ba570_bp46,145.14,14.12,45.47,194.91,159.0,190.4
02097_sd840_sl9_pd167_pl10_sv8_bp13_ba660_bp32,192.76,15.03,49.47,210.63,203.26,202.19
02098_sd638_sl11_pd221_pl15_sv7_bp12_ba590_bp65,139.45,13.47,40.62,170.28,125.24,141.0
02099_sd842_sl9_pd219_pl12_sv10_bp12_ba570_bp58,156.77,14.28,46.72,184.29,180.9,259.96
02100_sd700_sl9_pd302_pl10_sv11_bp14_ba610_bp68,162.41,14.65,49.78,192.32,185.14,229.4
02101_sd826_sl11_pd225_pl8_sv10_bp13_ba500_bp73,139.51,14.33,43.78,189.25,156.47,208.34
02102_sd758_sl10_pd225_pl10_sv9_bp13_ba610_bp74,144.49,14.96,44.69,184.28,147.82,173.1
02103_sd783_sl10_pd109_pl12_sv7_bp13_ba780_bp66,194.67,15.77,56.57,249.34,198.54,183.42
02104_sd792_sl12_pd267_pl10_sv8_bp11_ba760_bp64,191.99,18.49,63.11,310.39,188.88,270.51
02105_sd742_sl9_pd243_pl9_sv5_bp12_ba760_bp37,200.69,15.17,54.89,249.29,206.56,184.38
02106_sd699_sl8_pd222_pl7_sv9_bp10_ba730_bp59,191.27,14.93,53.03,220.46,186.71,193.8
02107_sd665_sl7_pd155_pl10_sv6_bp11_ba630_bp68,152.84,14.32,49.64,223.22,145.96,178.38
02108_sd720_sl6_pd241_pl12_sv5_bp12_ba590_bp63,139.4,13.07,43.51,180.4,131.8,137.66
02109_sd718_sl6_pd185_pl9_sv7_bp12_ba690_bp69,182.82,14.04,48.93,201.32,173.21,155.24
02110_sd866_sl9_pd241_pl6_sv10_bp12_ba880_bp82,256.33,20.71,59.76,274.74,265.8,305.54
02111_sd674_sl10_pd60_pl8_sv8_bp12_ba630_bp61,171.58,14.5,47.37,193.65,182.24,212.73
02112_sd788_sl7_pd153_pl10_sv8_bp12_ba520_bp54,147.52,12.79,37.35,154.83,148.58,151.02
02113_sd725_sl10_pd220_pl9_sv8_bp14_ba760_bp41,187.92,14.78,53.96,228.95,199.66,244.8
02114_sd746_sl11_pd164_pl11_sv8_bp12_ba680_bp60,170.52,19.31,63.59,341.59,171.06,320.48
02115_sd713_sl10_pd283_pl11_sv8_bp12_ba850_bp52,201.22,17.42,60.43,317.01,188.93,235.8
02116_sd802_sl11_pd178_pl12_sv8_bp13_ba770_bp63,190.13,17.52,62.06,275.97,190.14,296.88
02117_sd709_sl8_pd204_pl12_sv7_bp13_ba560_bp76,143.66,14.22,46.81,219.84,145.99,193.74
02118_sd758_sl11_pd144_pl12_sv9_bp11_ba650_bp73,164.48,17.13,57.83,292.6,164.93,248.24
02119_sd674_sl9_pd192_pl9_sv7_bp12_ba660_bp56,158.54,15.95,54.65,251.64,154.89,211.46
02120_sd885_sl10_pd162_pl10_sv11_bp11_ba730_bp73,175.58,16.7,59.46,226.83,187.25,239.16
02121_sd729_sl7_pd200_pl10_sv4_bp13_ba720_bp51,166.65,14.26,48.17,194.64,151.64,132.69
02122_sd901_sl10_pd196_pl7_sv13_bp13_ba750_bp60,390.96,25.2,63.45,335.25,526.86,528.69
02123_sd664_sl11_pd236_pl12_sv9_bp11_ba840_bp51,196.5,16.89,58.3,280.32,202.1,242.03
02124_sd696_sl11_pd128_pl10_sv10_bp13_ba570_bp77,134.28,15.15,46.82,185.55,141.0,205.1
02125_sd734_sl12_pd173_pl7_sv8_bp11_ba850_bp42,277.16,20.06,59.82,347.88,325.44,311.28
02126_sd833_sl10_pd231_pl9_sv8_bp11_ba750_bp58,212.88,16.37,56.79,282.63,228.22,229.36
02127_sd746_sl13_pd130_pl8_sv7_bp12_ba550_bp48,141.66,13.81,41.75,197.92,152.84,152.16
02128_sd670_sl6_pd234_pl12_sv4_bp13_ba630_bp77,145.32,12.87,42.3,174.26,136.2,122.74
02129_sd706_sl11_pd152_pl12_sv9_bp10_ba860_bp71,206.29,18.2,63.14,330.01,190.91,289.14
02130_sd909_sl7_pd263_pl9_sv7_bp10_ba700_bp76,179.98,14.74,53.11,219.5,185.1,183.67
02131_sd761_sl11_pd165_pl10_sv9_bp11_ba730_bp53,175.28,16.92,56.61,230.16,172.67,210.12
02132_sd723_sl8_pd215_pl8_sv4_bp12_ba590_bp47,136.23,12.91,43.6,176.32,121.93,129.09
02133_sd649_sl5_pd165_pl8_sv11_bp10_ba670_bp80,236.03,16.83,53.42,313.98,326.35,264.98
02134_sd872_sl10_pd220_pl8_sv8_bp13_ba530_bp83,147.59,14.06,40.14,171.88,153.1,189.74
02135_sd898_sl11_pd205_pl11_sv5_bp11_ba720_bp64,166.13,15.58,53.13,215.39,152.68,166.89
02136_sd755_sl7_pd249_pl8_sv8_bp12_ba600_bp69,155.21,13.92,44.03,189.2,160.91,161.17
02137_sd845_sl9_pd184_pl12_sv7_bp13_ba630_bp67,151.59,14.25,50.49,205.7,142.08,189.98
02138_sd760_sl10_pd185_pl9_sv9_bp10_ba520_bp70,128.9,13.65,42.17,180.36,128.5,167.08
02139_sd692_sl9_pd183_pl9_sv7_bp11_ba520_bp48,128.28,12.98,36.42,170.04,131.26,152.78
02140_sd681_sl11_pd195_pl10_sv7_bp12_ba660_bp45,161.4,14.83,52.18,216.06,165.87,167.84
02141_sd775_sl7_pd267_pl10_sv8_bp11_ba750_bp73,192.51,14.8,52.23,236.44,208.13,181.59
02142_sd717_sl10_pd142_pl14_sv9_bp13_ba700_bp50,189.36,16.83,54.92,242.38,199.16,237.2
02143_sd782_sl9_pd169_pl10_sv8_bp11_ba700_bp59,181.72,14.74,50.67,220.23,185.04,199.97
02144_sd914_sl8_pd212_pl11_sv6_bp10_ba620_bp50,151.79,13.31,47.96,196.89,141.15,180.84
02145_sd711_sl8_pd142_pl9_sv11_bp12_ba620_bp87,212.35,15.07,46.24,218.37,245.17,322.38
02146_sd880_sl12_pd147_pl12_sv7_bp12_ba650_bp53,190.14,16.47,53.48,251.59,207.74,214.03
02147_sd734_sl11_pd187_pl10_sv9_bp10_ba680_bp68,186.08,15.98,54.69,239.56,195.35,216.77
02148_sd828_sl6_pd225_pl5_sv7_bp11_ba790_bp52,210.2,15.53,59.54,257.81,212.39,215.85
02149_sd721_sl11_pd223_pl10_sv5_bp11_ba760_bp66,177.54,14.68,53.31,219.0,162.64,164.52
02150_sd657_sl11_pd230_pl10_sv9_bp12_ba610_bp54,153.14,15.11,52.12,227.92,146.7,199.78
02151_sd649_sl10_pd152_pl10_sv6_bp11_ba990_bp85,235.33,18.39,59.33,311.55,209.33,228.63
02152_sd777_sl9_pd212_pl11_sv7_bp12_ba600_bp54,146.56,15.15,53.61,247.54,157.53,225.2
02153_sd783_sl10_pd211_pl10_sv6_bp11_ba880_bp61,245.73,17.99,61.57,292.76,263.33,236.39
02154_sd733_sl8_pd243_pl8_sv10_bp12_ba630_bp52,180.41,14.7,50.61,197.57,190.42,236.02
02155_sd865_sl11_pd220_pl9_sv4_bp13_ba730_bp70,170.87,14.68,53.28,226.99,149.6,170.73
02156_sd736_sl8_pd223_pl9_sv7_bp11_ba560_bp47,139.52,13.98,45.19,198.67,138.81,164.94
02157_sd779_sl11_pd152_pl11_sv9_bp13_ba680_bp71,170.95,15.76,52.16,227.6,171.03,188.29
02158_sd677_sl6_pd192_pl10_sv6_bp12_ba570_bp56,140.45,12.47,39.33,169.63,133.52,137.57
02159_sd754_sl12_pd145_pl10_sv9_bp13_ba590_bp58,173.84,15.29,45.86,215.69,195.71,217.32
02160_sd797_sl8_pd154_pl13_sv7_bp11_ba660_bp55,157.58,14.15,46.98,202.7,153.52,160.9
02161_sd709_sl8_pd165_pl14_sv8_bp12_ba680_bp57,185.31,16.52,57.98,277.64,181.02,268.85
02162_sd822_sl10_pd248_pl15_sv6_bp13_ba650_bp55,157.27,14.33,47.69,195.29,147.65,145.73
02163_sd778_sl7_pd188_pl12_sv7_bp13_ba750_bp60,204.8,15.29,51.37,231.43,246.83,211.66
02164_sd771_sl7_pd230_pl12_sv7_bp12_ba650_bp81,171.11,15.18,52.73,230.96,176.21,205.89
02165_sd757_sl12_pd187_pl11_sv9_bp12_ba610_bp56,160.1,17.44,59.58,279.98,161.82,251.1
02166_sd644_sl11_pd163_pl14_sv4_bp12_ba600_bp49,144.91,13.32,42.95,185.66,134.11,134.95
02167_sd811_sl14_pd219_pl13_sv9_bp11_ba690_bp57,175.44,16.46,52.49,209.67,188.47,210.15
02168_sd656_sl13_pd201_pl10_sv10_bp12_ba710_bp44,197.12,15.92,51.5,233.69,224.33,246.88
02169_sd813_sl9_pd263_pl12_sv5_bp12_ba790_bp49,179.41,14.56,53.65,226.59,161.42,184.63
02170_sd700_sl8_pd214_pl10_sv8_bp12_ba770_bp50,198.07,15.48,54.36,215.66,194.28,204.17
02171_sd806_sl12_pd143_pl13_sv9_bp15_ba730_bp48,196.36,18.23,62.72,298.58,198.13,272.75
02172_sd799_sl6_pd336_pl9_sv9_bp13_ba850_bp70,220.06,20.17,64.04,330.52,226.18,262.17
02173_sd737_sl7_pd194_pl12_sv7_bp12_ba650_bp63,160.61,13.73,47.89,191.45,157.42,145.57
02174_sd759_sl9_pd269_pl9_sv7_bp12_ba760_bp43,191.47,15.12,54.38,211.89,176.4,180.64
02175_sd915_sl7_pd183_pl8_sv6_bp12_ba720_bp63,186.39,14.66,50.81,230.71,165.85,202.22
02176_sd722_sl12_pd203_pl6_sv4_bp13_ba710_bp74,165.62,14.34,45.56,192.18,151.01,150.48
02177_sd778_sl8_pd254_pl8_sv6_bp12_ba700_bp35,175.91,13.95,50.65,211.34,159.91,179.33
02178_sd705_sl9_pd206_pl10_sv8_bp11_ba880_bp56,217.9,16.21,56.02,259.38,211.72,222.32
02179_sd775_sl10_pd179_pl10_sv8_bp13_ba600_bp71,141.82,14.04,46.16,193.99,149.16,178.18
02180_sd815_sl13_pd204_pl9_sv9_bp12_ba690_bp56,234.45,17.32,57.73,276.99,276.98,302.98
02181_sd793_sl9_pd262_pl11_sv10_bp12_ba740_bp51,188.6,16.32,57.88,242.63,191.1,266.5
02182_sd861_sl13_pd263_pl7_sv7_bp11_ba730_bp53,191.24,16.28,54.51,233.18,211.82,186.31
02183_sd776_sl13_pd218_pl11_sv11_bp10_ba690_bp74,174.69,15.83,55.06,234.35,187.78,233.62
02184_sd639_sl10_pd204_pl11_sv8_bp12_ba720_bp66,174.16,17.61,61.13,316.1,166.98,266.67
02185_sd783_sl8_pd210_pl15_sv11_bp13_ba680_bp60,184.61,16.69,58.01,229.36,186.36,304.81
02186_sd735_sl9_pd134_pl9_sv8_bp12_ba590_bp69,148.12,13.78,45.22,173.72,163.21,182.95
02187_sd745_sl13_pd200_pl11_sv8_bp12_ba670_bp67,167.91,14.9,48.67,206.62,176.97,194.63
02188_sd873_sl11_pd200_pl11_sv8_bp13_ba580_bp49,150.48,16.36,59.14,276.56,154.94,290.47
02189_sd834_sl7_pd235_pl9_sv9_bp12_ba620_bp62,189.8,16.5,53.98,249.84,199.01,249.58
02190_sd758_sl10_pd214_pl11_sv8_bp13_ba720_bp65,181.98,18.41,62.81,324.45,181.12,288.66
02191_sd865_sl8_pd265_pl7_sv9_bp12_ba670_bp55,198.14,15.78,53.26,231.07,203.68,220.97
02192_sd719_sl13_pd213_pl7_sv8_bp13_ba800_bp61,270.61,19.23,58.03,297.27,321.75,266.77
02193_sd803_sl12_pd138_pl10_sv11_bp12_ba670_bp57,188.07,18.81,58.72,242.92,201.87,296.51
02194_sd833_sl8_pd240_pl13_sv5_bp12_ba760_bp74,183.4,15.24,53.58,226.72,169.33,159.71
02195_sd754_sl10_pd258_pl11_sv8_bp11_ba660_bp65,170.02,14.29,51.43,210.66,159.12,186.12
02196_sd723_sl10_pd179_pl9_sv5_bp13_ba680_bp63,182.34,14.34,51.76,229.05,189.85,171.83
02197_sd855_sl11_pd150_pl8_sv6_bp10_ba630_bp58,177.32,14.47,51.48,226.86,184.11,192.4
02198_sd705_sl12_pd175_pl10_sv7_bp12_ba530_bp56,127.83,12.81,39.17,164.17,132.0,142.51
02199_sd643_sl12_pd190_pl10_sv8_bp10_ba570_bp52,143.06,17.64,56.56,288.39,155.38,245.53
02200_sd668_sl10_pd196_pl16_sv9_bp13_ba580_bp65,142.07,14.45,42.75,184.65,142.37,183.63
02201_sd692_sl11_pd172_pl10_sv8_bp13_ba500_bp59,129.72,16.14,55.24,262.88,133.29,259.84
02202_sd718_sl13_pd130_pl12_sv5_bp12_ba570_bp61,139.53,14.0,40.31,168.85,132.3,129.48
02203_sd940_sl8_pd243_pl13_sv7_bp11_ba800_bp48,197.31,18.25,63.17,295.43,194.34,262.68
02204_sd700_sl9_pd247_pl11_sv6_bp12_ba530_bp72,137.07,12.32,39.52,171.75,139.16,156.04
02205_sd857_sl9_pd174_pl13_sv7_bp11_ba620_bp72,146.37,13.75,47.94,201.62,146.49,165.61
02206_sd769_sl11_pd124_pl7_sv5_bp11_ba760_bp40,184.68,15.24,54.14,235.18,171.72,179.19
02207_sd786_sl8_pd196_pl8_sv10_bp13_ba950_bp48,261.64,19.7,59.21,307.88,261.86,296.58
02208_sd710_sl12_pd186_pl12_sv10_bp12_ba600_bp76,149.22,15.04,49.26,210.47,160.0,217.03
02209_sd679_sl11_pd217_pl8_sv8_bp12_ba730_bp69,223.04,16.34,54.75,249.45,268.23,217.37
02210_sd674_sl7_pd198_pl8_sv12_bp12_ba820_bp51,380.56,23.06,63.8,386.72,524.91,486.76
02211_sd629_sl10_pd256_pl10_sv8_bp14_ba700_bp53,167.92,15.88,54.27,241.98,170.18,222.61
02212_sd762_sl13_pd222_pl11_sv13_bp13_ba790_bp65,212.06,19.68,68.39,345.76,251.32,404.08
02213_sd774_sl8_pd264_pl7_sv6_bp11_ba700_bp49,174.68,14.95,52.4,211.27,157.13,172.13
02214_sd819_sl11_pd283_pl10_sv8_bp11_ba460_bp64,138.38,13.18,44.16,207.17,161.36,165.52
02215_sd743_sl6_pd173_pl12_sv7_bp12_ba780_bp52,226.62,15.15,50.32,242.88,234.75,187.67
02216_sd703_sl9_pd182_pl12_sv6_bp11_ba890_bp56,216.56,17.21,58.07,282.68,210.58,202.9
02217_sd736_sl12_pd179_pl11_sv8_bp13_ba710_bp92,184.0,20.77,63.76,345.5,181.22,303.74
02218_sd735_sl11_pd134_pl8_sv6_bp13_ba660_bp60,159.24,13.81,43.54,184.1,150.46,149.11
02219_sd676_sl10_pd194_pl10_sv7_bp12_ba820_bp48,194.25,16.48,57.0,264.31,186.25,241.31
02220_sd729_sl8_pd234_pl10_sv8_bp13_ba800_bp65,211.25,15.58,52.84,253.27,232.02,218.33
02221_sd723_sl10_pd214_pl9_sv11_bp10_ba620_bp46,159.84,14.5,47.74,205.6,190.57,286.2
02222_sd771_sl11_pd176_pl11_sv7_bp13_ba520_bp55,133.37,12.73,40.47,172.13,143.3,150.65
02223_sd706_sl10_pd238_pl10_sv9_bp13_ba520_bp70,134.08,13.36,37.82,158.58,132.24,157.64
02224_sd668_sl14_pd130_pl12_sv4_bp11_ba810_bp73,187.1,16.17,53.06,230.09,165.34,167.06
02225_sd728_sl8_pd250_pl7_sv7_bp11_ba720_bp68,166.15,14.5,51.73,213.08,169.12,168.53
02226_sd703_sl11_pd162_pl13_sv7_bp12_ba670_bp55,159.39,14.08,47.2,209.35,157.27,178.47
02227_sd769_sl4_pd120_pl10_sv6_bp11_ba560_bp59,155.49,12.02,38.35,163.24,162.36,148.32
02228_sd751_sl11_pd277_pl13_sv6_bp13_ba690_bp67,160.91,14.19,49.32,200.9,144.61,158.91
02229_sd681_sl13_pd201_pl10_sv7_bp12_ba700_bp54,192.99,15.32,54.52,247.91,192.02,215.6
02230_sd682_sl11_pd229_pl10_sv8_bp12_ba800_bp69,196.99,18.18,63.11,340.12,193.19,259.83
02231_sd717_sl11_pd108_pl10_sv8_bp11_ba720_bp72,171.88,15.51,56.51,264.06,170.97,236.5
02232_sd684_sl12_pd198_pl9_sv7_bp12_ba760_bp45,191.41,18.3,60.72,294.14,200.39,269.98
02233_sd857_sl10_pd173_pl9_sv8_bp13_ba690_bp65,181.35,14.91,54.95,220.8,187.85,220.48
02234_sd772_sl8_pd184_pl9_sv9_bp12_ba590_bp55,166.04,14.14,42.52,173.42,156.69,175.26
