load_case,out_oopDisp_mm_n2,out_supReac_kN_n3,out_supReac_kN_n4,out_verDisp_mm_n5,out_oopDisp_mm_n5,out_endBend_kNm_n6
41124_sd625_sl8_pd193_pl12_sv11_bp13_ba840_bp55,205.45,17.94,57.33,295.03,211.77,278.22
41125_sd884_sl11_pd190_pl9_sv9_bp12_ba590_bp72,164.81,16.09,49.61,210.1,189.28,222.41
41126_sd703_sl9_pd248_pl10_sv4_bp12_ba730_bp66,169.96,14.34,53.05,228.19,153.08,160.85
41127_sd657_sl8_pd147_pl6_sv9_bp12_ba610_bp49,164.84,15.17,45.02,191.34,176.26,211.81
41128_sd612_sl10_pd164_pl10_sv9_bp12_ba600_bp67,137.08,13.5,45.22,170.15,143.88,155.37
41129_sd823_sl13_pd221_pl9_sv7_bp12_ba530_bp45,142.94,14.13,42.65,193.96,157.71,162.39
41130_sd903_sl9_pd114_pl12_sv9_bp13_ba710_bp76,248.34,18.8,58.8,293.81,320.89,227.66
41131_sd609_sl9_pd234_pl12_sv10_bp14_ba690_bp57,172.08,15.06,50.54,208.86,178.09,212.63
41132_sd727_sl8_pd188_pl12_sv7_bp11_ba920_bp35,212.77,15.78,56.03,269.36,195.76,229.88
41133_sd812_sl8_pd114_pl13_sv7_bp11_ba670_bp68,171.47,16.5,53.12,261.69,173.38,189.9
41134_sd768_sl10_pd108_pl17_sv4_bp11_ba790_bp47,180.76,15.71,51.62,234.23,161.04,186.95
41135_sd765_sl9_pd114_pl10_sv6_bp13_ba500_bp68,124.68,12.38,35.89,152.98,127.66,146.01
41136_sd778_sl7_pd193_pl13_sv6_bp12_ba660_bp54,162.75,13.85,49.06,200.89,146.54,171.5
41137_sd749_sl11_pd110_pl11_sv7_bp11_ba560_bp54,138.99,14.37,51.81,211.31,146.76,215.8
41138_sd751_sl10_pd202_pl13_sv9_bp11_ba720_bp68,184.65,16.38,56.76,249.71,188.73,203.31
41139_sd789_sl10_pd184_pl13_sv8_bp11_ba810_bp56,196.54,20.08,68.61,335.56,199.4,316.41
41140_sd658_sl11_pd150_pl9_sv9_bp11_ba630_bp75,200.48,15.62,53.01,233.18,221.82,211.86
41141_sd790_sl12_pd227_pl15_sv9_bp13_ba640_bp64,168.47,14.29,46.92,195.63,169.56,181.28
41142_sd714_sl12_pd167_pl8_sv8_bp12_ba770_bp71,264.6,18.83,55.09,293.95,325.02,253.04
41143_sd848_sl9_pd203_pl4_sv5_bp10_ba710_bp66,215.23,16.54,55.25,264.88,249.65,238.15
41144_sd742_sl10_pd154_pl12_sv9_bp13_ba670_bp59,179.67,17.34,58.27,277.61,179.19,238.44
41145_sd750_sl10_pd331_pl7_sv13_bp12_ba530_bp45,289.86,19.23,47.61,263.88,400.95,403.11
41146_sd733_sl10_pd186_pl7_sv10_bp13_ba790_bp69,219.13,18.35,60.28,234.61,226.89,262.28
41147_sd735_sl10_pd188_pl8_sv8_bp12_ba680_bp52,189.1,15.31,48.19,209.79,217.19,211.96
41148_sd859_sl6_pd288_pl9_sv11_bp11_ba770_bp60,248.45,20.64,59.08,271.74,293.73,310.4
41149_sd772_sl9_pd236_pl13_sv7_bp12_ba860_bp73,199.44,17.1,57.96,262.94,188.3,193.31
41150_sd847_sl10_pd191_pl10_sv7_bp12_ba630_bp63,155.84,14.59,50.66,204.91,158.99,183.92
41151_sd810_sl10_pd108_pl8_sv7_bp13_ba700_bp68,188.42,15.58,49.93,210.3,189.56,199.79
41152_sd818_sl10_pd209_pl8_sv11_bp10_ba570_bp50,157.0,16.79,45.43,201.62,201.22,265.91
41153_sd772_sl11_pd259_pl12_sv7_bp13_ba630_bp59,151.29,14.61,45.17,186.89,151.17,162.64
41154_sd780_sl9_pd179_pl9_sv6_bp12_ba760_bp68,182.45,16.0,56.75,256.0,168.47,209.21
41155_sd728_sl13_pd212_pl9_sv11_bp11_ba630_bp67,158.81,15.99,57.67,224.75,171.18,250.11
41156_sd732_sl8_pd281_pl10_sv7_bp13_ba550_bp40,130.77,14.56,50.16,227.96,140.43,187.49
41157_sd681_sl13_pd183_pl12_sv8_bp13_ba710_bp63,168.74,15.34,53.98,242.41,177.89,218.56
41158_sd782_sl9_pd238_pl9_sv9_bp10_ba650_bp46,165.37,14.65,51.82,210.61,161.88,204.73
41159_sd639_sl8_pd163_pl10_sv7_bp13_ba750_bp68,173.75,14.03,50.93,217.94,156.67,162.52
41160_sd707_sl8_pd209_pl11_sv9_bp11_ba820_bp68,216.63,15.76,54.92,235.03,219.75,301.88
41161_sd685_sl10_pd145_pl9_sv7_bp11_ba800_bp58,186.09,15.44,57.1,247.28,170.66,189.25
41162_sd869_sl14_pd248_pl11_sv6_bp14_ba880_bp63,199.66,16.98,58.86,276.8,179.71,218.57
41163_sd838_sl9_pd170_pl11_sv5_bp12_ba700_bp64,163.9,13.85,44.53,190.84,151.59,157.44
41164_sd647_sl11_pd172_pl11_sv9_bp11_ba710_bp49,178.2,16.28,53.56,245.46,181.36,201.31
41165_sd704_sl11_pd236_pl10_sv7_bp11_ba680_bp70,166.92,15.16,54.48,244.71,158.58,211.49
41166_sd806_sl13_pd201_pl9_sv8_bp10_ba910_bp67,229.7,20.88,68.72,362.83,227.17,282.52
41167_sd758_sl7_pd148_pl8_sv7_bp12_ba780_bp42,194.26,15.09,52.06,227.1,193.49,173.71
41168_sd752_sl11_pd130_pl6_sv9_bp12_ba760_bp51,191.31,17.77,56.08,225.55,197.22,222.38
41169_sd792_sl11_pd189_pl10_sv1_bp13_ba680_bp77,151.11,14.07,49.88,204.54,135.5,157.21
41170_sd695_sl12_pd163_pl11_sv10_bp13_ba510_bp53,134.82,14.68,40.75,173.12,148.46,204.94
41171_sd662_sl9_pd221_pl11_sv12_bp13_ba670_bp69,173.43,15.87,51.71,207.81,202.81,282.67
41172_sd719_sl8_pd220_pl11_sv6_bp12_ba1030_bp59,236.7,17.56,59.41,318.5,220.11,230.01
41173_sd795_sl8_pd159_pl12_sv7_bp13_ba740_bp46,171.84,15.55,53.35,223.41,159.44,182.3
41174_sd668_sl12_pd261_pl9_sv9_bp12_ba710_bp54,203.01,17.02,55.3,246.87,215.65,266.8
41175_sd707_sl7_pd220_pl7_sv9_bp12_ba560_bp71,167.28,14.45,41.27,179.54,183.65,190.49
41176_sd770_sl10_pd208_pl7_sv9_bp11_ba580_bp52,148.05,14.36,40.65,170.92,165.95,195.58
41177_sd774_sl12_pd208_pl9_sv7_bp12_ba760_bp54,181.85,15.12,55.4,241.52,174.77,196.99
41178_sd884_sl10_pd258_pl8_sv10_bp13_ba650_bp62,180.83,15.11,53.23,215.04,186.08,229.56
41179_sd705_sl14_pd225_pl10_sv7_bp11_ba590_bp75,144.5,13.63,46.29,195.09,137.39,155.23
41180_sd914_sl8_pd247_pl11_sv5_bp11_ba800_bp62,192.92,14.96,53.61,230.47,172.1,185.22
41181_sd770_sl8_pd264_pl7_sv9_bp11_ba830_bp62,225.33,15.61,55.73,255.47,228.22,241.23
41182_sd872_sl10_pd194_pl12_sv7_bp12_ba710_bp55,174.48,15.77,54.21,219.81,176.86,206.47
41183_sd750_sl8_pd133_pl12_sv8_bp14_ba710_bp44,244.69,16.67,54.05,266.58,308.25,296.88
41184_sd740_sl12_pd239_pl8_sv8_bp12_ba710_bp64,203.17,15.7,51.28,240.26,237.04,225.47
41185_sd765_sl9_pd166_pl8_sv7_bp13_ba730_bp50,183.01,15.3,51.49,222.33,179.81,185.73
41186_sd816_sl11_pd170_pl10_sv8_bp13_ba690_bp55,180.37,19.41,62.99,325.44,189.55,301.3
41187_sd746_sl12_pd196_pl14_sv10_bp13_ba640_bp89,162.49,15.43,49.28,199.93,178.09,216.17
41188_sd822_sl10_pd256_pl8_sv6_bp12_ba640_bp59,148.63,13.64,43.21,178.76,137.34,151.02
41189_sd724_sl14_pd180_pl7_sv7_bp14_ba550_bp53,142.35,13.31,44.92,183.96,141.83,162.04
41190_sd761_sl9_pd167_pl7_sv10_bp11_ba880_bp59,260.99,20.56,57.65,305.56,257.46,311.69
41191_sd712_sl11_pd171_pl12_sv9_bp12_ba730_bp76,182.13,18.9,61.65,328.47,186.32,283.56
41192_sd694_sl6_pd276_pl10_sv6_bp13_ba780_bp46,187.36,15.01,51.59,231.56,170.74,170.21
41193_sd704_sl11_pd253_pl10_sv8_bp12_ba630_bp53,153.26,14.47,46.9,202.97,163.23,183.79
41194_sd667_sl14_pd244_pl10_sv8_bp11_ba660_bp55,159.86,14.76,47.86,199.23,160.03,154.5
41195_sd674_sl8_pd236_pl11_sv9_bp12_ba710_bp70,185.96,14.69,50.43,209.92,205.67,200.39
41196_sd770_sl11_pd58_pl10_sv5_bp11_ba850_bp59,203.21,15.82,55.97,242.85,181.82,185.28
41197_sd772_sl11_pd156_pl11_sv9_bp11_ba660_bp56,164.2,17.94,63.29,308.05,163.76,273.69
41198_sd757_sl8_pd261_pl8_sv9_bp10_ba720_bp71,194.02,14.31,50.07,212.85,210.77,207.51
41199_sd843_sl11_pd203_pl11_sv6_bp12_ba730_bp62,210.98,15.76,55.16,246.51,228.75,190.95
41200_sd781_sl10_pd127_pl10_sv11_bp11_ba640_bp53,191.44,17.01,57.27,230.04,214.35,333.41
41201_sd804_sl7_pd174_pl9_sv7_bp13_ba670_bp59,164.05,13.98,45.1,200.7,171.59,169.63
41202_sd782_sl7_pd266_pl10_sv10_bp13_ba760_bp57,210.05,16.76,56.18,240.58,211.67,243.45
41203_sd732_sl9_pd211_pl12_sv8_bp12_ba610_bp55,153.24,16.92,56.87,285.05,158.93,255.49
41204_sd748_sl11_pd156_pl8_sv8_bp13_ba630_bp42,219.34,16.19,50.8,238.2,265.77,208.58
41205_sd632_sl10_pd234_pl10_sv10_bp13_ba680_bp66,177.12,15.26,49.88,194.0,169.37,190.43
41206_sd739_sl14_pd138_pl7_sv8_bp12_ba680_bp70,204.8,15.46,54.03,259.51,252.18,265.02
41207_sd811_sl9_pd143_pl6_sv4_bp12_ba690_bp54,189.23,15.86,51.6,228.82,189.67,185.07
41208_sd800_sl11_pd184_pl8_sv10_bp12_ba670_bp55,182.99,15.5,57.76,208.21,185.66,257.46
41209_sd832_sl8_pd206_pl13_sv7_bp11_ba560_bp57,143.42,14.19,43.6,203.34,146.6,168.55
41210_sd778_sl7_pd168_pl11_sv10_bp12_ba650_bp67,177.5,15.56,54.23,207.63,196.37,226.75
41211_sd770_sl14_pd324_pl10_sv4_bp12_ba580_bp46,137.48,13.46,43.27,179.1,130.31,127.93
41212_sd695_sl8_pd187_pl12_sv11_bp12_ba690_bp65,178.32,18.42,58.24,293.32,196.77,299.1
41213_sd828_sl10_pd211_pl7_sv9_bp13_ba600_bp44,159.04,14.92,47.73,190.7,182.12,200.73
41214_sd681_sl10_pd122_pl13_sv12_bp13_ba670_bp53,170.45,16.46,59.33,244.41,193.21,272.39
41215_sd812_sl9_pd173_pl13_sv10_bp11_ba560_bp64,157.51,14.57,46.59,183.45,173.21,233.15
41216_sd836_sl7_pd275_pl10_sv7_bp13_ba790_bp63,206.59,16.11,55.66,241.21,218.01,199.79
41217_sd727_sl10_pd178_pl8_sv5_bp12_ba780_bp59,209.6,15.84,55.9,261.2,212.6,200.93
41218_sd727_sl8_pd187_pl10_sv9_bp13_ba650_bp79,176.77,14.09,48.66,187.02,178.92,189.87
41219_sd821_sl11_pd171_pl9_sv7_bp13_ba750_bp61,195.86,19.47,64.09,317.32,190.18,300.98
41220_sd747_sl12_pd176_pl9_sv7_bp13_ba560_bp62,133.25,13.34,45.2,190.1,147.67,157.01
41221_sd747_sl8_pd204_pl7_sv8_bp13_ba820_bp78,201.58,17.22,60.45,278.53,196.87,242.64
41222_sd774_sl8_pd156_pl10_sv6_bp11_ba780_bp55,188.8,15.23,54.09,241.76,177.07,198.91
41223_sd807_sl8_pd166_pl11_sv7_bp11_ba790_bp61,188.27,15.81,55.14,236.55,176.25,201.98
41224_sd763_sl12_pd269_pl7_sv8_bp12_ba690_bp59,233.38,16.92,55.68,256.11,274.32,258.52
41225_sd639_sl12_pd306_pl9_sv7_bp12_ba660_bp64,163.69,14.41,46.33,208.07,159.03,152.36
41226_sd799_sl10_pd137_pl6_sv10_bp12_ba800_bp62,251.18,19.98,57.91,287.34,275.72,332.8
41227_sd845_sl14_pd225_pl9_sv6_bp14_ba540_bp67,127.93,13.31,45.29,192.09,122.13,173.8
41228_sd850_sl11_pd171_pl7_sv9_bp13_ba670_bp68,179.04,15.9,52.23,208.56,200.85,243.16
41229_sd736_sl10_pd134_pl11_sv9_bp11_ba590_bp80,168.84,15.17,50.7,228.64,176.58,182.67
41230_sd726_sl12_pd179_pl10_sv6_bp12_ba630_bp48,161.52,13.64,47.14,196.31,158.69,162.45
41231_sd658_sl9_pd168_pl9_sv8_bp13_ba720_bp58,176.28,15.34,53.27,218.78,164.32,201.63
41232_sd786_sl7_pd192_pl10_sv11_bp13_ba560_bp71,183.87,15.28,42.84,198.13,218.3,209.81
41233_sd875_sl11_pd272_pl10_sv12_bp12_ba770_bp54,211.25,18.25,64.76,292.52,265.02,424.39
41234_sd791_sl11_pd116_pl8_sv10_bp14_ba720_bp67,199.82,16.74,53.5,207.02,207.15,240.5
