load_case,out_oopDisp_mm_n2,out_supReac_kN_n3,out_supReac_kN_n4,out_verDisp_mm_n5,out_oopDisp_mm_n5,out_endBend_kNm_n6
11001_sd836_sl7_pd224_pl9_sv9_bp13_ba910_bp81,247.32,19.47,59.72,280.11,247.1,295.41
11002_sd811_sl12_pd177_pl11_sv6_bp12_ba680_bp57,178.17,15.53,52.96,219.96,170.78,183.21
11003_sd727_sl9_pd218_pl9_sv9_bp11_ba520_bp57,133.34,13.75,40.82,151.85,132.3,174.43
11004_sd814_sl9_pd260_pl13_sv10_bp12_ba500_bp49,170.8,13.95,41.35,188.4,208.17,191.76
11005_sd726_sl10_pd183_pl11_sv9_bp12_ba810_bp44,195.73,18.95,57.03,246.78,202.84,265.15
11006_sd674_sl8_pd184_pl10_sv9_bp13_ba1000_bp43,237.35,19.49,63.62,297.35,215.78,299.49
11007_sd829_sl10_pd205_pl8_sv10_bp11_ba770_bp66,205.59,16.11,59.07,230.6,213.27,270.83
11008_sd768_sl9_pd193_pl8_sv9_bp12_ba660_bp68,171.99,14.75,48.27,186.76,165.56,173.76
11009_sd965_sl13_pd219_pl12_sv7_bp13_ba700_bp64,175.96,15.53,54.13,230.01,173.18,200.99
11010_sd757_sl9_pd246_pl12_sv10_bp12_ba790_bp55,207.1,16.7,58.41,245.8,207.59,297.75
11011_sd772_sl7_pd244_pl10_sv10_bp12_ba720_bp46,191.89,15.27,57.1,263.22,202.23,232.77
11012_sd726_sl9_pd172_pl12_sv9_bp13_ba820_bp47,232.47,16.59,57.45,271.59,260.26,288.14
11013_sd724_sl10_pd182_pl10_sv9_bp13_ba680_bp66,171.59,15.53,49.58,205.97,169.24,208.22
11014_sd759_sl12_pd223_pl10_sv10_bp12_ba650_bp41,167.11,15.55,51.53,209.74,185.31,249.8
11015_sd645_sl10_pd190_pl7_sv10_bp10_ba810_bp71,207.31,18.24,55.35,236.23,196.25,251.16
11016_sd856_sl6_pd265_pl11_sv9_bp11_ba710_bp69,192.0,17.13,59.65,272.53,188.64,250.23
11017_sd719_sl5_pd287_pl7_sv8_bp14_ba590_bp57,171.27,15.12,45.89,211.43,196.5,182.52
11018_sd768_sl7_pd240_pl6_sv9_bp13_ba690_bp60,186.67,16.38,55.91,225.3,172.74,204.5
11019_sd696_sl12_pd207_pl13_sv10_bp13_ba790_bp55,200.46,15.96,55.82,253.63,200.73,252.74
