,out_oopDisp_mm_n2,out_oopDisp_mm_n5,out_endBend_kNm_n6
34477,0.3540312706037486,0.24952195855929282,0.19694562433124743
21118,0.35918809456531975,0.231936302937212,0.35992672092344613
7895,0.17556748610718662,0.13874173223409925,0.30080088194286836
47307,0.3047471037016106,0.18794081690229147,0.39757141467527
16391,0.194381652067439,0.1232249772734397,0.16166790960085606
36374,0.29400960723368186,0.1625967837998809,0.1662235336078597
49297,0.24310068757652817,0.1452305570358296,0.1574689536655751
32325,0.2562164453235377,0.15544967242406194,0.25232644855873676
36376,0.18298483564095316,0.10331964515218958,0.07306831814792
47399,0.22501648299896396,0.11333500517225165,0.15365909017217347
29518,0.29191391165112557,0.273784520861415,0.49424467429720187
9844,0.2758312140906094,0.21148239867088808,0.2840699069420577
42056,0.2724404257323161,0.208990313783267,0.2869718880710742
7907,0.27025054158425166,0.18928873703018712,0.20252261599818425
12437,0.19819628897051897,0.1164226826745243,0.13379916345125
49881,0.3012385796364321,0.18806620482116548,0.3765279984436303
44637,0.24138174625600453,0.15416444625560327,0.17580493498913788
37705,0.27769143825939524,0.22328453653490488,0.188628773386077
46573,0.2676603560327776,0.2020939782451961,0.2671119613501508
19664,0.24828105867947634,0.1305915175072882,0.15515061119937748
41065,0.4448996891777338,0.41835679132315606,0.33384131513245363
27823,0.23613073372892532,0.13507413560703424,0.24947310398495517
44597,0.27352359423565975,0.19350490580232593,0.26215103271618956
17108,0.20636714702835077,0.1191028494404564,0.1039038941668558
20962,0.2701799001601205,0.18761167361524717,0.20728899841120588
36347,0.2740887256287087,0.16642111532553838,0.1876884666515353
8983,0.3820052745596684,0.23577630795272875,0.3651470445186603
6903,0.1282141847979655,0.08148647377825147,0.128692325151584
8056,0.21211264952434775,0.14132785806087583,0.1238448818131708
31403,0.3378779316191014,0.22140371775179463,0.2182160111539834
40037,0.184797965526985,0.11683019341086487,0.12692519697804874
39064,0.21672788923424693,0.1363436882856337,0.22043708050971114
12714,0.3105867947631157,0.17990031660449513,0.30448104795564346
6217,0.2047423942733352,0.16400739788721358,0.3190720145261179
43284,0.3573514175379109,0.2919030751387104,0.39043805324081593
23426,0.28242441367617976,0.1704178552396477,0.22282027171622196
17145,0.28393143072431004,0.18167142095859068,0.18843422716513733
22155,0.3000612225675803,0.17430488072474215,0.2563957070133913
648,0.2683903174154657,0.18889689978370583,0.22487921922116663
44804,0.3355467646227748,0.27467790978339235,0.2525534191498331
17003,0.28614486201375144,0.1856054669132629,0.1768911513893843
46777,0.30397004803616845,0.20772076110466753,0.3606562692519699
10349,0.3279174908166148,0.23974170088711955,0.21779449434194745
10753,0.29311481586135446,0.2310899344848124,0.2483382510294738
40122,0.16193369124988224,0.13902385505156578,0.231704549139133
17008,0.3168032400866535,0.22867621704648755,0.28024383126357777
38059,0.18802392389563907,0.11532553838437667,0.2079699101844947
34115,0.2528021098238673,0.1475188865552804,0.10499011056710228
8594,0.2360129980220401,0.1574558791260462,0.2875068901786584
36255,0.1345954601111425,0.08194100498416979,0.06630783697026688
13728,0.2684138645568428,0.19232939406288202,0.3074640900100516
36163,0.18564566261655838,0.11921256386947116,0.1814791997665446
25019,0.24364227182820006,0.14217422651327544,0.17629130054148698
653,0.25583969106150506,0.195746214852199,0.31433805648325286
28702,0.2722755957426768,0.18447697564339677,0.2192211666288383
30546,0.24048695488367713,0.13729977116704806,0.2589896566259201
5312,0.1880710181783932,0.1191028494404564,0.11643591323238547
39171,0.2498116228689837,0.1530986489451741,0.15422651664991413
5637,0.30156823961571066,0.19203159775555623,0.20891021691903636
40266,0.19023735518508053,0.14165700134792014,0.24480399468240335
40542,0.33050767636808887,0.25124604244381055,0.26677150546350636
42832,0.19499387774324198,0.12709632926867495,0.1455043610777861
30573,0.3442827540736554,0.22649760195605156,0.21137446905093873
12436,0.21479702364132994,0.14070091846650573,0.1367984176907364
15312,0.2529669398135066,0.13968214162565434,0.15051392626698226
29075,0.35431383630027313,0.3204445001724084,0.30093057942349477
6106,0.25746444381652067,0.16839597504780418,0.3733828345384391
15579,0.2731703871150042,0.20414720541675807,0.14203495347102887
34105,0.3103984176320994,0.22085514560672082,0.3064427223501184
15335,0.2642931148158614,0.17430488072474215,0.19029862844914244
15646,0.1545163417161157,0.1135544340302812,0.23462274245322792
15081,0.2523782612790807,0.2035672862919658,0.34677863882494087
8959,0.2603842893472732,0.16275351869847338,0.280470801854674
46584,0.27592540265611754,0.2275947462461992,0.27032197399565516
35971,0.3971460864651031,0.292686749631673,0.3633150676048118
39426,0.2731468399736272,0.17911664211153255,0.34403877954670736
17913,0.28774606762738997,0.17110748879345478,0.3792516455367855
1362,0.22970236413299425,0.16875646531456695,0.2685872701922766
40064,0.36627578411980777,0.24420864549700633,0.2623780033072858
38262,0.19579448055006118,0.11306855584464437,0.11207483544632149
5642,0.2233917302439484,0.12195542459484027,0.09403067345416821
38932,0.2306442497880757,0.1494153788282499,0.2458091501572582
29868,0.23285768107751717,0.1541017522961663,0.3344411659803509
29470,0.2779033625317886,0.16512021566722046,0.1585065335105866
3143,0.23299896392577937,0.13695495439014455,0.19409227975746576
9355,0.25186022416878584,0.1754333719946083,0.11487954346486823
20993,0.43550437976829603,0.404611140716592,0.2838753607211181
6565,0.2516247527550155,0.1884266950879283,0.268133329010084
32465,0.22892530846755207,0.1685370364565374,0.23883791057358714
5189,0.23563624376000755,0.1401993667910097,0.17403780681560263
11110,0.19723085617406047,0.11013761324096424,0.06895042313803057
14500,0.24437223321088822,0.15491677376884738,0.26296164197010474
20127,0.3546905905623057,0.21312811510610952,0.3938912486624948
21793,0.1763445417726288,0.11819378702861982,0.17739372912681176
31115,0.27637279834228123,0.20173348797843327,0.3199474725203464
20816,0.19431101064330789,0.11209679947337073,0.128854447002367
38169,0.29043044174437227,0.18543305852481112,0.19837229661813824
40634,0.1700103607422059,0.13961944766621737,0.17207613242112776
36295,0.20834510690402183,0.11863264474467888,0.13311825167796118
36579,0.20740322124894037,0.13142221246982855,0.11969456243312473
14976,0.293515117264764,0.18068399109745775,0.1900230213028112
7072,0.23073843835358385,0.20497790037929842,0.16320806718329497
46673,0.19607704624658565,0.12681420645120844,0.1588307772121527
35531,0.3187105585381934,0.1913576376916084,0.26951136474174
8245,0.2226382217198832,0.1259051440393718,0.11176680392983371
33251,0.21234812093811808,0.13745650606564058,0.20623520638111606
4645,0.3031458980879721,0.17839566157800696,0.15635031289517207
36631,0.3437882641047376,0.30361117206357174,0.28181641321617334
36383,0.25449750400301396,0.20687439265226798,0.23587108070425736
46693,0.2651408119054347,0.1756371273627786,0.16220291170844006
14385,0.3440943769426391,0.21667032381430051,0.20856976103239197
25479,0.16045022134312895,0.08081251371430365,0.09759735417139526
22560,0.2475981915795422,0.18394407698818221,0.34955092247333097
38495,0.28077611377978706,0.19631046048713208,0.19433546253364029
18760,0.22640576434020906,0.16664054418356794,0.2232904250834928
21264,0.22937270415371572,0.1550735086674399,0.18216011153983339
36558,0.19132052368842425,0.11880505313313061,0.1067734509257158
44034,0.19428746350193085,0.11723770414720541,0.19287636587659288
37012,0.25885372515776583,0.17569982132221562,0.17116825005674266
36610,0.22197890176132615,0.14557537381273317,0.17118446224182096
2241,0.22054252613732692,0.1404501426287577,0.11085892156544863
497,0.2733352171046435,0.19339519137331118,0.18694270613793326
23598,0.2782330225110672,0.16660919720384942,0.14798482539476673
30374,0.1736601676556466,0.11546659979310994,0.10451995719983143
3080,0.26266836206084576,0.15391367041785525,0.20678642067377842
46992,0.302439483846661,0.2202282060123507,0.25389903051133234
36561,0.12256287086747672,0.07996614526190401,0.06410297979961743
24989,0.18263162852029766,0.09976176295413935,0.1650724684673001
16392,0.28287180936234346,0.3198645810476161,0.5149476346421972
3486,0.28004615239709896,0.21795554998275918,0.18793164942770993
39762,0.2576763680889139,0.17722014983856305,0.17368113874387994
39140,0.2325280210982387,0.13856932384564752,0.17248143704808536
27424,0.09830931524912875,0.07513871038525438,0.11184786485522522
14644,0.2510596213619667,0.1824707689414125,0.1550047015336727
20309,0.2518131298860319,0.14427447415441524,0.1499951363444765
19609,0.1822784213996421,0.1074731199648914,0.22294996919684837
47005,0.17088160497315627,0.1433340647628601,0.18235465776077306
21732,0.3075492135254779,0.20126328328265575,0.18146298758146626
28839,0.2905246303098804,0.20145136516096673,0.2563957070133913
24543,0.21825845342375436,0.1398232030343876,0.17666418079828802
44469,0.3257276066685504,0.21972665433685468,0.18695891832301162
37171,0.19077893943675236,0.11416570013479199,0.15954411335559812
30998,0.23912122068380895,0.16041816870944486,0.22008041243798845
49467,0.23412922671187716,0.16187580326635526,0.24378262702247014
45615,0.3201940284449468,0.1976270336353092,0.24811128043837752
2404,0.3126118489215409,0.19120090279301588,0.17758827534775143
29372,0.29271451445794483,0.1738973699884016,0.24674945689179992
25768,0.2747715927286427,0.18063697062787998,0.20069063908433585
34614,0.290948478854667,0.1704178552396477,0.1732271975616874
27829,0.25348497692380145,0.17468104448136423,0.17770176064329954
28598,0.24703306018649338,0.19725086987868723,0.2349307739697157
21074,0.23754356221154752,0.13021535375066612,0.17937161570636492
19221,0.36316756145803897,0.26517977492868566,0.24671703252164331
11016,0.23083262691909204,0.19217265916428955,0.1608086637917059
23980,0.30185080531223507,0.22828437980000627,0.2762394215492364
40998,0.17408401620043326,0.1251841635058462,0.22385785156123347
45337,0.2511773570688518,0.15157832042882668,0.24726824681430568
14710,0.24635019308655934,0.15842763549731986,0.1561719788593107
33994,0.11644061410944709,0.05524905175386352,0.059514931422457146
991,0.2140906094000188,0.1296354346258738,0.1548101553127331
21234,0.24576151455213338,0.12618726685683837,0.1818520800233456
37702,0.3092210605632476,0.2454781981756058,0.36307188482863717
19974,0.22892530846755207,0.18667126422369207,0.16826626892772614
45009,0.2815767165866063,0.16516723613679823,0.16001426672286892
42488,0.2566402938683243,0.14881978621359832,0.17643721020719175
41223,0.3770839220118677,0.3141437572489891,0.2840212703868228
8971,0.33064895921635107,0.20121626281307797,0.2761745728089232
30527,0.20768578694546483,0.14632770132597722,0.15832819947472523
28333,0.2869219176791937,0.1714523055703583,0.20587853830939337
9535,0.3407271357257229,0.2340208770884925,0.2732077429395934
23436,0.2856268249034567,0.1696185072568258,0.21216886611977562
43797,0.2944099086370915,0.2230180872072976,0.28013034596802966
680,0.2027644343976641,0.13795805774113662,0.1822573846503032
22987,0.27545445982857675,0.2077677815742453,0.2923056969618365
38406,0.31230573608363943,0.23742202438795024,0.2832430855030642
23826,0.2438071018178393,0.15430550766433654,0.2652151356959891
20175,0.2693086559291702,0.17080969248612898,0.1782691871210402
12142,0.2933738344165019,0.17983762264505815,0.19500016212185087
16729,0.2740887256287087,0.17582520924108963,0.14764436950812235
22220,0.231468399736272,0.224287639885897,0.2680198437145359
11036,0.2626212677780918,0.22013416507319522,0.3378943614020298
1530,0.16897428652161625,0.10114103006175354,0.11004831231153339
6952,0.21168880097956103,0.13344409266167206,0.13122142602379952
44141,0.138763304134878,0.07596940534779476,0.07525696313349114
40223,0.27637279834228123,0.20999341713425912,0.15023831912065114
17946,0.24215880192144676,0.1419704711451052,0.1936059142051166
23219,0.26535273617782806,0.18248644243127177,0.39781459745144454
2459,0.1899783366299331,0.11211247296322999,0.08829155993644824
8722,0.2994725440331544,0.20949186545876308,0.22273921079083045
28047,0.2636573419986814,0.20704680104071976,0.2924516066275413
11389,0.3050767636808892,0.21289301275822076,0.3901948704646413
32152,0.34863897522840726,0.21949155198896586,0.3740313219415714
25620,0.2552981068098332,0.1702140998714774,0.25051068382996666
46416,0.29342092869925585,0.19624776652769504,0.16575338024058886
8866,0.19727795045681454,0.12687690041064545,0.23669790214325095
39792,0.22475746444381653,0.16095106736465942,0.27559093414610425
31149,0.3209475369690119,0.1947901319707846,0.19790214325086739
43848,0.26236224922294427,0.1762640669571487,0.1688336954054668
17118,0.2369548836771216,0.14501112817780004,0.24180474044291692
9220,0.31788640858999717,0.24155982571079276,0.23990791478875526
28464,0.29725911274371286,0.2445691357637692,0.3253947667066568
48155,0.13808043703494396,0.09274003949719445,0.10476313997600598
48905,0.37359894508806624,0.29364283251308737,0.2579034402256737
11329,0.36778280116793816,0.40638224507068743,0.6869264939528551
26368,0.3381604973156258,0.2006520171781449,0.26194027431017153
36171,0.15972025996044079,0.10168960220682738,0.24381505139262674
16203,0.2734529528115287,0.16747123914610829,0.16541292435394447
6701,0.2678251860224169,0.15891351368295664,0.16718005252747967
42917,0.4033389846472638,0.3266825491363907,0.3184721636782206
33367,0.29594047282659885,0.20447634870380238,0.2849777893064428
39970,0.2270415371573891,0.12640669571486787,0.10364449920560295
16024,0.2637750777055665,0.20969562082693333,0.2749262345578938
36064,0.2743006499011019,0.15899188113225293,0.15305923932427615
20455,0.20782706979372703,0.1343374815836494,0.13457734833500865
19339,0.2756663841009701,0.1675966270649823,0.2632858856716709
4369,0.32754073655458227,0.22123130936334284,0.25496903472650045
543,0.315202034473015,0.27292247891915616,0.39700398819752936
22322,0.29904869548836777,0.1580828187204163,0.1846243636717357
36831,0.17554393896580953,0.11452619040155482,0.12063486916766644
29707,0.28701610624470186,0.22815899188113226,0.25994617554554
31516,0.2062494113214656,0.13095200777405097,0.10307707272786229
37117,0.32831779222002444,0.2105890097489107,0.3074965143802082
27388,0.17302439483846663,0.0994326196670951,0.07691060601147826
30691,0.3083733634736743,0.17300398106642428,0.1903148406342207
44608,0.21792879344447583,0.15784771637252748,0.19697804870140403
10469,0.29299708015446924,0.21344158490329457,0.290522356603223
4651,0.22212018460958835,0.12985486348390335,0.08978308096365231
48444,0.16951587077328809,0.11032569511927526,0.15784183392237608
37322,0.3212536498069134,0.19433560076486628,0.20521383872118285
12935,0.27439483846661017,0.15758126704492026,0.14795240102461013
44934,0.22289724027503063,0.13523087050562677,0.16722868908271457
46468,0.3246679853065838,0.21899000031346982,0.2573684381180896
16680,0.19165018366770273,0.10647001661389924,0.09524658733504107
13181,0.08210888198172742,0.045578508510704996,0.04607502999254243
26461,0.24310068757652817,0.14460361744145955,0.15069226030284363
32679,0.27488932843552794,0.17595059715996364,0.3559709477643397
28891,0.2967881699161722,0.19037020783047554,0.19868032813462602
29683,0.17954695299990583,0.11267671859816308,0.19814532602704196
23100,0.45862767260054627,0.39465847465596693,0.40493174670082044
49381,0.2369784308184986,0.146249333876681,0.15646379819072018
5170,0.2027644343976641,0.15646844926491332,0.17131415972244743
19080,0.21281906376565887,0.11805272561988653,0.09882948023734639
49668,0.27649053404916646,0.15383530296855896,0.21951298596024774
28696,0.2115946124140529,0.11410300617535502,0.11460393631853705
45429,0.23241028539135347,0.15027742077050876,0.19774002140008437
33664,0.32610436093058304,0.2158239553619009,0.20325216432670798
14854,0.26087877931619097,0.206999780571142,0.27906034175286154
45990,0.226970895733258,0.12430644807372809,0.14704451866022508
5804,0.24441932749364223,0.1437885959687784,0.13582568658603814
10804,0.2840020721484412,0.18507256825804835,0.26847378489672846
27741,0.27307619854949605,0.2482210589009749,0.2259167990661782
33492,0.16085052274653858,0.11328798470267387,0.05157096073408776
30843,0.2631628520297635,0.15806714523055704,0.17394053370513282
3136,0.6304276160874069,0.6573461646970314,0.6946110696799715
26682,0.26132617500235467,0.1741951662957274,0.1279141402678253
34410,0.24637374022793632,0.15333375129306293,0.2644531629973088
8068,0.27828011679382114,0.27043039403153507,0.25060795694043647
5925,0.29591692568522177,0.17819190620983671,0.21815116241367014
2129,0.2513421870584911,0.17430488072474215,0.16267306507571092
18112,0.3180276914382594,0.2223127801636312,0.33324146428455637
2523,0.3529010078176509,0.27842387385975365,0.22055056580525925
30765,0.27053310728077606,0.205260023196765,0.29175448266917425
256,0.3213713855137986,0.1924077615121783,0.2275866541292436
31833,0.2268060657436187,0.1633334378232657,0.3045296845108785
37710,0.3052415936705284,0.21334754396413907,0.21113128627476416
6303,0.20330601864933598,0.12993323093319958,0.10447132064459652
22215,0.23860318357351415,0.15374126202940347,0.18574300444213873
8872,0.3759065649430159,0.2681734114918028,0.24916507246846734
34856,0.3477912781388339,0.21295570671765773,0.20208488700107005
33003,0.3353583874917585,0.2156201999937306,0.3247949158587595
30468,0.2829424507864745,0.20695276010156421,0.4162802762556339
22361,0.3010737496467929,0.17966521425660642,0.1836354203819591
35532,0.30010831685033434,0.22223441271433497,0.21223371486008888
20382,0.1661721766977489,0.09899376195103604,0.10439025971920499
28392,0.3350993689366111,0.21793987649289992,0.22935378230277884
6036,0.24945841574832814,0.15278517914798911,0.18044161992153304
28932,0.25854761231986434,0.1507632989561456,0.18515936577931977
9584,0.20933408684185736,0.1281621265791041,0.12405564021918877
23573,0.2795045681454271,0.20765806714523055,0.27199182905872055
1123,0.3577752660826975,0.25170057364972886,0.23882169838850884
10765,0.23097390976735424,0.16225196702297734,0.25955708310366077
46596,0.2143967222379203,0.117833296761857,0.14873058590836877
44885,0.1378920599039277,0.09308485627409799,0.13045945332511918
44687,0.22157860035791657,0.12916522993009627,0.15190817418371652
46418,0.08893755298106812,0.07335193254129965,0.08375214811452292
8117,0.41042667420175183,0.33856305444970375,0.27392107908303887
35704,0.14990110200621645,0.15217391304347827,0.10820012321260661
8095,0.2462324573796741,0.15207987210432272,0.19679971466554266
32875,0.1847037769614769,0.11786464374157551,0.16588307772121533
42399,0.28689837053781675,0.1765148427948967,0.18562951914659062
8880,0.3594235659790901,0.3255540578665246,0.34942122499270456
37657,0.2639870019779599,0.17392871696812012,0.25753055996887264
33674,0.23916831496656307,0.15446224256292906,0.3166726111345288
12684,0.16247527550155413,0.08429202846305758,0.07744560811906231
4029,0.2878873504756523,0.17477508542051973,0.3036704387017283
32462,0.2611142507299614,0.16087269991536318,0.16200836548750044
23229,0.3813459546011114,0.2972477351807154,0.22570604066016023
40986,0.4215880192144673,0.3461960440111595,0.2951428293505399
33012,0.29907224262974474,0.21099652048525125,0.3262864368859635
15765,0.32803522652350003,0.19648286887558386,0.30431892610486044
30297,0.3046529151361025,0.18808187831102474,0.19039590155961225
49474,0.2951163228784025,0.2275947462461992,0.3058266593171428
44497,0.27041537157389095,0.20464875709225416,0.21902662040789864
16027,0.3272346237166808,0.2113099902824363,0.18561330696151232
14493,0.46265423377601955,0.38762107770916276,0.3947018579164101
44362,0.28998304605820846,0.191765148427949,0.14573133166888239
27712,0.28303663935198264,0.17203222469515062,0.19279530495120137
12533,0.32921258359235184,0.26950565812983923,0.40133264161343674
18382,0.22878402561928982,0.13780132284254415,0.21656236827599626
10310,0.4116275784119807,0.32691765148427954,0.26130799909211766
29855,0.19744278044645383,0.16012037240211907,0.2596543562141306
24585,0.23299896392577937,0.1603711482398671,0.21761616030608608
7486,0.30738438353583875,0.21867653051628477,0.19647547096397658
47548,0.1889422624093435,0.12847559637628916,0.19819396258227692
7634,0.1992794574738627,0.11190871759505971,0.08649200739275642
32224,0.13768013563153433,0.10291213441584907,0.25769268181965566
8837,0.3026749552604314,0.17811353876054042,0.24861385817580497
24551,0.27738532542149386,0.23228111971411558,0.25994617554554
11030,0.273029104266742,0.20259552992069213,0.16538049998378787
13772,0.2571112366958651,0.14718974326823614,0.13258324957037712
2718,0.3330978619195629,0.18533901758565563,0.2379624525793587
21540,0.27799755109729685,0.1768126391022225,0.3085340942252197
22636,0.22734764999529053,0.13566972822168583,0.1446775396387925
13960,0.22892530846755207,0.15099840130403436,0.13887357738075942
28706,0.26504662333992657,0.14322435033384534,0.15108135274472298
15410,0.25746444381652067,0.14748753957556193,0.23579001977886585
28367,0.26490534049166437,0.1803548478104135,0.2236308809701372
40616,0.1633936140152585,0.10215980690260493,0.11128043837748455
5115,0.22647640576434017,0.1606219240776151,0.170600823579002
45169,0.274324197042479,0.19391241653866653,0.2354009273369865
33872,0.2942450786474522,0.2081752923105859,0.27014363995979385
48777,0.23865027785626827,0.14739349863640638,0.2169676729029539
12387,0.21178298954506922,0.1317670292467321,0.1616516974157777
47039,0.24376000753508523,0.2072348829190308,0.3021464933043676
7517,0.3645803899406611,0.26704492022193665,0.2431179274342596
35898,0.30752566638410095,0.1984577285978496,0.2689925748192342
30529,0.27898653103513227,0.2270775210808439,0.2250737654421063
9835,0.22501648299896396,0.17189116328641735,0.2985311760319057
39931,0.32207779975510975,0.2488636719852042,0.28536688174832214
15509,0.28711029481021,0.2096642738472148,0.2121040173794624
48851,0.19113214655740793,0.12444750948246136,0.16097078564248893
18393,0.22214373175096544,0.18657722328453658,0.22979151129989303
39906,0.15828388433644155,0.08319488417290993,0.08756201160792454
43244,0.32888292361307336,0.21698379361148556,0.29344054991731783
20620,0.21802298200998402,0.13103037522334726,0.1696605168444603
25106,0.2823537722520486,0.23091752609636063,0.15766349988651476
36735,0.17064613355938593,0.11626594777593177,0.20981809928342146
34188,0.20919280399359522,0.14422745368483747,0.17666418079828802
38905,0.14102382970707353,0.09274003949719445,0.09973736260173147
11970,0.2131251766035603,0.14947807278768688,0.12429882299536335
13873,0.29803616840915514,0.18703175449045484,0.2662527155410007
6478,0.21418479796552695,0.1341180527256199,0.18841801498005908
6199,0.14173024394838465,0.12399297827654307,0.167569144969359
37409,0.1374211170763869,0.08186263753487352,0.09268506209266889
27134,0.23938023923895638,0.1606219240776151,0.22808923186667104
7174,0.31597909013845715,0.2723268863045045,0.18533769981518114
5382,0.27856268249034566,0.17687533306165953,0.19662138062968135
14259,0.16247527550155413,0.10761418137362466,0.1350799260724361
13147,0.2779269096731657,0.21471113758189397,0.3156026069193606
11534,0.18067721578600357,0.13822450706874395,0.20610550890048965
4392,0.3995008006028068,0.34578853327481895,0.23823805972568987
26560,0.25211924272393327,0.16505752170778343,0.2624752764177556
24246,0.20288217010454931,0.17682831259208176,0.21674070231185763
48027,0.43001789582744654,0.40595906084448763,0.46274439869005557
25201,0.2247810115851935,0.13784834331212187,0.14782270354398366
46698,0.34998116228689835,0.20920974264129655,0.1886449855711553
29992,0.17893472732410284,0.10806871257954298,0.1198404720988295
15287,0.23641329942544972,0.1344942164822419,0.16633701890340782
32154,0.27425355561834797,0.22221873922447571,0.420706202782011
20622,0.17347179052463027,0.1541017522961663,0.2623455789371292
29657,0.12833192050485068,0.07861822513400835,0.06813981388411533
21894,0.3049354808326269,0.17747092567631112,0.1993288155377582
2134,0.2187293962512951,0.123491426601047,0.1354690185143154
2183,0.23763775077705565,0.14590451709977742,0.29723420122564126
2734,0.26697748893284357,0.15513620262687694,0.21344962874096177
23565,0.24401902609023265,0.14126516410143886,0.1427807139846309
11071,0.2992370726193839,0.20088711952603366,0.25599040238643367
25823,0.1930394650089479,0.16830193410864863,0.15314030024966765
3480,0.184774418385608,0.15554371336321743,0.09443597808112583
21469,0.3435056984082132,0.26704492022193665,0.22684089361564155
9521,0.3748704907224263,0.23674806432400236,0.25590934146104216
18403,0.3493218423283413,0.36143067615435254,0.4225219675107812
19875,0.2999905811434491,0.18980596219554247,0.3076586362309913
22396,0.26047847791278145,0.14253471678003826,0.11919198469569728
36645,0.2369077893943675,0.1481614996395097,0.19399500664699595
15653,0.12310445511914855,0.11344471960126642,0.16004669109302558
13744,0.24825751153809925,0.13468229836055295,0.125077007879122
45868,0.3161910144108505,0.19642017491614683,0.21246068545118516
2596,0.26476405764340205,0.1873765712673584,0.18076586362309918
36160,0.36839502684374115,0.2588633585154071,0.20722414967089267
31499,0.3117170575492135,0.22121563587348358,0.41049252618267895
9325,0.2565225581614392,0.1555593868530767,0.16685580882591358
6908,0.25082414994819624,0.15104542177361208,0.2379624525793587
36620,0.1545163417161157,0.1250587755869722,0.2173243409746766
962,0.1122727700857116,0.07686279426977213,0.07245225511494444
47090,0.2731703871150042,0.17110748879345478,0.21901040822282028
15245,0.21369030799660924,0.1320491520641986,0.11544696994260886
2606,0.2306442497880757,0.16098241434437793,0.15831198728964693
40769,0.3083733634736743,0.1791323156013918,0.2771635160986998
67,0.35160591504191385,0.2401492116234601,0.19590804448623586
14405,0.14691061505133277,0.10200307200401243,0.14527739048668983
7365,0.2067439012903833,0.14783235635246544,0.28359975357478684
35538,0.1316520674390129,0.07095388859283408,0.09140429947148279
6238,0.2697325044739568,0.19687470612206515,0.21139068123601704
11545,0.3035697466327587,0.17256512335036522,0.1804091955513765
24946,0.22094282754073655,0.14143757248989058,0.13451249959469544
8816,0.26059621361966656,0.1503714617096643,0.16221912389351836
9434,0.30024959969859655,0.2134102379235761,0.22966181381926662
31317,0.18256098709616655,0.1601046989122598,0.3023410395253072
49840,0.22840727135725722,0.13839691545719568,0.1141824195065011
14824,0.2536733540548177,0.14455659697188178,0.12765474530657242
18581,0.2567109352924555,0.16872511833484843,0.19177393729126815
31138,0.2159508335688047,0.13005861885207362,0.10790830388119713
36863,0.2681312988603184,0.15750289959562397,0.18204662624428522
9642,0.37880286333239144,0.29892479859565535,0.43281670503550485
28008,0.17577941037957986,0.1166891320021316,0.1988100256152525
9203,0.26236224922294427,0.13671985204225573,0.15104892837456638
49986,0.22817179994348682,0.16861540390583368,0.24911643591323243
17777,0.26834322313271164,0.188097551800884,0.16546156090917932
28036,0.2819063765658849,0.17674994514278547,0.160338510424435
45003,0.19675991334651974,0.10237923576063448,0.10549268830452971
4045,0.24590279740039553,0.134995768157738,0.09172854317304888
32340,0.22016577187529437,0.15175072881727847,0.1822249602801466
45215,0.21084110388998775,0.1167518259615686,0.11966213806296813
44132,0.24983517001036074,0.12284881351681767,0.15375636328264322
45513,0.22720636714702833,0.1601987398514153,0.148584676242664
35872,0.2913723273994536,0.18127958371210934,0.17496190136506604
25069,0.23455307525666383,0.127284411146986,0.1795499497422263
13475,0.0943769426391636,0.07433936240243252,0.07457605136020237
24031,0.2495996985965904,0.17811353876054042,0.25407736454719376
42631,0.2959875671093529,0.20118491583335946,0.2687818164132162
40033,0.16155693698784965,0.1289144540923482,0.17621023961609553
2047,0.24781011585193555,0.1793360709695621,0.18216011153983339
49358,0.2659885089950079,0.15969718817591927,0.1832463279400798
47381,0.2143260808137892,0.1278329832920598,0.11246392788820078
16584,0.14408495808608837,0.07918247076894142,0.11656561071301189
9592,0.2720872186116605,0.14173536879721638,0.18883953179209498
13420,0.24839879438636145,0.14073226544622425,0.1976751726597711
12995,0.3314966563059244,0.22140371775179463,0.29369994487857076
17327,0.31214090609400025,0.18231403404281998,0.25401251580688045
30613,0.3770368277291136,0.2649760195605153,0.26385331214941155
22267,0.29982575115380994,0.22751637879690295,0.39770111215589643
27070,0.13553734576622403,0.11493370113789536,0.16400246425213197
22640,0.23017330696053498,0.15375693551926273,0.22175026750105384
39962,0.25732316096825847,0.1438512899282154,0.15607470574884083
9419,0.21896486766506543,0.15950910629760823,0.2134334165558834
49684,0.19459357633983235,0.13671985204225573,0.15772834862682797
13844,0.21856456626165585,0.12377354941851354,0.11859213384780001
20574,0.2388151078459075,0.15007366540233846,0.22786226127557477
14164,0.1861872468682302,0.1054042193034701,0.07592166272170164
36129,0.2325751153809927,0.142644431209053,0.2500891670179307
15406,0.13577281717999437,0.11618758032663554,0.18246814305632117
42390,0.35040501083168507,0.3281245102034419,0.6424402580979865
1048,0.24204106621456153,0.18030782734083572,0.19863169157939112
46233,0.3002025054158425,0.24201435691671108,0.4648357705651569
20038,0.2859093905999811,0.19391241653866653,0.2823027787685224
31217,0.36587548271639825,0.3222469515062224,0.5994455432703221
12518,0.2779033625317886,0.17979060217548037,0.1782529749359619
31289,0.2394744278044645,0.1670010344503307,0.23982685386336375
18065,0.2130074408966751,0.12802106517037082,0.10213676599332064
48254,0.3352406517848733,0.220431961380521,0.35477124606854527
6239,0.20490722426297445,0.15452493652236604,0.19991245420057716
37013,0.2530846755203918,0.1871571424093289,0.2680684802697708
15945,0.33792502590185547,0.25710792765117085,0.29449434194740776
24245,0.2436658189695771,0.15356885364095169,0.13392886093187642
32448,0.16040312706037488,0.09767718880285886,0.09099899484452517
20605,0.2550155411133088,0.21303407416695402,0.19603774196686233
