case_ref,out_oopDisp_mm_n2,out_oopDisp_mm_n5,out_endBend_kNm_n6
16444,0.18829929711601498,-0.07971692279683028,0.1733463961402719
30403,-0.87855661583323,-0.27488951228397596,-0.939069277694873
5912,1.2728824231203082,1.3209334252873937,0.6154689980966624
4895,0.605049960391959,0.17961274627951615,-0.1616308738718631
5266,-0.7161108816560633,-0.4180611004198757,-0.7413666746760887
32453,0.3088443458903409,0.5204331620621444,0.5724754525771668
5898,-0.007666985383422881,-0.1287914608685689,0.5789075578123668
8361,-0.2542364033309072,-0.05810611704046792,-0.38252290892281643
41200,-0.5810617494730622,-0.3536789082707131,-0.8253225745881754
32803,0.8413053634710521,0.47405997470995115,0.23428212994743128
36359,0.924139795382821,-0.04459936344274168,1.4838032048486856
8094,-0.02023719100427549,0.19244416219735602,0.47667093775813274
33000,0.8561317598443642,0.5195327118222962,1.1862337047570568
8534,-0.4505249987949829,0.2836147489820092,-1.0006820752110008
17780,0.77394195386187,0.48734161574771484,1.0899213921562956
29792,-0.9878207108452519,-0.44237325689578283,0.0071272555885202715
5183,0.05389479086228874,-0.5803672561525537,-1.0595866178912552
42676,-0.3741368261759583,-0.27961687604318036,-0.6958341402479613
40897,0.06259724090749438,-0.2116328829346241,-0.13404052773139927
7767,-0.9053085918981199,-0.5830686068720992,-0.2797784910868555
10871,-0.5797724976145135,0.3828893879252979,-0.3923403327028585
25415,0.4326125243110389,0.21450519307364282,1.2762831780498591
12046,-0.4531035025120803,-0.3347694532338961,1.0272929990767152
37977,0.15735725251084118,-0.19497455349742868,0.1066556208068807
5971,-1.009737992440584,-0.9135338448964709,-0.894044541048472
36436,0.4355133409927741,0.01438012726733021,0.13035285062077615
5860,-0.12756740822847396,-0.03356884800459828,-0.121514849115483
13243,-0.8927383862772682,-0.669286717337586,-0.3071995713000773
39307,-0.7483421781197866,-0.5128334881639219,0.9961480684641674
12161,1.0311476996423825,0.33899243873268753,-0.13048594325931484
45600,2.945364396622916,3.2980970394345714,2.0591380915446162
37979,4.497623634315836,5.261078562304136,2.8773695838329743
33070,-0.750920681836885,-1.0141591591995323,-1.3603721706004839
39779,0.21182814353453366,0.378612249286018,0.4570360901980476
36932,-1.0355230296115632,-0.6888715100542894,0.9145618915334706
29563,-0.6174831144770705,-0.6600571023791397,-0.10543458602748278
10204,0.08322527064427694,-0.18304358781943705,-0.3156628676621828
10262,-0.1369144842029535,-0.3451246309921532,1.3294326792038813
28575,0.7162479331918054,2.0845152286788573,3.305612379755512
24873,0.578942610256343,0.21968278195277105,-0.31244681504458277
39782,-0.6503590368700678,-0.29469941756064116,-0.04551444778377608
27875,-0.43473166352775816,-0.2111826578147003,-0.2403395300394442
13430,-1.4403481131959295,-1.1748895270124757,-1.102580163410751
15431,0.0522832260391022,-0.12158785894978168,0.623763028531526
49780,-0.16656727694957954,-0.32396405035571524,0.2793068665938324
38470,0.5135130784349844,0.46933261095074674,-0.2066556105182642
12250,-0.3135419888241584,-0.7982762141958726,-1.209386963500522
21667,-1.1048203170085678,-1.0436489045545683,-1.3625726276546317
16393,1.2251801043539978,0.6113786362868358,-0.5194590440616832
34734,-0.0021876649845903036,-0.20352883077598863,-0.47358797777907136
31844,-0.37188063542349786,-0.4921231326474084,-0.5949516476116639
1175,0.17830759521226158,0.5384421668591132,0.6552464909985587
37943,1.1500811835935218,1.1750604864319492,0.4047329186802361
2168,-0.085989035790271,-0.5826183817521753,-0.5714236837250108
26487,-0.06826182273522276,0.5715337131735427,2.6651101110713684
38610,-0.3274014463035597,-0.21433423365416948,-0.8346322005864911
3210,3.061074750927684,2.291168558724071,0.9028825425537651
40059,-2.1952050763763316,-1.658656418371042,-1.6242577511709329
36282,0.3884556481557377,0.6800379670752777,1.3861367648299876
39258,-0.09952618030503443,-0.20217815541621592,0.7471578894910234
15700,0.75879324452392,0.5737848387731637,0.8490559776907741
5795,-1.1502664450224187,-1.0310426011966902,-1.1179833627897828
22474,-0.8434245026877714,-0.9833187384847237,-1.102749429337993
39959,-0.1955754437669308,-0.45700557329331987,-0.5771787252512426
42229,-0.4086243133921421,-0.3527784580308648,-0.7066671595914567
41220,0.6285788068104777,0.21540564331349107,0.41048796020646744
9903,0.17121670999024155,0.05264926246088798,-0.05397774414588156
40202,0.9547595270233579,0.3421440145721567,0.5091699957886175
18290,0.7858675335534479,1.0512485784527907,0.08414325248368038
35700,-0.10984019517342664,-0.318786461476587,0.7639152162879924
26437,-1.0906385465645296,-0.7140841167700447,0.29132474742802233
13746,-0.8627632805660052,-0.5234137784821409,0.6594781391796114
39145,-0.8102262673301361,-0.8912477014602223,-0.737135026495036
25163,0.2985303310219496,-0.08106759815660297,-0.4370265374947757
49738,-0.15657557504582523,-0.535569856720095,-0.8947216047574402
21823,1.9426487636364809,1.3542500841617857,1.7292387993497444
42246,0.9044787045399493,1.2074766950664924,0.09531480368165957
2018,0.009737914706987507,-0.23256835101110013,-0.33191239667742545
42263,-0.5220784769444489,-0.5330936185605116,-0.9641206349267051
40833,-0.8882260047723465,-0.5646093769552065,-0.6689208578164658
40810,-0.8940276381358169,-1.1150095860625557,-1.4502523779660441
4300,-0.649392097976156,-0.5666353899948656,-0.7723423393613951
20049,-0.2735751812091411,-0.28727070308189206,-0.07141213465181888
31438,0.6685456144254941,0.10014801261289268,0.25154725452612664
29001,0.04261383709998572,0.09294441069410543,-0.16704738354361048
3227,0.5915128158771956,0.046120998221987085,0.0807579339388379
39081,0.11320037635553994,-0.2048795061357613,-0.38455410004972185
33943,0.11255575042626514,0.1724091443607289,0.7810110749394453
45405,0.42874476873539197,0.015055464947216553,-0.03925160847581794
5751,-0.7673586430333836,-0.16863638398186193,0.3954232926819199
22052,-0.8211849081278022,-0.7618079794820113,-0.9138486545357986
41993,1.6738397511290275,2.165105525145292,0.270505038377243
23657,-0.03957596888250936,0.39301945312359243,-0.0377282151306389
27524,-0.7886312986994409,-0.5893717585510381,-1.3752675721977898
30993,-0.5285247362371932,-0.1765153235805355,-0.3850618978314482
29493,-0.017658687287177215,-0.32734073875514696,-0.4102825209905222
13200,-0.3315915148438436,-0.11033223095167637,-0.3760908036876163
823,0.5550914508731882,0.050398136861267054,0.4243677662403208
14595,-0.7944329320629114,-0.550427285677594,-0.8304005524054383
33680,0.1673489544145955,-0.4407974689760482,-0.5746397363426109
47320,-0.4131366948970639,-0.3905973681044988,-1.0397825044039282
21004,-0.8769450510100434,-0.8723382464234053,-0.29535095639312986
25322,-0.1494846898238061,0.008527200708315657,-0.4036811498280801
8566,-0.07889815056825189,0.24579583890837528,-0.6040920076827381
19959,0.7723303890386835,0.23746667418977724,0.9392747169108183
24352,-0.2877569516531793,-0.6051296377483859,-0.8034872699739434
32168,-1.0258536406724457,-0.026140133525849138,0.32687059214886527
13837,0.0487377834280931,0.05850218901990318,-0.04534518185653364
15095,0.2002248768075928,-0.08669541215565561,-0.5431562738755782
39046,0.7787766483314287,0.7306882930667515,0.46109847245185837
24448,-0.8724326695051225,-0.22311362349269195,-0.6995579906472877
37556,-0.983630642304968,-0.6794167825358806,0.13204550989319716
12793,-1.6640333106541698,-1.3545293498622368,-1.213787877608817
19616,-0.3016164091325806,-0.08917165031523845,0.046904748490415954
10601,-0.5149875917224298,-0.5342191813603224,-0.4129907758263959
9450,0.4825710338298106,0.7275367172272824,2.2785067332503903
32613,-0.3934756040541922,-0.14522467774580308,-0.25320374050984434
28878,0.4883726671932801,0.251198540347466,0.6296873359849998
46983,-0.7983006876385583,-0.7800420968389419,0.16708355683231374
10414,6.116279342724026,7.1378419747082145,2.6725578118700213
28731,-0.10371624884531834,-0.05562987888088444,-0.23306109516803336
41184,0.030043631479133116,-0.16863638398186193,-0.5528044317283788
35393,-1.144787124623585,-0.9013777666585174,-0.3410527567484993
15302,-0.04860073189235195,-0.05878145472035426,0.009496978569909578
43881,-0.8608294027781818,-0.09795104015376092,-0.1672166494708529
36877,0.3907118389081981,-0.3043792576390119,-0.5756553319060635
33138,1.2951220176802773,0.9785372215850308,0.5775534303944297
49761,-0.6074914125733162,-0.6235888676652784,-0.2288294469869806
15684,-1.3942573592528047,-1.2298169916432302,-0.6394685864763386
23780,-1.1573573302444378,-1.2138339998859204,-0.9895105240130215
23557,0.499653620955584,1.0760109600486223,3.2673582801987955
35942,0.09869629294686384,-0.6089565512677414,-0.9605660504546212
4997,-0.6068467866440413,-0.629441794224293,-0.032819503240617845
9658,1.1114036278370543,0.5843651290913826,2.0437348921655842
27008,0.9666851067149357,0.7631045017012947,0.3236545395312652
30068,-0.27486443306768976,-0.12789101062872066,0.9880233039565458
41791,-1.9299415064798875,-1.5109825790359004,-1.4974775716665931
28852,-0.4679298988853933,0.09001794741459815,0.8373766287110685
21011,2.414837256830029,1.9764611998970472,1.3059047153172283
47465,0.2476048826092662,0.0733596179774021,0.19264271184587264
26632,0.3056212162439687,-0.39149781834434705,-0.5912277972123374
44708,2.475432094181829,2.8800630155849407,1.0975383588821912
18132,0.4980420561323975,0.39099344008393344,0.5059539431710175
36444,-0.5485081400447018,-0.7314177838871271,-0.9803701639419478
35464,0.871602782146952,0.726861379547396,0.18604134068343012
30611,1.2419403785151344,1.0955957527653257,1.3182611280059016
16928,0.3036873384561452,-0.1956498911773144,1.2189020287147831
27267,-0.3483517890049792,-0.4925733577673329,-0.8170285441533118
45469,0.3301170015563982,0.11928258020967156,0.218371132786673
17382,1.0024618457896692,0.9267613327937462,0.4142118106057943
286,-1.5251164228955219,-1.1089315469435792,-1.2379929052044387
46568,0.31690217000627174,0.48734161574771484,1.2942253663375227
4636,0.48160409493589884,0.794170034976066,0.31959215727745494
23706,-0.15818713986901176,-0.4898720070477875,-0.24947989011051797
36312,0.005225533202066669,0.2493976398677689,0.21481654831458905
10378,0.383298640721542,1.6304631952352902,1.66711820405189
22313,0.2691998512399614,0.013254564467519422,0.272197697649664
42664,-0.9323828809276477,-0.13216814926800063,0.06586253234153232
44440,2.382605960366306,2.7499479559268427,0.600404330572115
540,0.8367929819661303,0.4400679781556727,0.5200030151321129
8999,1.0079411661885018,0.4045001936816603,-0.39454078975700585
11772,-1.3955466111113533,-1.3200871281880346,-1.2821713122146297
21886,2.2092015853914737,2.736441202329117,2.668664695543453
17339,-1.1766961081226717,-1.2250896278840258,-1.2654139854176605
10563,-0.258748784835828,-0.07589000927747412,0.6882533468107699
2843,-0.4805001045062459,-0.6215628546256194,-0.3584871472544366
32127,-0.281310692360435,-0.8183112320325003,-0.7962088351025325
31853,-0.2735751812091411,-0.27128771132458235,-0.5541585591463154
33177,-0.28227763125434674,-0.7289415457275442,-0.9509178926018206
1242,-0.4679298988853933,-0.4752396906502505,-0.712252935190446
25495,0.3378525127076921,0.11793190484989888,-0.019447494988490837
27389,0.8809498581214316,0.4252105491981738,0.6637097873606641
27511,-0.22393898465500728,-0.1398219763067123,-0.20106983491927485
20364,-0.2784098756786998,-0.6438489980618681,1.1618594112341922
24309,0.41262912050353023,-0.16661037094220288,-0.07869056952322923
5517,0.3333401312027704,0.5026492698251382,0.6537230976533791
28829,1.788260853575246,1.8258608972823984,2.010558770426131
40552,0.661454729203475,1.0282870973366558,1.1060016552442966
34147,1.4259810813229945,1.418182051191024,0.5301589707666393
37845,-0.7383504762160333,-0.47321367761059147,-0.30144452977384556
2828,0.0061924720959784085,0.6422190570016444,0.8722454097229432
28870,-1.4026374963333725,-1.0735888750295282,-1.3571561179828837
22154,0.37910857218125815,0.695345621152701,-0.3860774933949004
41933,1.0804615832318794,1.1181070087615363,0.5032456883351438
44485,0.811652570724426,0.17083335644099368,0.2204023239135784
27090,0.5654054657415796,0.36285437008867016,0.8468555206366267
29837,-0.07567502092187973,-0.1526533922245522,-0.5538200272918316
45204,0.06356417980140613,0.02315951710585268,-0.06751901832525005
27011,-1.0316552740359162,-0.6517279376605417,-0.2577739205453815
14375,-0.1291789730516605,-0.006330228249183267,0.537775937492534
1236,-0.14916237685916917,0.6863411187542167,1.8255511119505048
8360,-0.03345202255440198,-0.12226319662966802,0.6963781113183904
4788,-0.4034673059579465,-0.20915664477504126,-0.8168592782260699
49164,-0.8804904936210535,-0.4862702060883939,0.040811175109700254
18331,-0.13143516380412093,-0.49437425824702935,-0.8987839870112511
40958,-1.6952976682239815,-0.8484763150674219,-0.23949320040323344
10869,0.08838227807847257,0.20955271675447654,0.6015891920628096
48834,0.19732406012585757,0.21630609355333932,1.1278369598585283
21000,-0.7186893853731615,-0.6364202835831183,-0.7056515640280039
24680,0.33881945160160387,-0.1377959632670533,1.289824452229227
17,0.3762077554995229,0.3488973913710201,-0.13573318700382028
23878,0.36750530545431725,0.15777682796319187,-0.3439302775116154
14431,-1.088382355812069,-1.0256398997575995,-0.824984042733691
19322,-1.2482495862721374,-1.2147344501257689,-0.8764408846152921
10760,-1.1386631782954777,-0.7120581037303862,-0.37879905852349005
1181,0.31206747553671305,0.268081982344624,-0.3486697234743945
37115,0.9563710918465445,0.07943765709637919,0.03708732471037386
19992,1.3531383513149797,2.427361657501145,3.7079574888100066
22802,1.308014536265767,0.8923191111195439,0.7437725709461813
35754,-0.17559203995942216,-0.19497455349742868,-0.36119540209031026
48063,-0.0005761001614037662,0.359702794249201,0.960432957816082
36859,0.7494461685494405,-0.017810968807251113,-0.07665937839632384
14283,1.449509927741513,0.6838648805946339,0.6129300091880308
27563,0.9180158490547137,0.10104846285274091,-0.5412943486759153
14504,-0.9633249255328225,-0.2255898616522748,0.18079409693892468
